Tm	Rec_ID	AvgTSi00	AvgTSi10NE	AvgTSi20NE	AvgTSi30NE	AvgTSi40NE	AvgTSi90E	AvgTSi90S	AvgTSi90W	AvgTSi90N	AvgGSi00	AvgGSi10NE	AvgGSi20NE	AvgGSi30NE	AvgGSi40NE	AvgGSi90E	AvgGSi90S	AvgGSi90W	AvgGSi90N	AvgSPN1Glob	AvgCMP11	AvgSPN1Diff	AvgTamb	AvgHamb	AvgWindSp	AvgTcab	AvgHcab	AvgWindDir	AvgP	AvgGaSi00	AvgTaSi00
2015-07-27 00:40:00	435477	26.646	26.660	26.712	26.833	26.893	27.693	27.548	27.501	27.547	-0.239	-0.100	-0.509	-0.513	0.331	0.487	-0.012	-0.165	-0.368	2.689	-0.287	0.899	27.902	78.576	0.150	34.530	50.907	86.865	1007.369	-0.141	26.747
2015-07-27 00:41:00	435478	26.656	26.664	26.716	26.836	26.893	27.687	27.540	27.497	27.545	-0.232	-0.089	-0.510	-0.469	0.289	0.647	0.143	-0.164	-0.331	2.695	-0.286	0.916	27.899	78.605	0.277	34.534	50.857	100.085	1007.375	-0.197	26.746
2015-07-27 00:42:00	435479	26.661	26.667	26.720	26.838	26.897	27.689	27.547	27.500	27.546	-0.268	-0.114	-0.519	-0.533	0.285	0.470	-0.131	-0.216	-1.046	2.656	-0.309	0.854	27.899	78.420	-0.036	34.535	50.905	119.084	1007.394	-0.210	26.755
2015-07-27 00:43:00	435480	26.634	26.637	26.695	26.815	26.881	27.677	27.537	27.496	27.534	-0.287	-0.113	-0.524	-0.494	0.294	0.597	-0.007	-0.195	-0.520	2.720	-0.284	0.953	27.901	78.355	0.020	34.539	50.918	118.412	1007.385	-0.198	26.726
2015-07-27 00:44:00	435481	26.615	26.603	26.666	26.793	26.862	27.670	27.527	27.492	27.527	-0.095	-0.118	-0.490	-0.488	0.301	0.324	-0.137	-0.190	0.152	2.654	-0.291	0.847	27.902	78.536	0.097	34.542	50.922	58.311	1007.354	-0.183	26.694
2015-07-27 00:45:00	435482	26.615	26.597	26.651	26.778	26.845	27.669	27.519	27.497	27.528	-0.377	-0.134	-0.515	-0.502	0.340	0.510	-0.017	-0.185	-0.314	2.708	-0.284	0.924	27.909	78.716	0.481	34.547	50.863	83.462	1007.373	-0.064	26.687
2015-07-27 00:46:00	435483	26.650	26.636	26.676	26.800	26.854	27.685	27.532	27.515	27.553	-0.167	-0.119	-0.516	-0.501	0.338	0.516	-0.056	-0.192	-0.102	2.662	-0.284	0.869	27.915	78.819	0.454	34.552	50.898	83.445	1007.330	-0.022	26.719
2015-07-27 00:47:00	435484	26.659	26.646	26.683	26.806	26.864	27.690	27.533	27.530	27.560	-0.058	-0.136	-0.515	-0.508	0.310	0.519	-0.071	-0.182	-0.524	2.552	-0.297	0.800	27.920	78.810	0.137	34.557	50.928	179.059	1007.331	-0.102	26.733
2015-07-27 00:48:00	435485	26.665	26.642	26.687	26.807	26.864	27.695	27.545	27.539	27.557	-0.441	-0.116	-0.530	-0.469	0.320	0.550	-0.164	-0.200	-0.203	2.635	-0.272	0.823	27.928	78.749	-0.012	34.557	50.909	205.769	1007.308	-0.135	26.730
2015-07-27 00:49:00	435486	26.714	26.683	26.719	26.829	26.875	27.715	27.576	27.563	27.581	-0.216	-0.106	-0.533	-0.532	0.314	0.470	-0.119	-0.214	-0.919	2.654	-0.288	0.925	27.945	78.667	1.177	34.555	50.946	110.225	1007.295	-0.127	26.760
2015-07-27 00:50:00	435487	26.800	26.778	26.804	26.892	26.927	27.744	27.621	27.591	27.636	-0.267	-0.114	-0.506	-0.490	0.314	0.449	0.117	-0.146	0.202	2.450	-0.284	0.659	27.963	78.669	1.301	34.553	50.876	91.606	1007.283	-0.215	26.842
2015-07-27 00:51:00	435488	26.840	26.819	26.848	26.926	26.968	27.764	27.645	27.614	27.667	-0.205	-0.120	-0.494	-0.523	0.322	0.556	-0.078	-0.167	-0.091	2.351	-0.287	0.710	27.974	78.570	0.808	34.552	50.927	110.568	1007.263	-0.053	26.890
2015-07-27 00:52:00	435489	26.839	26.819	26.854	26.931	26.986	27.780	27.661	27.634	27.689	-0.304	-0.125	-0.526	-0.485	0.303	0.426	-0.039	-0.178	-0.312	2.447	-0.298	0.748	27.989	78.563	0.041	34.550	50.966	174.393	1007.259	-0.269	26.903
2015-07-27 00:53:00	435490	26.826	26.806	26.837	26.918	26.975	27.777	27.657	27.639	27.686	-0.229	-0.113	-0.527	-0.498	0.318	0.549	0.021	-0.201	0.101	2.560	-0.290	0.889	27.998	78.580	0.878	34.547	50.963	103.025	1007.257	-0.148	26.886
2015-07-27 00:54:00	435491	26.845	26.834	26.858	26.930	26.983	27.780	27.666	27.645	27.696	-0.329	-0.106	-0.481	-0.462	0.323	0.576	0.088	-0.174	0.094	2.516	-0.280	0.776	27.994	78.416	0.250	34.547	51.042	97.087	1007.258	-0.167	26.915
2015-07-27 00:55:00	435492	26.806	26.788	26.818	26.901	26.963	27.769	27.652	27.642	27.684	-0.354	-0.110	-0.498	-0.480	0.340	0.479	0.109	-0.190	-0.008	2.671	-0.296	0.857	27.990	78.440	0.425	34.548	51.012	86.953	1007.233	-0.193	26.884
2015-07-27 00:56:00	435493	26.795	26.782	26.807	26.897	26.954	27.760	27.641	27.635	27.678	-0.231	-0.107	-0.534	-0.508	0.335	0.462	-0.057	-0.177	0.079	2.543	-0.283	0.791	27.982	78.457	0.527	34.549	51.014	86.571	1007.223	-0.069	26.875
2015-07-27 00:57:00	435494	26.773	26.771	26.800	26.895	26.953	27.751	27.630	27.628	27.671	-0.219	-0.087	-0.493	-0.497	0.362	0.516	-0.100	-0.186	0.288	2.525	-0.280	0.790	27.975	78.615	0.313	34.547	51.065	123.500	1007.213	-0.058	26.868
2015-07-27 00:58:00	435495	26.760	26.770	26.799	26.894	26.944	27.749	27.633	27.631	27.662	-0.323	-0.121	-0.503	-0.480	0.339	0.472	-0.066	-0.163	0.577	2.744	-0.269	0.889	27.966	78.594	0.416	34.546	51.144	163.812	1007.218	0.032	26.866
2015-07-27 00:59:00	435496	26.787	26.793	26.821	26.911	26.952	27.767	27.653	27.651	27.679	-0.274	-0.138	-0.520	-0.491	0.349	0.553	-0.067	-0.216	-0.153	2.519	-0.313	0.673	27.978	78.580	0.402	34.546	51.191	102.938	1007.223	-0.143	26.888
2015-07-27 01:00:00	435497	26.800	26.801	26.836	26.926	26.969	27.775	27.660	27.656	27.687	-0.311	-0.133	-0.550	-0.500	0.294	0.426	-0.130	-0.204	0.150	2.469	-0.314	0.743	27.993	78.464	0.293	34.545	51.181	104.091	1007.206	-0.130	26.901
2015-07-27 01:01:00	435498	26.780	26.776	26.819	26.918	26.971	27.777	27.648	27.662	27.685	-0.319	-0.102	-0.507	-0.486	0.321	0.539	-0.015	-0.182	0.410	2.479	-0.294	0.775	28.003	78.480	0.242	34.543	51.121	103.674	1007.200	-0.108	26.881
2015-07-27 01:02:00	435499	26.780	26.795	26.825	26.921	26.967	27.769	27.637	27.653	27.677	-0.269	-0.126	-0.512	-0.514	0.298	0.507	-0.138	-0.185	-0.409	2.614	-0.284	0.851	28.001	78.519	0.474	34.542	51.126	104.520	1007.216	-0.281	26.888
2015-07-27 01:03:00	435500	26.762	26.781	26.812	26.913	26.964	27.759	27.621	27.641	27.666	-0.324	-0.123	-0.516	-0.503	0.323	0.562	-0.219	-0.191	-1.708	2.652	-0.284	0.850	27.990	78.515	0.207	34.542	51.140	65.609	1007.198	-0.027	26.883
2015-07-27 01:04:00	435501	26.752	26.772	26.804	26.908	26.957	27.755	27.608	27.636	27.664	-0.105	-0.112	-0.540	-0.494	0.314	0.534	-0.046	-0.181	0.415	2.559	-0.285	0.847	27.984	78.566	0.456	34.542	51.131	95.286	1007.203	0.030	26.867
2015-07-27 01:05:00	435502	26.732	26.752	26.791	26.901	26.955	27.745	27.592	27.624	27.656	-0.246	-0.110	-0.473	-0.518	0.321	0.495	-0.181	-0.191	-0.514	2.618	-0.292	0.833	27.982	78.638	0.053	34.543	51.107	82.866	1007.177	-0.124	26.850
2015-07-27 01:06:00	435503	26.726	26.744	26.777	26.888	26.943	27.736	27.569	27.613	27.642	-0.307	-0.107	-0.529	-0.480	0.356	0.557	0.015	-0.186	-0.391	2.704	-0.280	0.868	27.976	78.672	0.513	34.543	51.076	66.779	1007.167	-0.170	26.838
2015-07-27 01:07:00	435504	26.718	26.740	26.771	26.883	26.937	27.730	27.558	27.603	27.635	-0.016	-0.124	-0.508	-0.501	0.328	0.527	-0.070	-0.174	0.321	2.689	-0.291	0.841	27.968	78.559	0.129	34.543	51.163	109.650	1007.188	-0.087	26.835
2015-07-27 01:08:00	435505	26.700	26.727	26.758	26.875	26.929	27.720	27.548	27.593	27.624	-0.196	-0.125	-0.509	-0.503	0.336	0.579	-0.083	-0.204	-0.619	2.661	-0.291	0.857	27.959	78.462	0.431	34.545	51.129	95.409	1007.185	-0.159	26.821
2015-07-27 01:09:00	435506	26.736	26.766	26.785	26.896	26.944	27.720	27.549	27.592	27.633	-0.253	-0.084	-0.516	-0.499	0.303	0.570	-0.022	-0.198	-0.789	2.624	-0.298	0.817	27.955	78.648	0.949	34.546	51.161	101.594	1007.201	-0.065	26.847
2015-07-27 01:10:00	435507	26.757	26.780	26.807	26.915	26.967	27.726	27.556	27.594	27.645	-0.298	-0.123	-0.508	-0.489	0.318	0.465	-0.166	-0.192	0.254	2.522	-0.290	0.773	27.958	78.649	0.434	34.549	51.201	104.754	1007.180	-0.080	26.867
2015-07-27 01:11:00	435508	26.770	26.793	26.821	26.926	26.983	27.723	27.556	27.587	27.645	-0.273	-0.120	-0.507	-0.504	0.315	0.439	-0.069	-0.185	0.338	2.485	-0.299	0.811	27.959	78.637	0.575	34.552	51.140	107.967	1007.160	-0.134	26.876
2015-07-27 01:12:00	435509	26.753	26.772	26.808	26.916	26.979	27.718	27.551	27.580	27.638	-0.327	-0.133	-0.534	-0.539	0.324	0.460	-0.218	-0.204	0.344	2.539	-0.317	0.779	27.955	78.548	0.295	34.554	51.204	92.070	1007.146	-0.005	26.865
2015-07-27 01:13:00	435510	26.739	26.757	26.795	26.906	26.966	27.710	27.544	27.571	27.626	-0.160	-0.118	-0.509	-0.493	0.301	0.542	-0.068	-0.197	-0.345	2.654	-0.287	0.913	27.949	78.684	0.870	34.560	51.179	98.202	1007.138	-0.140	26.848
2015-07-27 01:14:00	435511	26.763	26.786	26.814	26.920	26.975	27.717	27.555	27.573	27.633	-0.147	-0.111	-0.541	-0.484	0.301	0.698	-0.135	-0.196	-0.433	2.626	-0.291	0.887	27.946	78.737	0.520	34.561	51.259	109.637	1007.147	-0.192	26.867
2015-07-27 01:15:00	435512	26.749	26.763	26.795	26.906	26.970	27.716	27.556	27.572	27.628	-0.220	-0.151	-0.534	-0.480	0.300	0.525	-0.262	-0.204	-0.048	2.600	-0.298	0.825	27.946	78.675	-0.033	34.561	51.153	162.595	1007.117	-0.095	26.848
2015-07-27 01:16:00	435513	26.724	26.728	26.767	26.883	26.946	27.714	27.552	27.574	27.619	-0.256	-0.111	-0.494	-0.491	0.303	0.613	-0.127	-0.168	0.099	2.656	-0.288	0.836	27.951	78.500	0.078	34.561	51.254	160.930	1007.128	-0.179	26.818
2015-07-27 01:17:00	435514	26.714	26.714	26.759	26.875	26.934	27.717	27.561	27.570	27.610	-0.290	-0.126	-0.525	-0.526	0.310	0.566	-0.004	-0.208	-0.440	2.696	-0.315	0.810	27.958	78.491	0.258	34.561	51.310	112.947	1007.115	-0.135	26.812
2015-07-27 01:18:00	435515	26.736	26.753	26.786	26.888	26.938	27.722	27.566	27.572	27.618	-0.255	-0.126	-0.501	-0.506	0.321	0.486	-0.151	-0.189	0.075	2.758	-0.284	0.927	27.963	78.682	0.782	34.562	51.261	105.719	1007.124	-0.036	26.826
2015-07-27 01:19:00	435516	26.739	26.761	26.794	26.892	26.945	27.722	27.571	27.568	27.621	-0.213	-0.118	-0.497	-0.497	0.345	0.481	-0.146	-0.197	-0.319	2.631	-0.284	0.852	27.963	78.610	0.101	34.562	51.306	134.390	1007.094	-0.128	26.839
2015-07-27 01:20:00	435517	26.712	26.712	26.756	26.863	26.927	27.722	27.568	27.564	27.611	-0.111	-0.075	-0.482	-0.461	0.341	0.610	-0.027	-0.136	0.288	2.661	-0.265	0.894	27.967	78.634	-0.112	34.565	51.261	141.974	1007.119	-0.245	26.802
2015-07-27 01:21:00	435518	26.709	26.690	26.736	26.852	26.912	27.731	27.575	27.575	27.609	-0.115	-0.106	-0.493	-0.460	0.329	0.635	0.009	-0.142	-0.146	2.644	-0.265	0.843	27.979	78.696	0.538	34.567	51.206	186.960	1007.116	-0.183	26.778
2015-07-27 01:22:00	435519	26.733	26.712	26.757	26.873	26.919	27.764	27.602	27.605	27.618	-0.228	-0.111	-0.535	-0.501	0.306	0.573	0.010	-0.209	0.257	2.544	-0.305	0.829	27.991	78.745	0.951	34.566	51.233	179.336	1007.118	-0.203	26.787
2015-07-27 01:23:00	435520	26.758	26.729	26.778	26.893	26.943	27.795	27.627	27.632	27.631	-0.240	-0.118	-0.503	-0.471	0.329	0.653	-0.088	-0.188	0.054	2.568	-0.294	0.812	28.012	78.648	0.102	34.563	51.259	162.253	1007.129	-0.123	26.803
2015-07-27 01:24:00	435521	26.746	26.699	26.755	26.875	26.938	27.792	27.630	27.631	27.629	-0.159	-0.102	-0.485	-0.505	0.322	0.468	0.037	-0.188	-0.208	2.692	-0.286	0.901	28.025	78.596	-0.068	34.562	51.230	161.552	1007.125	-0.149	26.786
2015-07-27 01:25:00	435522	26.731	26.691	26.747	26.867	26.929	27.784	27.627	27.623	27.625	-0.256	-0.108	-0.482	-0.493	0.326	0.546	0.036	-0.198	0.111	2.648	-0.301	0.860	28.030	78.513	-0.031	34.562	51.253	127.770	1007.135	-0.021	26.779
2015-07-27 01:26:00	435523	26.702	26.658	26.722	26.846	26.915	27.770	27.613	27.615	27.618	-0.217	-0.092	-0.513	-0.477	0.297	0.645	0.055	-0.188	0.031	2.754	-0.277	0.894	28.033	78.549	-0.139	34.561	51.232	266.209	1007.133	-0.026	26.754
2015-07-27 01:27:00	435524	26.668	26.627	26.697	26.823	26.894	27.752	27.598	27.603	27.597	-0.293	-0.118	-0.512	-0.498	0.322	0.517	-0.130	-0.185	-0.331	2.701	-0.281	0.930	28.036	78.527	0.006	34.560	51.338	159.492	1007.132	0.042	26.719
2015-07-27 01:28:00	435525	26.650	26.616	26.687	26.811	26.879	27.743	27.594	27.590	27.580	-0.251	-0.124	-0.541	-0.486	0.353	0.561	0.044	-0.184	-0.286	2.744	-0.281	0.839	28.033	78.533	-0.074	34.560	51.325	130.836	1007.109	-0.179	26.709
2015-07-27 01:29:00	435526	26.628	26.599	26.668	26.793	26.859	27.734	27.586	27.578	27.568	-0.171	-0.144	-0.515	-0.491	0.328	0.492	-0.122	-0.189	-0.146	2.666	-0.271	0.957	28.028	78.505	-0.038	34.564	51.341	130.431	1007.111	-0.122	26.690
2015-07-27 01:30:00	435527	26.627	26.607	26.673	26.793	26.852	27.730	27.583	27.573	27.563	-0.385	-0.120	-0.530	-0.482	0.326	0.543	-0.061	-0.181	0.070	2.821	-0.286	0.978	28.025	78.690	0.003	34.568	51.379	145.357	1007.127	-0.105	26.692
2015-07-27 01:31:00	435528	26.652	26.632	26.693	26.813	26.865	27.744	27.600	27.581	27.577	-0.197	-0.115	-0.498	-0.494	0.311	0.493	-0.189	-0.170	0.205	2.680	-0.309	0.824	28.025	78.609	0.695	34.571	51.456	121.100	1007.150	-0.158	26.709
