Tm	Rec_ID	AvgTSi00	AvgTSi10NE	AvgTSi20NE	AvgTSi30NE	AvgTSi40NE	AvgTSi90E	AvgTSi90S	AvgTSi90W	AvgTSi90N	AvgGSi00	AvgGSi10NE	AvgGSi20NE	AvgGSi30NE	AvgGSi40NE	AvgGSi90E	AvgGSi90S	AvgGSi90W	AvgGSi90N	AvgSPN1Glob	AvgCMP11	AvgSPN1Diff	AvgTamb	AvgHamb	AvgWindSp	AvgTcab	AvgHcab	AvgWindDir	AvgP	AvgGaSi00	AvgTaSi00
2015-07-28 00:23:00	436900	27.222	27.212	27.256	27.360	27.429	28.256	28.097	28.074	28.118	-0.368	-0.098	-0.529	-0.522	0.316	0.567	0.078	-0.182	-0.468	2.603	-0.278	0.871	28.404	81.674	0.651	34.987	51.906	154.115	1008.010	-0.156	27.314
2015-07-28 00:24:00	436901	27.192	27.184	27.234	27.347	27.415	28.267	28.111	28.081	28.117	-0.146	-0.104	-0.524	-0.476	0.356	0.522	-0.166	-0.194	-0.162	2.886	-0.281	0.934	28.416	81.595	0.227	34.982	51.907	174.356	1007.995	-0.089	27.282
2015-07-28 00:25:00	436902	27.184	27.178	27.226	27.344	27.408	28.273	28.120	28.084	28.118	-0.223	-0.109	-0.511	-0.464	0.313	0.485	-0.079	-0.188	-0.250	2.575	-0.280	0.889	28.436	81.468	0.243	34.977	51.812	177.051	1007.992	-0.076	27.273
2015-07-28 00:26:00	436903	27.160	27.159	27.214	27.336	27.402	28.276	28.121	28.082	28.115	-0.268	-0.102	-0.526	-0.511	0.353	0.541	-0.059	-0.186	0.027	2.557	-0.275	0.823	28.451	81.366	0.474	34.974	51.845	165.278	1008.009	-0.190	27.257
2015-07-28 00:27:00	436904	27.129	27.123	27.189	27.312	27.387	28.276	28.112	28.083	28.109	-0.242	-0.095	-0.496	-0.482	0.312	0.540	-0.052	-0.195	-0.539	2.751	-0.271	0.961	28.462	81.357	0.135	34.971	51.876	162.527	1007.993	-0.191	27.223
2015-07-28 00:28:00	436905	27.093	27.081	27.155	27.283	27.363	28.275	28.110	28.076	28.101	-0.085	-0.097	-0.503	-0.475	0.315	0.546	0.035	-0.161	0.340	2.652	-0.268	0.840	28.475	81.258	0.208	34.968	51.965	126.561	1007.999	-0.111	27.179
2015-07-28 00:29:00	436906	27.076	27.060	27.134	27.267	27.346	28.268	28.102	28.068	28.098	-0.212	-0.112	-0.489	-0.477	0.365	0.485	0.027	-0.182	0.421	2.787	-0.261	0.947	28.483	81.339	1.106	34.968	52.048	126.287	1008.016	-0.083	27.152
2015-07-28 00:30:00	436907	27.131	27.119	27.179	27.297	27.365	28.271	28.108	28.070	28.116	-0.097	-0.080	-0.518	-0.510	0.329	0.603	0.090	-0.186	-0.157	2.576	-0.265	0.810	28.480	81.356	1.601	34.968	52.030	102.013	1007.998	0.072	27.192
2015-07-28 00:31:00	436908	27.186	27.164	27.215	27.324	27.390	28.268	28.107	28.067	28.122	-0.171	-0.138	-0.527	-0.496	0.344	0.478	-0.127	-0.213	-0.221	2.442	-0.277	0.812	28.462	81.343	1.413	34.968	51.928	122.966	1008.003	-0.206	27.238
2015-07-28 00:32:00	436909	27.207	27.188	27.237	27.339	27.411	28.276	28.120	28.070	28.133	-0.336	-0.117	-0.531	-0.490	0.327	0.604	-0.066	-0.191	-0.282	2.527	-0.277	0.803	28.456	81.471	0.710	34.964	52.084	123.619	1008.002	-0.134	27.268
2015-07-28 00:33:00	436910	27.197	27.184	27.231	27.330	27.404	28.272	28.118	28.062	28.130	-0.183	-0.109	-0.507	-0.476	0.307	0.501	-0.042	-0.187	-0.137	2.602	-0.284	0.803	28.456	81.431	1.527	34.958	52.089	121.010	1008.008	-0.034	27.268
2015-07-28 00:34:00	436911	27.250	27.251	27.291	27.372	27.428	28.282	28.135	28.073	28.156	-0.293	-0.107	-0.524	-0.500	0.321	0.485	-0.113	-0.215	-0.098	2.530	-0.277	0.740	28.454	81.599	2.369	34.954	52.167	96.921	1007.974	-0.057	27.311
2015-07-28 00:35:00	436912	27.275	27.280	27.330	27.408	27.468	28.304	28.163	28.091	28.197	-0.211	-0.084	-0.485	-0.475	0.291	0.573	-0.072	-0.205	-0.431	2.465	-0.270	0.740	28.462	81.483	1.119	34.950	52.124	98.611	1007.960	-0.101	27.343
2015-07-28 00:36:00	436913	27.248	27.255	27.306	27.392	27.464	28.297	28.153	28.085	28.189	-0.263	-0.103	-0.518	-0.462	0.300	0.626	-0.096	-0.172	0.782	2.583	-0.293	0.746	28.468	81.393	1.069	34.946	52.219	113.690	1007.964	-0.030	27.325
2015-07-28 00:37:00	436914	27.220	27.224	27.276	27.370	27.452	28.285	28.136	28.072	28.175	-0.258	-0.124	-0.522	-0.478	0.316	0.643	0.080	-0.190	-0.327	2.589	-0.283	0.750	28.459	81.479	0.271	34.943	52.139	172.493	1007.952	-0.155	27.303
2015-07-28 00:38:00	436915	27.150	27.153	27.209	27.316	27.409	28.266	28.113	28.054	28.149	-0.282	-0.111	-0.536	-0.489	0.315	0.618	-0.100	-0.212	0.347	2.619	-0.278	0.813	28.445	81.374	0.393	34.940	52.241	146.970	1007.952	-0.164	27.239
2015-07-28 00:39:00	436916	27.113	27.119	27.176	27.292	27.377	28.262	28.106	28.045	28.138	-0.353	-0.106	-0.513	-0.477	0.335	0.459	-0.131	-0.167	-0.108	2.728	-0.261	0.897	28.439	81.404	0.515	34.937	52.280	140.826	1007.965	-0.070	27.203
2015-07-28 00:40:00	436917	27.080	27.089	27.150	27.271	27.356	28.244	28.084	28.024	28.117	-0.148	-0.110	-0.552	-0.482	0.316	0.443	-0.120	-0.209	0.062	2.738	-0.292	0.861	28.433	81.492	0.756	34.936	52.277	105.345	1007.992	-0.134	27.173
2015-07-28 00:41:00	436918	27.098	27.104	27.160	27.277	27.352	28.241	28.086	28.021	28.121	-0.140	-0.076	-0.481	-0.414	0.350	0.595	-0.025	-0.132	-0.696	2.758	-0.212	0.962	28.426	81.606	1.593	34.933	52.316	118.845	1007.952	-0.173	27.178
2015-07-28 00:42:00	436919	27.214	27.230	27.266	27.344	27.384	28.251	28.108	28.036	28.148	-0.224	-0.148	-0.542	-0.514	0.320	0.519	0.075	-0.236	0.188	2.405	-0.284	0.705	28.418	81.785	3.431	34.930	52.234	106.824	1007.935	-0.231	27.262
2015-07-28 00:43:00	436920	27.314	27.328	27.363	27.418	27.451	28.273	28.141	28.061	28.194	-0.286	-0.132	-0.530	-0.525	0.330	0.441	-0.028	-0.204	0.367	2.291	-0.288	0.672	28.419	81.750	2.030	34.921	52.395	97.274	1007.933	-0.148	27.363
2015-07-28 00:44:00	436921	27.297	27.296	27.345	27.411	27.468	28.268	28.129	28.058	28.187	-0.201	-0.110	-0.534	-0.488	0.321	0.484	-0.125	-0.197	-0.225	2.403	-0.261	0.708	28.411	81.631	0.571	34.910	52.456	147.425	1007.959	-0.122	27.358
2015-07-28 00:45:00	436922	27.250	27.242	27.297	27.379	27.450	28.268	28.123	28.059	28.176	-0.228	-0.132	-0.544	-0.490	0.331	0.397	-0.184	-0.221	0.200	2.556	-0.284	0.807	28.413	81.797	0.472	34.900	52.441	101.188	1007.917	-0.161	27.314
2015-07-28 00:46:00	436923	27.203	27.196	27.254	27.347	27.423	28.253	28.102	28.049	28.157	-0.213	-0.129	-0.504	-0.499	0.315	0.566	-0.030	-0.214	-0.027	2.586	-0.252	0.825	28.415	81.868	0.653	34.890	52.517	92.209	1007.927	-0.275	27.275
2015-07-28 00:47:00	436924	27.157	27.138	27.199	27.309	27.389	28.242	28.085	28.045	28.136	-0.224	-0.122	-0.510	-0.524	0.326	0.516	0.003	-0.200	-0.885	2.570	-0.248	0.943	28.409	81.885	0.314	34.882	52.474	177.679	1007.909	-0.103	27.231
2015-07-28 00:48:00	436925	27.149	27.141	27.194	27.308	27.379	28.244	28.090	28.047	28.133	-0.315	-0.132	-0.546	-0.483	0.328	0.523	-0.093	-0.210	0.280	2.588	-0.270	0.832	28.412	81.717	0.919	34.876	52.519	89.610	1007.901	-0.119	27.221
2015-07-28 00:49:00	436926	27.133	27.131	27.181	27.295	27.373	28.230	28.075	28.035	28.121	-0.354	-0.115	-0.518	-0.466	0.328	0.593	-0.079	-0.214	-0.800	2.687	-0.266	0.878	28.412	81.590	0.621	34.873	52.472	94.811	1007.893	-0.074	27.222
2015-07-28 00:50:00	436927	27.085	27.096	27.143	27.261	27.343	28.202	28.048	28.006	28.090	-0.137	-0.123	-0.530	-0.499	0.310	0.569	-0.035	-0.191	0.440	2.692	-0.270	0.873	28.394	81.881	0.925	34.868	52.609	107.632	1007.866	-0.052	27.187
2015-07-28 00:51:00	436928	27.062	27.070	27.116	27.233	27.314	28.186	28.026	27.994	28.069	-0.376	-0.147	-0.518	-0.502	0.318	0.477	-0.020	-0.215	-0.111	2.624	-0.283	0.844	28.376	82.141	1.083	34.866	52.560	64.655	1007.847	-0.115	27.162
2015-07-28 00:52:00	436929	27.038	27.037	27.080	27.202	27.284	28.172	28.004	27.982	28.050	-0.199	-0.107	-0.501	-0.488	0.308	0.478	-0.052	-0.196	0.620	2.736	-0.275	0.970	28.367	82.216	0.594	34.866	52.706	112.528	1007.854	-0.115	27.137
2015-07-28 00:53:00	436930	27.034	27.033	27.066	27.181	27.255	28.148	27.982	27.959	28.024	-0.266	-0.117	-0.530	-0.487	0.345	0.504	-0.083	-0.206	-0.110	2.650	-0.268	0.895	28.349	82.102	1.983	34.862	52.620	94.450	1007.849	-0.109	27.121
2015-07-28 00:54:00	436931	27.050	27.066	27.094	27.191	27.256	28.138	27.974	27.951	28.018	-0.273	-0.123	-0.519	-0.500	0.318	0.488	-0.090	-0.187	-0.051	2.643	-0.262	0.892	28.334	82.554	0.769	34.858	52.615	94.487	1007.837	-0.153	27.145
2015-07-28 00:55:00	436932	27.003	27.017	27.051	27.156	27.230	28.124	27.955	27.935	27.999	-0.278	-0.091	-0.507	-0.467	0.321	0.488	-0.168	-0.183	-0.015	2.821	-0.266	0.913	28.321	82.398	0.540	34.854	52.597	127.241	1007.793	-0.107	27.106
2015-07-28 00:56:00	436933	26.950	26.958	27.002	27.114	27.196	28.102	27.935	27.915	27.973	-0.285	-0.115	-0.498	-0.499	0.314	0.464	-0.045	-0.193	-0.060	2.749	-0.275	0.916	28.313	82.471	0.281	34.850	52.621	138.905	1007.816	-0.154	27.053
2015-07-28 00:57:00	436934	26.922	26.933	26.974	27.085	27.163	28.080	27.918	27.897	27.945	-0.132	-0.110	-0.511	-0.488	0.326	0.476	-0.163	-0.215	-1.041	2.813	-0.259	0.957	28.302	82.500	0.566	34.848	52.690	102.002	1007.837	-0.249	27.030
2015-07-28 00:58:00	436935	26.903	26.927	26.958	27.068	27.140	28.061	27.900	27.882	27.924	-0.330	-0.117	-0.503	-0.457	0.324	0.562	0.102	-0.169	0.453	2.868	-0.255	1.016	28.288	82.660	0.432	34.845	52.689	91.066	1007.839	-0.096	27.023
2015-07-28 00:59:00	436936	26.852	26.878	26.919	27.037	27.116	28.040	27.876	27.858	27.901	-0.371	-0.110	-0.507	-0.486	0.343	0.579	-0.032	-0.208	-0.564	2.846	-0.268	0.971	28.275	82.663	0.391	34.843	52.590	115.487	1007.835	-0.103	26.982
2015-07-28 01:00:00	436937	26.847	26.889	26.918	27.026	27.097	28.024	27.864	27.840	27.885	-0.280	-0.105	-0.502	-0.491	0.309	0.567	-0.110	-0.198	-0.614	2.706	-0.259	0.950	28.263	82.936	1.368	34.841	52.666	98.852	1007.832	-0.070	26.967
2015-07-28 01:01:00	436938	26.911	26.962	26.979	27.060	27.119	28.026	27.877	27.838	27.896	-0.115	-0.077	-0.488	-0.500	0.323	0.541	-0.095	-0.159	0.176	2.854	-0.255	1.005	28.266	83.234	2.009	34.837	52.741	99.847	1007.824	-0.165	27.022
2015-07-28 01:02:00	436939	26.988	27.028	27.042	27.100	27.153	28.035	27.897	27.844	27.918	-0.312	-0.121	-0.529	-0.507	0.315	0.498	0.065	-0.181	0.057	2.559	-0.272	0.765	28.269	83.432	1.570	34.831	52.825	97.959	1007.809	-0.172	27.084
2015-07-28 01:03:00	436940	26.963	26.999	27.023	27.088	27.156	28.021	27.882	27.826	27.901	-0.298	-0.120	-0.508	-0.492	0.308	0.570	-0.137	-0.211	0.213	2.622	-0.273	0.830	28.254	83.243	0.660	34.823	52.854	113.669	1007.797	-0.189	27.079
2015-07-28 01:04:00	436941	26.973	27.005	27.027	27.093	27.152	28.029	27.897	27.825	27.901	-0.183	-0.117	-0.524	-0.489	0.300	0.525	-0.146	-0.190	0.046	2.718	-0.253	0.873	28.248	83.457	1.664	34.816	52.723	118.801	1007.798	-0.060	27.076
2015-07-28 01:05:00	436942	26.988	27.015	27.044	27.116	27.180	28.044	27.921	27.832	27.914	-0.250	-0.084	-0.497	-0.485	0.314	0.450	0.084	-0.163	-1.261	2.643	-0.255	0.854	28.265	83.487	1.502	34.806	52.881	114.153	1007.794	-0.035	27.094
2015-07-28 01:06:00	436943	27.074	27.102	27.118	27.173	27.223	28.068	27.955	27.850	27.940	-0.380	-0.105	-0.524	-0.475	0.375	0.655	0.010	-0.164	-0.549	2.443	-0.246	0.750	28.271	83.463	1.966	34.796	52.957	111.420	1007.818	-0.124	27.151
2015-07-28 01:07:00	436944	27.144	27.170	27.184	27.226	27.277	28.087	27.982	27.870	27.966	-0.215	-0.111	-0.524	-0.468	0.335	0.396	-0.133	-0.217	-0.082	2.519	-0.263	0.766	28.288	83.520	2.118	34.786	52.967	97.839	1007.804	-0.235	27.223
2015-07-28 01:08:00	436945	27.183	27.208	27.224	27.262	27.310	28.085	27.977	27.880	27.973	-0.189	-0.115	-0.509	-0.482	0.332	0.499	-0.135	-0.204	0.228	2.399	-0.250	0.743	28.274	83.767	2.163	34.776	53.318	104.696	1007.772	-0.102	27.264
2015-07-28 01:09:00	436946	27.146	27.167	27.195	27.244	27.305	28.075	27.965	27.877	27.967	-0.389	-0.114	-0.504	-0.484	0.314	0.448	0.060	-0.183	0.228	2.380	-0.253	0.752	28.254	83.814	1.173	34.765	53.122	99.021	1007.790	-0.143	27.246
2015-07-28 01:10:00	436947	27.107	27.119	27.154	27.214	27.278	28.057	27.941	27.867	27.947	-0.207	-0.103	-0.508	-0.485	0.333	0.531	-0.117	-0.160	-0.614	2.557	-0.248	0.813	28.233	83.938	1.511	34.754	53.097	125.204	1007.793	-0.260	27.206
2015-07-28 01:11:00	436948	27.069	27.074	27.114	27.182	27.253	28.040	27.922	27.859	27.927	-0.277	-0.131	-0.530	-0.500	0.293	0.596	-0.127	-0.172	0.064	2.648	-0.257	0.880	28.210	83.848	0.678	34.745	53.237	144.703	1007.787	-0.119	27.171
2015-07-28 01:12:00	436949	27.014	27.015	27.059	27.141	27.218	28.025	27.906	27.850	27.905	-0.338	-0.143	-0.537	-0.512	0.368	0.459	-0.144	-0.240	-0.451	2.598	-0.284	0.893	28.197	83.894	0.565	34.734	53.291	129.794	1007.783	-0.213	27.125
2015-07-28 01:13:00	436950	26.950	26.954	26.999	27.094	27.178	28.008	27.879	27.836	27.883	-0.274	-0.130	-0.542	-0.532	0.263	0.502	-0.069	-0.211	0.726	2.742	-0.320	0.937	28.195	83.996	0.487	34.724	53.342	86.611	1007.772	-0.145	27.065
2015-07-28 01:14:00	436951	26.888	26.902	26.948	27.053	27.137	27.985	27.846	27.811	27.853	-0.095	-0.159	-0.541	-0.517	0.330	0.542	-0.250	-0.271	-0.061	2.689	-0.309	0.815	28.186	84.095	0.690	34.716	53.287	108.943	1007.764	-0.166	27.010
2015-07-28 01:15:00	436952	26.872	26.891	26.929	27.032	27.111	27.969	27.823	27.793	27.834	-0.215	-0.059	-0.442	-0.456	0.367	0.563	-0.156	-0.143	0.116	2.785	-0.227	1.009	28.176	84.142	0.517	34.708	53.328	123.159	1007.739	-0.066	26.989
2015-07-28 01:16:00	436953	26.821	26.842	26.885	26.995	27.078	27.963	27.812	27.784	27.810	-0.178	-0.050	-0.451	-0.432	0.343	0.675	-0.078	-0.133	-0.393	2.837	-0.215	1.009	28.171	84.089	0.701	34.702	53.398	130.967	1007.754	-0.131	26.942
2015-07-28 01:17:00	436954	26.827	26.848	26.890	26.998	27.068	27.955	27.810	27.773	27.804	-0.247	-0.180	-0.552	-0.529	0.284	0.426	-0.212	-0.252	-0.198	2.665	-0.311	0.784	28.169	84.131	1.162	34.699	53.410	99.170	1007.724	-0.034	26.937
2015-07-28 01:18:00	436955	26.843	26.863	26.904	27.012	27.075	27.956	27.820	27.772	27.812	-0.209	-0.078	-0.500	-0.490	0.307	0.472	-0.039	-0.182	-0.829	2.667	-0.251	0.916	28.170	84.218	0.733	34.695	53.381	127.266	1007.726	-0.054	26.950
2015-07-28 01:19:00	436956	26.852	26.865	26.902	27.014	27.081	27.961	27.833	27.781	27.823	-0.253	-0.133	-0.541	-0.520	0.290	0.514	0.024	-0.193	-0.388	2.526	-0.293	0.893	28.175	84.145	1.728	34.691	53.335	107.404	1007.694	-0.155	26.945
2015-07-28 01:20:00	436957	26.931	26.953	26.977	27.068	27.119	27.983	27.874	27.807	27.870	-0.240	-0.121	-0.506	-0.441	0.321	0.505	-0.208	-0.199	-0.145	2.520	-0.251	0.761	28.197	84.191	1.919	34.687	53.456	99.109	1007.665	-0.187	27.004
2015-07-28 01:21:00	436958	26.954	26.972	26.996	27.076	27.136	27.975	27.868	27.805	27.871	-0.208	-0.102	-0.524	-0.480	0.297	0.578	-0.084	-0.205	0.333	2.570	-0.255	0.835	28.192	84.147	1.616	34.682	53.459	104.742	1007.647	-0.277	27.034
2015-07-28 01:22:00	436959	26.997	27.010	27.029	27.097	27.152	27.978	27.870	27.812	27.877	-0.201	-0.151	-0.542	-0.504	0.318	0.598	-0.145	-0.233	-0.157	2.500	-0.299	0.740	28.176	84.207	1.477	34.678	53.498	103.351	1007.673	-0.045	27.072
2015-07-28 01:23:00	436960	27.037	27.042	27.061	27.127	27.173	27.991	27.881	27.823	27.889	-0.201	-0.070	-0.447	-0.446	0.392	0.538	0.019	-0.135	-0.060	2.592	-0.197	0.898	28.173	84.410	1.599	34.673	53.547	112.779	1007.656	-0.138	27.107
2015-07-28 01:24:00	436961	27.087	27.090	27.110	27.168	27.208	28.000	27.882	27.831	27.900	-0.181	-0.111	-0.531	-0.498	0.321	0.502	-0.009	-0.185	-0.145	2.549	-0.270	0.834	28.170	84.503	1.197	34.667	53.548	99.546	1007.653	-0.137	27.154
2015-07-28 01:25:00	436962	27.102	27.109	27.130	27.188	27.229	27.994	27.874	27.830	27.899	-0.288	-0.122	-0.525	-0.501	0.329	0.529	-0.108	-0.211	0.432	2.437	-0.257	0.761	28.159	84.564	1.553	34.661	53.648	97.287	1007.628	-0.161	27.180
2015-07-28 01:26:00	436963	27.136	27.140	27.163	27.214	27.251	27.984	27.866	27.834	27.901	-0.189	-0.113	-0.491	-0.486	0.298	0.552	0.025	-0.175	0.360	2.537	-0.265	0.770	28.144	84.685	1.762	34.656	53.679	86.977	1007.619	-0.229	27.211
2015-07-28 01:27:00	436964	27.149	27.149	27.173	27.216	27.254	27.967	27.850	27.832	27.894	-0.391	-0.108	-0.533	-0.496	0.330	0.607	-0.006	-0.199	0.571	2.459	-0.270	0.797	28.120	84.792	1.492	34.650	53.667	98.467	1007.608	-0.110	27.222
2015-07-28 01:28:00	436965	27.169	27.165	27.181	27.220	27.252	27.962	27.848	27.838	27.890	-0.297	-0.125	-0.516	-0.485	0.303	0.619	-0.006	-0.194	-0.078	2.582	-0.255	0.817	28.101	84.934	1.885	34.643	53.723	106.970	1007.585	-0.074	27.237
2015-07-28 01:29:00	436966	27.194	27.182	27.197	27.237	27.267	27.970	27.861	27.850	27.904	-0.355	-0.106	-0.503	-0.497	0.322	0.605	0.100	-0.210	-0.732	2.492	-0.259	0.778	28.100	84.897	1.230	34.636	53.733	122.376	1007.557	-0.176	27.262
2015-07-28 01:30:00	436967	27.182	27.168	27.178	27.230	27.269	27.980	27.869	27.862	27.914	-0.113	-0.099	-0.496	-0.473	0.319	0.493	0.074	-0.183	-0.246	2.494	-0.263	0.777	28.106	84.897	0.694	34.628	53.876	113.309	1007.547	-0.106	27.257
2015-07-28 01:31:00	436968	27.147	27.124	27.139	27.202	27.249	27.971	27.852	27.855	27.894	-0.376	-0.116	-0.537	-0.499	0.325	0.525	-0.113	-0.186	0.261	2.512	-0.245	0.871	28.105	84.849	1.017	34.625	53.821	88.049	1007.509	-0.035	27.224
