Tm	Rec_ID	AvgGSi00	AvgTSi00	AvgHamb	AvgTamb
2015-06-14 02:40:00	1348806	-0.160	25.724	0.022	27.833
2015-06-14 02:41:00	1348807	-0.240	25.737	0.028	27.841
2015-06-14 02:42:00	1348808	-0.164	25.775	0.023	27.844
2015-06-14 02:43:00	1348809	-0.217	25.769	0.026	27.852
2015-06-14 02:44:00	1348810	-0.128	25.758	0.020	27.858
2015-06-14 02:45:00	1348811	-0.165	25.758	0.021	27.859
2015-06-14 02:46:00	1348812	-0.177	25.746	0.023	27.865
2015-06-14 02:47:00	1348813	-0.183	25.783	0.024	27.864
2015-06-14 02:48:00	1348814	-0.146	25.824	0.021	27.860
2015-06-14 02:49:00	1348815	-0.198	25.844	0.024	27.860
2015-06-14 02:50:00	1348816	-0.130	25.839	0.021	27.860
2015-06-14 02:51:00	1348817	-0.194	25.882	0.028	27.849
2015-06-14 02:52:00	1348818	-0.057	25.868	0.018	27.849
2015-06-14 02:53:00	1348819	-0.240	25.859	0.029	27.851
2015-06-14 02:54:00	1348820	-0.166	25.848	0.024	27.854
2015-06-14 02:55:00	1348821	-0.214	25.828	0.028	27.855
2015-06-14 02:56:00	1348822	-0.175	25.840	0.023	27.854
2015-06-14 02:57:00	1348823	-0.179	25.841	0.023	27.847
2015-06-14 02:58:00	1348824	-0.155	25.839	0.023	27.841
2015-06-14 02:59:00	1348825	-0.185	25.837	0.025	27.834
2015-06-14 03:00:00	1348826	-0.282	25.829	0.030	27.829
2015-06-14 03:01:00	1348827	-0.298	25.810	0.032	27.825
2015-06-14 03:02:00	1348828	-0.228	25.834	0.028	27.822
2015-06-14 03:03:00	1348829	-0.178	25.873	0.026	27.823
2015-06-14 03:04:00	1348830	-0.278	25.912	0.027	27.825
2015-06-14 03:05:00	1348831	-0.177	25.920	0.024	27.812
2015-06-14 03:06:00	1348832	-0.206	25.924	0.027	27.803
2015-06-14 03:07:00	1348833	-0.175	25.924	0.024	27.806
2015-06-14 03:08:00	1348834	-0.092	25.924	0.019	27.808
2015-06-14 03:09:00	1348835	-0.123	25.934	0.021	27.819
2015-06-14 03:10:00	1348836	-0.137	25.934	0.022	27.832
2015-06-14 03:11:00	1348837	-0.220	25.916	0.026	27.843
2015-06-14 03:12:00	1348838	-0.229	25.914	0.024	27.851
2015-06-14 03:13:00	1348839	-0.053	25.908	0.019	27.855
2015-06-14 03:14:00	1348840	-0.181	25.916	0.027	27.862
2015-06-14 03:15:00	1348841	-0.202	25.908	0.022	27.864
2015-06-14 03:16:00	1348842	-0.147	25.910	0.020	27.860
2015-06-14 03:17:00	1348843	-0.067	25.896	0.018	27.851
2015-06-14 03:18:00	1348844	-0.164	25.903	0.023	27.831
2015-06-14 03:19:00	1348845	-0.197	25.894	0.026	27.820
2015-06-14 03:20:00	1348846	-0.036	25.890	0.016	27.813
2015-06-14 03:21:00	1348847	-0.164	25.892	0.023	27.804
2015-06-14 03:22:00	1348848	-0.191	25.876	0.024	27.800
2015-06-14 03:23:00	1348849	-0.165	25.862	0.024	27.792
2015-06-14 03:24:00	1348850	-0.128	25.848	0.022	27.788
2015-06-14 03:25:00	1348851	-0.164	25.867	0.024	27.772
2015-06-14 03:26:00	1348852	-0.270	25.880	0.028	27.777
2015-06-14 03:27:00	1348853	-0.207	25.905	0.024	27.783
2015-06-14 03:28:00	1348854	-0.154	25.899	0.023	27.801
2015-06-14 03:29:00	1348855	-0.185	25.905	0.026	27.813
2015-06-14 03:30:00	1348856	-0.176	25.890	0.023	27.823
2015-06-14 03:31:00	1348857	-0.234	25.899	0.029	27.822
2015-06-14 03:32:00	1348858	-0.174	25.885	0.022	27.832
2015-06-14 03:33:00	1348859	-0.190	25.842	0.023	27.847
2015-06-14 03:34:00	1348860	-0.133	25.813	0.020	27.853
2015-06-14 03:35:00	1348861	-0.153	25.760	0.023	27.858
2015-06-14 03:36:00	1348862	-0.182	25.725	0.025	27.861
2015-06-14 03:37:00	1348863	-0.135	25.687	0.019	27.863
2015-06-14 03:38:00	1348864	-0.184	25.672	0.024	27.859
2015-06-14 03:39:00	1348865	-0.168	25.655	0.025	27.854
2015-06-14 03:40:00	1348866	-0.176	25.639	0.023	27.851
2015-06-14 03:41:00	1348867	-0.163	25.608	0.022	27.845
2015-06-14 03:42:00	1348868	-0.180	25.592	0.025	27.840
2015-06-14 03:43:00	1348869	-0.189	25.618	0.027	27.832
2015-06-14 03:44:00	1348870	-0.176	25.668	0.025	27.822
2015-06-14 03:45:00	1348871	-0.215	25.694	0.026	27.822
2015-06-14 03:46:00	1348872	-0.177	25.685	0.024	27.814
2015-06-14 03:47:00	1348873	-0.137	25.687	0.023	27.810
2015-06-14 03:48:00	1348874	-0.099	25.702	0.021	27.809
2015-06-14 03:49:00	1348875	-0.131	25.715	0.020	27.805
2015-06-14 03:50:00	1348876	-0.179	25.663	0.023	27.807
2015-06-14 03:51:00	1348877	-0.190	25.661	0.023	27.803
2015-06-14 03:52:00	1348878	-0.085	25.660	0.021	27.797
2015-06-14 03:53:00	1348879	-0.236	25.633	0.027	27.791
2015-06-14 03:54:00	1348880	-0.157	25.597	0.021	27.781
2015-06-14 03:55:00	1348881	-0.268	25.570	0.026	27.773
2015-06-14 03:56:00	1348882	-0.192	25.566	0.022	27.769
2015-06-14 03:57:00	1348883	-0.157	25.572	0.022	27.766
2015-06-14 03:58:00	1348884	-0.070	25.527	0.017	27.767
2015-06-14 03:59:00	1348885	-0.108	25.479	0.018	27.760
2015-06-14 04:00:00	1348886	-0.264	25.462	0.030	27.747
2015-06-14 04:01:00	1348887	-0.210	25.425	0.026	27.734
2015-06-14 04:02:00	1348888	-0.195	25.407	0.025	27.715
2015-06-14 04:03:00	1348889	-0.145	25.375	0.023	27.700
2015-06-14 04:04:00	1348890	-0.189	25.325	0.023	27.688
2015-06-14 04:05:00	1348891	-0.063	25.279	0.018	27.678
2015-06-14 04:06:00	1348892	-0.183	25.256	0.024	27.670
2015-06-14 04:07:00	1348893	-0.280	25.233	0.027	27.655
2015-06-14 04:08:00	1348894	-0.237	25.245	0.027	27.635
2015-06-14 04:09:00	1348895	-0.153	25.237	0.022	27.626
2015-06-14 04:10:00	1348896	-0.188	25.211	0.024	27.614
2015-06-14 04:11:00	1348897	-0.171	25.187	0.025	27.595
2015-06-14 04:12:00	1348898	-0.178	25.165	0.023	27.581
2015-06-14 04:13:00	1348899	-0.164	25.138	0.022	27.570
2015-06-14 04:14:00	1348900	-0.173	25.115	0.023	27.561
2015-06-14 04:15:00	1348901	-0.232	25.103	0.027	27.553
2015-06-14 04:16:00	1348902	-0.071	25.091	0.018	27.547
2015-06-14 04:17:00	1348903	-0.200	25.075	0.024	27.540
2015-06-14 04:18:00	1348904	-0.248	25.082	0.029	27.531
2015-06-14 04:19:00	1348905	-0.139	25.130	0.021	27.528
2015-06-14 04:20:00	1348906	-0.134	25.141	0.020	27.520
2015-06-14 04:21:00	1348907	-0.171	25.140	0.023	27.515
2015-06-14 04:22:00	1348908	-0.076	25.175	0.019	27.515
2015-06-14 04:23:00	1348909	-0.174	25.237	0.023	27.506
2015-06-14 04:24:00	1348910	-0.202	25.253	0.022	27.520
2015-06-14 04:25:00	1348911	-0.231	25.282	0.025	27.505
2015-06-14 04:26:00	1348912	-0.207	25.291	0.025	27.511
2015-06-14 04:27:00	1348913	-0.243	25.270	0.025	27.512
2015-06-14 04:28:00	1348914	-0.159	25.256	0.023	27.500
2015-06-14 04:29:00	1348915	-0.171	25.208	0.021	27.503
2015-06-14 04:30:00	1348916	-0.164	25.200	0.023	27.493
2015-06-14 04:31:00	1348917	-0.156	25.181	0.022	27.491
2015-06-14 04:32:00	1348918	-0.230	25.186	0.025	27.497
2015-06-14 04:33:00	1348919	-0.230	25.212	0.024	27.509
2015-06-14 04:34:00	1348920	-0.226	25.224	0.025	27.491
2015-06-14 04:35:00	1348921	-0.192	25.191	0.028	27.499
2015-06-14 04:36:00	1348922	-0.160	25.167	0.019	27.502
2015-06-14 04:37:00	1348923	-0.163	25.143	0.024	27.490
2015-06-14 04:38:00	1348924	-0.193	25.158	0.025	27.484
2015-06-14 04:39:00	1348925	-0.123	25.170	0.021	27.495
2015-06-14 04:40:00	1348926	-0.213	25.203	0.026	27.496
2015-06-14 04:41:00	1348927	-0.125	25.238	0.021	27.501
2015-06-14 04:42:00	1348928	-0.183	25.264	0.023	27.524
2015-06-14 04:43:00	1348929	-0.176	25.275	0.024	27.528
2015-06-14 04:44:00	1348930	-0.174	25.293	0.024	27.529
2015-06-14 04:45:00	1348931	-0.192	25.331	0.025	27.540
2015-06-14 04:46:00	1348932	-0.166	25.360	0.023	27.552
2015-06-14 04:47:00	1348933	-0.182	25.397	0.023	27.570
2015-06-14 04:48:00	1348934	-0.175	25.433	0.024	27.578
2015-06-14 04:49:00	1348935	-0.175	25.438	0.023	27.603
2015-06-14 04:50:00	1348936	-0.164	25.464	0.023	27.611
2015-06-14 04:51:00	1348937	-0.193	25.459	0.025	27.624
2015-06-14 04:52:00	1348938	-0.175	25.476	0.023	27.630
2015-06-14 04:53:00	1348939	-0.183	25.511	0.025	27.633
2015-06-14 04:54:00	1348940	-0.161	25.536	0.024	27.628
2015-06-14 04:55:00	1348941	-0.166	25.582	0.024	27.628
2015-06-14 04:56:00	1348942	-0.173	25.641	0.024	27.639
2015-06-14 04:57:00	1348943	-0.171	25.654	0.024	27.647
2015-06-14 04:58:00	1348944	-0.168	25.645	0.024	27.650
2015-06-14 04:59:00	1348945	-0.180	25.627	0.023	27.651
2015-06-14 05:00:00	1348946	-0.165	25.602	0.023	27.642
2015-06-14 05:01:00	1348947	-0.182	25.594	0.024	27.637
2015-06-14 05:02:00	1348948	-0.193	25.603	0.024	27.635
2015-06-14 05:03:00	1348949	-0.160	25.618	0.024	27.638
2015-06-14 05:04:00	1348950	-0.214	25.613	0.025	27.641
2015-06-14 05:05:00	1348951	-0.144	25.606	0.022	27.639
2015-06-14 05:06:00	1348952	-0.196	25.623	0.025	27.639
2015-06-14 05:07:00	1348953	-0.212	25.668	0.025	27.642
2015-06-14 05:08:00	1348954	-0.228	25.707	0.026	27.649
2015-06-14 05:09:00	1348955	-0.162	25.725	0.022	27.654
2015-06-14 05:10:00	1348956	-0.249	25.744	0.027	27.657
2015-06-14 05:11:00	1348957	-0.117	25.729	0.021	27.658
2015-06-14 05:12:00	1348958	-0.204	25.687	0.024	27.658
2015-06-14 05:13:00	1348959	-0.166	25.654	0.022	27.655
2015-06-14 05:14:00	1348960	-0.235	25.590	0.027	27.651
2015-06-14 05:15:00	1348961	-0.256	25.529	0.028	27.649
2015-06-14 05:16:00	1348962	-0.163	25.470	0.023	27.646
2015-06-14 05:17:00	1348963	-0.178	25.383	0.024	27.643
2015-06-14 05:18:00	1348964	-0.197	25.321	0.024	27.636
2015-06-14 05:19:00	1348965	-0.164	25.275	0.023	27.625
2015-06-14 05:20:00	1348966	-0.173	25.212	0.024	27.614
2015-06-14 05:21:00	1348967	-0.160	25.150	0.024	27.610
2015-06-14 05:22:00	1348968	-0.163	25.098	0.023	27.604
2015-06-14 05:23:00	1348969	-0.180	25.041	0.026	27.598
2015-06-14 05:24:00	1348970	-0.139	24.980	0.020	27.591
2015-06-14 05:25:00	1348971	-0.179	24.934	0.023	27.584
2015-06-14 05:26:00	1348972	-0.224	24.889	0.027	27.578
2015-06-14 05:27:00	1348973	-0.164	24.856	0.022	27.570
2015-06-14 05:28:00	1348974	-0.192	24.825	0.024	27.565
2015-06-14 05:29:00	1348975	-0.172	24.794	0.023	27.554
2015-06-14 05:30:00	1348976	-0.173	24.780	0.025	27.547
2015-06-14 05:31:00	1348977	-0.198	24.782	0.024	27.545
2015-06-14 05:32:00	1348978	-0.199	24.785	0.025	27.544
2015-06-14 05:33:00	1348979	-0.151	24.782	0.022	27.541
2015-06-14 05:34:00	1348980	-0.188	24.780	0.024	27.536
2015-06-14 05:35:00	1348981	-0.171	24.773	0.024	27.533
2015-06-14 05:36:00	1348982	-0.166	24.767	0.023	27.529
2015-06-14 05:37:00	1348983	-0.184	24.779	0.024	27.522
2015-06-14 05:38:00	1348984	-0.178	24.803	0.022	27.519
2015-06-14 05:39:00	1348985	-0.198	24.807	0.026	27.515
2015-06-14 05:40:00	1348986	-0.133	24.825	0.021	27.495
2015-06-14 05:41:00	1348987	-0.157	24.855	0.023	27.497
2015-06-14 05:42:00	1348988	-0.172	24.864	0.024	27.492
2015-06-14 05:43:00	1348989	-0.178	24.871	0.024	27.478
2015-06-14 05:44:00	1348990	-0.165	24.877	0.024	27.466
2015-06-14 05:45:00	1348991	-0.158	24.914	0.024	27.461
2015-06-14 05:46:00	1348992	-0.186	24.913	0.024	27.451
2015-06-14 05:47:00	1348993	-0.179	24.877	0.024	27.444
2015-06-14 05:48:00	1348994	-0.150	24.854	0.022	27.434
2015-06-14 05:49:00	1348995	-0.175	24.850	0.024	27.428
2015-06-14 05:50:00	1348996	-0.173	24.824	0.023	27.420
2015-06-14 05:51:00	1348997	-0.202	24.820	0.024	27.404
2015-06-14 05:52:00	1348998	-0.182	24.793	0.025	27.395
2015-06-14 05:53:00	1348999	-0.120	24.810	0.022	27.374
2015-06-14 05:54:00	1349000	-0.169	24.809	0.024	27.359
2015-06-14 05:55:00	1349001	-0.211	24.774	0.025	27.351
2015-06-14 05:56:00	1349002	-0.186	24.754	0.024	27.343
2015-06-14 05:57:00	1349003	-0.183	24.791	0.024	27.331
2015-06-14 05:58:00	1349004	-0.185	24.771	0.023	27.320
2015-06-14 05:59:00	1349005	-0.196	24.752	0.022	27.317
2015-06-14 06:00:00	1349006	-0.160	24.740	0.025	27.313
2015-06-14 06:01:00	1349007	-0.175	24.749	0.024	27.305
2015-06-14 06:02:00	1349008	-0.164	24.763	0.024	27.294
2015-06-14 06:03:00	1349009	-0.182	24.793	0.024	27.268
2015-06-14 06:04:00	1349010	-0.178	24.806	0.024	27.242
2015-06-14 06:05:00	1349011	-0.160	24.792	0.024	27.212
2015-06-14 06:06:00	1349012	-0.172	24.813	0.024	27.156
2015-06-14 06:07:00	1349013	-0.175	24.818	0.024	27.115
2015-06-14 06:08:00	1349014	-0.175	24.804	0.025	27.095
2015-06-14 06:09:00	1349015	-0.178	24.770	0.024	27.083
2015-06-14 06:10:00	1349016	-0.157	24.763	0.024	27.063
2015-06-14 06:11:00	1349017	-0.189	24.735	0.024	27.040
2015-06-14 06:12:00	1349018	-0.176	24.747	0.023	27.019
2015-06-14 06:13:00	1349019	-0.168	24.748	0.023	26.996
2015-06-14 06:14:00	1349020	-0.173	24.781	0.024	26.980
2015-06-14 06:15:00	1349021	-0.173	24.803	0.024	26.965
2015-06-14 06:16:00	1349022	-0.170	24.807	0.024	26.953
2015-06-14 06:17:00	1349023	-0.188	24.799	0.025	26.948
2015-06-14 06:18:00	1349024	-0.158	24.775	0.024	26.949
2015-06-14 06:19:00	1349025	-0.187	24.770	0.024	26.948
2015-06-14 06:20:00	1349026	-0.175	24.765	0.024	26.944
2015-06-14 06:21:00	1349027	-0.158	24.778	0.024	26.939
2015-06-14 06:22:00	1349028	-0.212	24.788	0.027	26.933
2015-06-14 06:23:00	1349029	-0.152	24.766	0.022	26.925
2015-06-14 06:24:00	1349030	-6.624	20.217	0.030	26.898
2015-06-14 06:25:00	1349031	-0.141	24.735	0.023	26.929
2015-06-14 06:26:00	1349032	-0.200	24.758	0.029	26.915
2015-06-14 06:27:00	1349033	-0.157	24.760	0.025	26.919
2015-06-14 06:28:00	1349034	-0.130	24.713	0.021	26.924
2015-06-14 06:29:00	1349035	-0.234	24.688	0.027	26.917
2015-06-14 06:30:00	1349036	-0.238	24.648	0.031	26.912
2015-06-14 06:31:00	1349037	-0.098	24.637	0.022	26.918
2015-06-14 06:32:00	1349038	-0.242	24.637	0.029	26.930
2015-06-14 06:33:00	1349039	-0.159	24.638	0.024	26.936
2015-06-14 06:34:00	1349040	-0.164	24.644	0.023	26.940
2015-06-14 06:35:00	1349041	-0.218	24.690	0.026	26.937
2015-06-14 06:36:00	1349042	-0.088	24.720	0.017	26.945
2015-06-14 06:37:00	1349043	-0.150	24.764	0.022	26.943
2015-06-14 06:38:00	1349044	-0.164	24.784	0.026	26.950
2015-06-14 06:39:00	1349045	-0.166	24.858	0.023	26.954
2015-06-14 06:40:00	1349046	-0.149	24.935	0.022	26.952
2015-06-14 06:41:00	1349047	-0.142	25.028	0.024	26.935
2015-06-14 06:42:00	1349048	-0.119	25.076	0.025	26.929
2015-06-14 06:43:00	1349049	-0.133	25.115	0.024	26.928
2015-06-14 06:44:00	1349050	-0.117	25.157	0.023	26.925
2015-06-14 06:45:00	1349051	-0.085	25.197	0.023	26.921
2015-06-14 06:46:00	1349052	-0.056	25.224	0.025	26.917
2015-06-14 06:47:00	1349053	-0.005	25.259	0.024	26.908
2015-06-14 06:48:00	1349054	0.031	25.283	0.024	26.909
