Tm	Rec_ID	AvgTamb	AvgHamb	AvgGSi00	AvgTSi00	AvgSPN1_G	AvgSPN1_D	AvgWind_S	AvgWind_D	AvgAir_P	AvgTmod
2015-06-13 03:58:00	155185	25.831	95.316	-0.447	24.245	3.967	3.752	0.607	275.461	1003.052	24.289
2015-06-13 03:59:00	155186	25.821	95.118	-0.431	24.220	3.994	3.666	0.649	266.602	1003.062	24.269
2015-06-13 04:00:00	155187	25.803	95.115	-0.505	24.188	3.913	3.810	0.896	266.317	1003.031	24.245
2015-06-13 04:01:00	155188	25.783	95.209	-0.459	24.181	4.122	3.789	0.919	268.881	1003.026	24.229
2015-06-13 04:02:00	155189	25.766	95.325	-0.411	24.177	4.289	3.772	0.346	268.641	1003.065	24.211
2015-06-13 04:03:00	155190	25.767	95.710	-0.347	24.180	4.216	3.838	0.458	289.447	1003.075	24.210
2015-06-13 04:04:00	155191	25.787	95.708	-0.485	24.224	3.709	3.662	0.381	277.652	1003.039	24.250
2015-06-13 04:05:00	155192	25.813	95.864	-0.329	24.259	3.431	3.491	0.447	217.435	1002.990	24.290
2015-06-13 04:06:00	155193	25.870	95.840	-0.418	24.310	3.281	3.251	0.576	273.346	1003.005	24.361
2015-06-13 04:07:00	155194	25.922	95.539	-0.176	24.368	3.227	3.212	0.705	222.273	1003.015	24.412
2015-06-13 04:08:00	155195	25.959	95.198	-0.576	24.410	3.161	3.271	0.595	195.090	1002.947	24.442
2015-06-13 04:09:00	155196	25.963	94.892	-0.470	24.410	3.307	3.349	0.479	228.388	1002.964	24.467
2015-06-13 04:10:00	155197	25.988	94.916	-0.407	24.436	3.426	3.339	0.688	245.693	1002.971	24.499
2015-06-13 04:11:00	155198	25.997	94.874	-0.458	24.441	3.170	3.304	0.700	283.974	1002.971	24.510
2015-06-13 04:12:00	155199	26.021	95.004	-0.361	24.468	3.181	3.289	0.431	225.467	1002.969	24.533
2015-06-13 04:13:00	155200	26.028	94.666	-0.465	24.473	3.375	3.292	0.491	210.358	1002.909	24.540
2015-06-13 04:14:00	155201	26.029	94.697	-0.317	24.473	3.291	3.455	0.917	255.119	1002.951	24.537
2015-06-13 04:15:00	155202	26.026	94.895	-0.231	24.497	3.386	3.431	1.052	263.782	1002.931	24.545
2015-06-13 04:16:00	155203	26.036	95.108	-0.344	24.543	3.484	3.427	0.267	189.144	1002.887	24.583
2015-06-13 04:17:00	155204	26.038	94.974	-0.079	24.557	3.415	3.436	0.817	276.111	1002.974	24.605
2015-06-13 04:18:00	155205	26.033	94.977	-0.277	24.558	3.471	3.309	0.334	229.114	1002.946	24.603
2015-06-13 04:19:00	155206	26.030	94.943	-0.281	24.557	3.344	3.474	0.614	235.782	1002.910	24.604
2015-06-13 04:20:00	155207	26.021	94.951	-0.576	24.553	3.548	3.375	0.368	224.600	1002.934	24.609
2015-06-13 04:21:00	155208	26.035	95.242	-0.287	24.576	3.470	3.396	0.636	279.705	1002.885	24.626
2015-06-13 04:22:00	155209	26.044	95.160	-0.464	24.598	3.573	3.483	0.216	193.941	1002.896	24.649
2015-06-13 04:23:00	155210	26.044	95.002	-0.157	24.591	3.394	3.452	0.351	239.588	1002.891	24.655
2015-06-13 04:24:00	155211	26.053	95.232	-0.360	24.601	3.648	3.416	0.595	269.896	1002.918	24.650
2015-06-13 04:25:00	155212	26.055	95.052	-0.388	24.612	3.640	3.424	0.419	285.995	1002.942	24.648
2015-06-13 04:26:00	155213	26.048	95.003	-0.236	24.610	3.621	3.368	0.382	248.646	1002.920	24.627
2015-06-13 04:27:00	155214	26.034	94.931	-0.380	24.590	3.886	3.638	0.383	277.277	1002.922	24.604
2015-06-13 04:28:00	155215	26.016	95.044	-0.338	24.569	4.106	3.772	0.489	268.064	1002.903	24.586
2015-06-13 04:29:00	155216	25.997	95.125	-0.408	24.549	4.157	3.734	0.385	271.523	1002.884	24.562
2015-06-13 04:30:00	155217	25.978	95.237	-0.333	24.529	4.287	3.799	0.246	274.235	1002.916	24.537
2015-06-13 04:31:00	155218	25.955	95.168	-0.438	24.505	4.539	3.989	0.078	276.799	1002.859	24.516
2015-06-13 04:32:00	155219	25.927	95.356	-0.465	24.486	4.328	4.014	0.400	271.158	1002.917	24.499
2015-06-13 04:33:00	155220	25.911	95.532	-0.346	24.472	4.332	3.940	0.445	248.344	1002.882	24.483
2015-06-13 04:34:00	155221	25.920	96.132	-0.389	24.516	4.002	3.844	0.535	232.269	1002.867	24.514
2015-06-13 04:35:00	155222	25.937	96.116	-0.351	24.558	3.869	3.664	0.712	282.732	1002.884	24.561
2015-06-13 04:36:00	155223	25.972	96.293	-0.530	24.626	3.581	3.493	0.681	276.373	1002.859	24.616
2015-06-13 04:37:00	155224	25.978	95.804	-0.391	24.633	3.247	3.429	0.636	264.635	1002.862	24.629
2015-06-13 04:38:00	155225	25.977	95.843	-0.240	24.628	3.526	3.456	0.728	262.559	1002.852	24.640
2015-06-13 04:39:00	155226	25.966	95.749	-0.383	24.620	3.422	3.363	0.708	282.711	1002.860	24.641
2015-06-13 04:40:00	155227	25.968	95.906	-0.445	24.617	3.677	3.617	0.562	285.463	1002.876	24.640
2015-06-13 04:41:00	155228	25.975	95.935	-0.358	24.633	3.657	3.634	0.707	274.248	1002.882	24.647
2015-06-13 04:42:00	155229	25.978	95.868	-0.373	24.645	3.813	3.586	0.994	272.728	1002.889	24.652
2015-06-13 04:43:00	155230	25.957	95.610	-0.467	24.631	3.896	3.537	1.493	276.363	1002.889	24.643
2015-06-13 04:44:00	155231	25.959	96.233	-0.493	24.654	3.599	3.687	0.705	264.706	1002.861	24.667
2015-06-13 04:45:00	155232	25.983	96.055	-0.270	24.673	3.685	3.549	0.766	277.321	1002.828	24.692
2015-06-13 04:46:00	155233	25.963	95.588	-0.457	24.648	4.010	3.612	0.994	269.806	1002.890	24.674
2015-06-13 04:47:00	155234	25.944	95.817	-0.236	24.638	3.947	3.580	1.015	275.563	1002.894	24.669
2015-06-13 04:48:00	155235	25.919	95.642	-0.162	24.619	3.875	3.780	1.158	277.920	1002.880	24.656
2015-06-13 04:49:00	155236	25.888	95.669	-0.314	24.597	4.174	3.691	1.099	273.965	1002.880	24.639
2015-06-13 04:50:00	155237	25.875	96.046	-0.178	24.586	4.249	3.967	0.509	273.337	1002.862	24.625
2015-06-13 04:51:00	155238	25.868	96.045	-0.677	24.573	4.042	3.843	0.814	271.911	1002.845	24.612
2015-06-13 04:52:00	155239	25.850	96.052	-0.131	24.568	4.212	3.816	1.122	274.663	1002.813	24.601
2015-06-13 04:53:00	155240	25.842	96.391	-0.531	24.578	4.224	3.878	0.280	243.900	1002.815	24.606
2015-06-13 04:54:00	155241	25.846	96.351	-0.373	24.576	4.133	3.817	0.409	272.409	1002.828	24.602
2015-06-13 04:55:00	155242	25.842	96.455	-0.201	24.576	4.254	3.939	0.497	269.310	1002.817	24.595
2015-06-13 04:56:00	155243	25.851	96.717	-0.356	24.594	4.094	3.627	0.608	267.290	1002.816	24.613
2015-06-13 04:57:00	155244	25.875	96.754	-0.354	24.634	3.814	3.477	0.512	270.239	1002.790	24.652
2015-06-13 04:58:00	155245	25.890	96.764	-0.429	24.648	3.761	3.576	0.422	252.041	1002.771	24.671
2015-06-13 04:59:00	155246	25.910	96.726	-0.350	24.669	3.537	3.456	0.644	279.091	1002.772	24.702
2015-06-13 05:00:00	155247	25.916	96.515	-0.305	24.682	3.647	3.346	0.635	280.049	1002.769	24.709
2015-06-13 05:01:00	155248	25.907	96.391	-0.301	24.688	3.498	3.417	0.779	275.856	1002.804	24.712
2015-06-13 05:02:00	155249	25.899	96.218	-0.311	24.680	3.564	3.582	0.845	272.121	1002.823	24.702
2015-06-13 05:03:00	155250	25.904	96.554	-0.370	24.683	3.672	3.529	0.810	279.928	1002.831	24.704
2015-06-13 05:04:00	155251	25.925	96.533	-0.477	24.705	3.622	3.446	0.709	258.772	1002.820	24.711
2015-06-13 05:05:00	155252	25.932	96.615	-0.519	24.706	3.706	3.616	0.755	239.549	1002.815	24.711
2015-06-13 05:06:00	155253	25.950	96.479	-0.184	24.725	3.640	3.476	0.692	272.594	1002.859	24.726
2015-06-13 05:07:00	155254	25.928	96.044	-0.411	24.695	3.867	3.611	1.104	276.642	1002.836	24.702
2015-06-13 05:08:00	155255	25.908	96.477	-0.350	24.688	4.082	3.625	0.968	272.158	1002.810	24.698
2015-06-13 05:09:00	155256	25.910	96.333	-0.068	24.694	4.032	3.677	0.676	279.694	1002.829	24.697
2015-06-13 05:10:00	155257	25.906	96.490	-0.362	24.686	3.933	3.588	0.426	283.116	1002.823	24.700
2015-06-13 05:11:00	155258	25.918	96.594	-0.489	24.684	3.843	3.681	0.300	265.000	1002.807	24.702
2015-06-13 05:12:00	155259	25.918	96.442	-0.542	24.668	4.243	3.639	0.113	212.028	1002.774	24.696
2015-06-13 05:13:00	155260	25.917	96.428	-0.143	24.656	4.102	3.852	0.318	254.831	1002.757	24.694
2015-06-13 05:14:00	155261	25.915	96.327	-0.300	24.638	4.020	3.799	0.148	275.932	1002.765	24.686
2015-06-13 05:15:00	155262	25.902	96.231	-0.363	24.622	3.976	3.591	0.100	250.268	1002.763	24.681
2015-06-13 05:16:00	155263	25.899	96.253	-0.339	24.610	3.947	3.639	0.231	271.658	1002.817	24.671
2015-06-13 05:17:00	155264	25.883	96.119	-0.499	24.576	4.062	3.688	0.378	279.150	1002.771	24.640
2015-06-13 05:18:00	155265	25.878	96.280	-0.439	24.557	4.147	3.888	0.291	260.687	1002.822	24.624
2015-06-13 05:19:00	155266	25.874	96.327	-0.458	24.561	4.025	3.781	0.109	282.018	1002.812	24.612
2015-06-13 05:20:00	155267	25.880	96.247	-0.383	24.552	4.011	3.569	0.359	275.038	1002.824	24.599
2015-06-13 05:21:00	155268	25.863	96.090	-0.385	24.531	4.192	3.820	0.128	273.819	1002.798	24.577
2015-06-13 05:22:00	155269	25.853	96.215	-0.290	24.515	4.133	3.780	0.401	272.807	1002.788	24.557
2015-06-13 05:23:00	155270	25.839	96.165	-0.155	24.502	4.067	3.660	0.459	265.874	1002.800	24.541
2015-06-13 05:24:00	155271	25.829	96.359	-0.334	24.497	4.258	3.881	0.210	284.262	1002.815	24.537
2015-06-13 05:25:00	155272	25.827	96.461	-0.281	24.505	4.192	3.889	0.040	285.296	1002.784	24.530
2015-06-13 05:26:00	155273	25.824	96.465	-0.152	24.503	4.267	3.739	-0.100	285.881	1002.783	24.520
2015-06-13 05:27:00	155274	25.816	96.433	-0.555	24.484	4.057	3.889	-0.099	272.066	1002.794	24.507
2015-06-13 05:28:00	155275	25.804	96.443	-0.386	24.451	4.385	3.863	-0.080	236.878	1002.807	24.487
2015-06-13 05:29:00	155276	25.794	96.489	-0.317	24.427	4.163	3.923	0.053	261.347	1002.836	24.464
2015-06-13 05:30:00	155277	25.785	96.545	-0.303	24.405	4.397	3.875	-0.004	269.478	1002.830	24.439
2015-06-13 05:31:00	155278	25.788	96.855	-0.369	24.412	4.252	4.026	0.206	299.681	1002.818	24.448
2015-06-13 05:32:00	155279	25.798	96.788	-0.371	24.427	4.123	3.727	0.324	283.613	1002.851	24.465
2015-06-13 05:33:00	155280	25.790	96.669	-0.394	24.421	4.166	3.680	0.469	283.943	1002.826	24.469
2015-06-13 05:34:00	155281	25.781	96.655	-0.224	24.427	4.064	3.711	0.496	263.666	1002.796	24.474
2015-06-13 05:35:00	155282	25.777	96.697	-0.302	24.408	4.016	3.750	-0.040	263.417	1002.778	24.464
2015-06-13 05:36:00	155283	25.770	96.724	-0.315	24.379	4.375	3.885	0.169	269.241	1002.782	24.438
2015-06-13 05:37:00	155284	25.770	97.050	-0.487	24.384	4.316	3.913	0.417	266.962	1002.754	24.436
2015-06-13 05:38:00	155285	25.785	97.063	-0.189	24.424	3.953	3.636	0.187	207.466	1002.733	24.477
2015-06-13 05:39:00	155286	25.784	96.870	-0.426	24.445	3.721	3.509	0.625	266.526	1002.794	24.503
2015-06-13 05:40:00	155287	25.778	96.707	-0.222	24.447	3.898	3.537	1.094	268.698	1002.813	24.500
2015-06-13 05:41:00	155288	25.770	96.682	-0.096	24.447	3.699	3.611	0.826	262.984	1002.863	24.498
2015-06-13 05:42:00	155289	25.769	96.786	-0.432	24.451	4.109	3.581	0.909	277.050	1002.837	24.504
2015-06-13 05:43:00	155290	25.765	96.707	-0.357	24.462	3.989	3.791	0.493	282.498	1002.837	24.511
2015-06-13 05:44:00	155291	25.769	96.865	-0.385	24.468	4.038	3.668	0.495	288.082	1002.830	24.513
2015-06-13 05:45:00	155292	25.777	96.902	-0.444	24.476	3.851	3.691	0.428	278.876	1002.837	24.514
2015-06-13 05:46:00	155293	25.781	96.783	-0.414	24.471	3.839	3.684	0.341	262.765	1002.857	24.520
2015-06-13 05:47:00	155294	25.769	96.654	-0.423	24.451	3.867	3.596	0.796	265.363	1002.865	24.506
2015-06-13 05:48:00	155295	25.758	96.825	-0.466	24.449	4.260	3.795	0.670	278.246	1002.905	24.496
2015-06-13 05:49:00	155296	25.754	96.781	-0.353	24.447	3.871	3.754	0.546	281.145	1002.934	24.491
2015-06-13 05:50:00	155297	25.746	96.938	-0.272	24.437	3.953	3.736	0.376	287.368	1002.889	24.479
2015-06-13 05:51:00	155298	25.751	97.192	-0.495	24.434	3.956	3.764	0.033	273.585	1002.902	24.476
2015-06-13 05:52:00	155299	25.759	97.145	-0.282	24.431	3.890	3.521	0.195	258.981	1002.882	24.492
2015-06-13 05:53:00	155300	25.760	97.021	-0.370	24.433	3.680	3.572	0.388	263.906	1002.924	24.499
2015-06-13 05:54:00	155301	25.765	97.186	-0.360	24.442	3.936	3.593	0.633	286.814	1002.913	24.511
2015-06-13 05:55:00	155302	25.784	97.153	-0.145	24.479	3.756	3.528	0.613	254.135	1002.954	24.545
2015-06-13 05:56:00	155303	25.788	96.953	-0.420	24.490	3.662	3.646	0.239	206.807	1002.899	24.557
2015-06-13 05:57:00	155304	25.813	97.258	-0.338	24.525	3.478	3.365	0.535	269.672	1002.938	24.589
2015-06-13 05:58:00	155305	25.845	97.070	-0.463	24.564	3.464	3.283	0.643	275.884	1002.953	24.624
2015-06-13 05:59:00	155306	25.854	96.682	-0.286	24.583	3.268	3.392	0.928	264.222	1002.964	24.635
2015-06-13 06:00:00	155307	25.836	96.425	-0.423	24.568	3.427	3.392	0.935	272.768	1002.970	24.622
2015-06-13 06:01:00	155308	25.824	96.589	-0.403	24.549	3.681	3.511	0.506	286.036	1002.936	24.610
2015-06-13 06:02:00	155309	25.832	96.747	-0.545	24.551	3.553	3.539	0.467	218.635	1002.931	24.616
2015-06-13 06:03:00	155310	25.842	96.661	-0.398	24.571	3.676	3.402	0.268	221.303	1002.864	24.639
2015-06-13 06:04:00	155311	25.855	96.642	-0.450	24.584	3.629	3.327	0.800	281.032	1002.954	24.644
2015-06-13 06:05:00	155312	25.851	96.146	-0.466	24.584	3.719	3.405	0.912	248.003	1002.937	24.642
2015-06-13 06:06:00	155313	25.834	96.073	-0.272	24.561	3.711	3.543	1.334	276.885	1002.913	24.622
2015-06-13 06:07:00	155314	25.833	96.415	-0.312	24.574	3.756	3.408	0.485	241.553	1002.859	24.631
2015-06-13 06:08:00	155315	25.854	96.334	-0.359	24.582	3.618	3.360	0.142	261.026	1002.839	24.638
2015-06-13 06:09:00	155316	25.849	95.993	-0.309	24.555	3.795	3.580	0.273	258.943	1002.892	24.608
2015-06-13 06:10:00	155317	25.834	95.805	-0.177	24.533	3.841	3.596	0.652	273.093	1002.945	24.583
2015-06-13 06:11:00	155318	25.812	95.649	-0.199	24.503	3.830	3.807	1.006	272.784	1002.927	24.550
2015-06-13 06:12:00	155319	25.790	95.625	-0.473	24.486	4.313	3.932	0.980	278.686	1002.927	24.517
2015-06-13 06:13:00	155320	25.769	95.564	-0.255	24.469	4.218	3.877	0.530	247.356	1002.958	24.499
2015-06-13 06:14:00	155321	25.761	95.574	-0.377	24.456	4.266	3.855	0.080	205.406	1002.880	24.478
2015-06-13 06:15:00	155322	25.761	95.530	-0.337	24.453	4.206	3.802	0.705	276.352	1002.932	24.462
2015-06-13 06:16:00	155323	25.746	95.253	-0.268	24.439	4.147	3.640	0.846	272.491	1002.982	24.444
2015-06-13 06:17:00	155324	25.727	95.222	-0.497	24.419	4.138	3.826	1.203	273.878	1002.992	24.427
2015-06-13 06:18:00	155325	25.721	95.460	-0.364	24.415	4.239	3.832	0.655	266.254	1002.986	24.420
2015-06-13 06:19:00	155326	25.727	95.426	-0.361	24.429	4.156	3.824	0.263	194.250	1002.926	24.421
2015-06-13 06:20:00	155327	25.729	95.294	-0.394	24.425	4.052	3.646	0.008	222.961	1002.907	24.423
2015-06-13 06:21:00	155328	25.738	95.375	-0.280	24.433	3.971	3.582	0.571	247.180	1002.957	24.425
2015-06-13 06:22:00	155329	25.761	95.264	-0.651	24.460	3.828	3.557	0.833	259.248	1003.014	24.439
2015-06-13 06:23:00	155330	25.750	94.949	-0.439	24.448	3.898	3.716	1.310	270.587	1003.026	24.423
2015-06-13 06:24:00	155331	25.743	95.127	-0.158	24.441	3.957	3.693	0.572	225.180	1003.036	24.421
2015-06-13 06:25:00	155332	25.745	95.228	-0.467	24.453	3.898	3.712	0.729	260.621	1002.977	24.441
2015-06-13 06:26:00	155333	25.755	95.074	-0.591	24.468	3.738	3.668	0.251	269.802	1002.931	24.448
2015-06-13 06:27:00	155334	25.751	94.899	-0.418	24.467	4.103	3.654	0.457	269.993	1002.938	24.439
2015-06-13 06:28:00	155335	25.739	94.674	-0.328	24.457	4.102	3.851	0.664	269.944	1002.988	24.429
2015-06-13 06:29:00	155336	25.738	95.017	-0.255	24.449	3.806	3.622	0.405	280.396	1003.003	24.416
2015-06-13 06:30:00	155337	25.738	94.931	-0.391	24.446	3.955	3.568	0.400	275.680	1002.995	24.402
2015-06-13 06:31:00	155338	25.729	94.828	-0.416	24.437	4.062	3.863	0.700	268.682	1003.001	24.387
2015-06-13 06:32:00	155339	25.713	94.653	-0.442	24.425	4.164	3.739	0.944	254.815	1003.070	24.372
2015-06-13 06:33:00	155340	25.701	94.680	-0.384	24.423	4.060	3.759	0.863	277.771	1003.089	24.371
2015-06-13 06:34:00	155341	25.700	94.738	-0.511	24.408	4.081	3.675	0.240	222.711	1003.063	24.365
2015-06-13 06:35:00	155342	25.703	94.561	-0.359	24.401	4.077	3.646	0.603	272.640	1003.065	24.358
2015-06-13 06:36:00	155343	25.695	94.528	-0.345	24.384	3.868	3.724	0.640	266.506	1003.072	24.345
2015-06-13 06:37:00	155344	25.690	94.639	-0.349	24.374	4.136	3.707	0.108	253.820	1003.065	24.337
2015-06-13 06:38:00	155345	25.687	94.633	-0.314	24.355	4.180	3.810	0.364	255.569	1003.072	24.314
2015-06-13 06:39:00	155346	25.679	94.691	-0.295	24.327	4.134	3.977	0.388	245.150	1003.044	24.288
2015-06-13 06:40:00	155347	25.667	94.712	-0.457	24.298	4.402	4.048	0.777	244.454	1003.010	24.261
2015-06-13 06:41:00	155348	25.645	94.660	-0.409	24.277	4.350	3.966	0.431	248.327	1003.074	24.244
2015-06-13 06:42:00	155349	25.620	94.698	-0.525	24.251	4.416	3.800	0.377	250.628	1003.068	24.223
2015-06-13 06:43:00	155350	25.603	94.774	-0.499	24.230	4.464	4.180	0.272	245.465	1003.092	24.211
2015-06-13 06:44:00	155351	25.592	94.888	-0.562	24.209	4.507	4.034	0.274	255.790	1003.108	24.194
2015-06-13 06:45:00	155352	25.584	94.959	-0.348	24.182	4.469	4.239	-0.043	240.233	1003.112	24.173
2015-06-13 06:46:00	155353	25.570	94.980	-0.416	24.162	4.475	4.031	0.069	239.685	1003.121	24.156
2015-06-13 06:47:00	155354	25.558	94.999	-0.260	24.139	4.678	4.019	0.094	237.567	1003.112	24.138
2015-06-13 06:48:00	155355	25.545	95.039	-0.386	24.117	4.790	4.296	0.099	243.892	1003.094	24.120
2015-06-13 06:49:00	155356	25.535	95.083	-0.249	24.112	4.744	4.231	0.086	261.319	1003.176	24.121
2015-06-13 06:50:00	155357	25.527	95.147	-0.387	24.101	4.556	4.243	0.183	242.725	1003.139	24.118
2015-06-13 06:51:00	155358	25.521	95.226	-0.272	24.086	4.775	4.229	0.152	241.659	1003.178	24.110
2015-06-13 06:52:00	155359	25.514	95.247	-0.400	24.078	5.021	4.433	0.218	235.375	1003.196	24.106
2015-06-13 06:53:00	155360	25.508	95.290	-0.266	24.071	4.993	4.491	0.334	248.219	1003.225	24.101
2015-06-13 06:54:00	155361	25.503	95.357	-0.442	24.066	5.044	4.695	-0.044	193.797	1003.212	24.098
2015-06-13 06:55:00	155362	25.500	95.440	-0.257	24.056	5.221	4.922	-0.088	246.867	1003.240	24.100
2015-06-13 06:56:00	155363	25.498	95.542	-0.293	24.057	5.778	5.399	0.133	249.790	1003.258	24.096
2015-06-13 06:57:00	155364	25.494	95.518	-0.243	24.061	5.588	5.193	0.267	234.945	1003.210	24.100
2015-06-13 06:58:00	155365	25.487	95.526	-0.273	24.060	5.538	5.324	0.129	261.100	1003.242	24.098
2015-06-13 06:59:00	155366	25.482	95.587	-0.160	24.063	5.427	5.360	0.518	262.641	1003.272	24.097
2015-06-13 07:00:00	155367	25.479	95.706	-0.265	24.055	5.528	5.102	0.380	260.388	1003.253	24.094
2015-06-13 07:01:00	155368	25.482	95.861	-0.279	24.065	5.898	5.595	0.443	281.566	1003.278	24.100
2015-06-13 07:02:00	155369	25.486	95.949	0.867	24.095	6.755	6.487	0.226	286.064	1003.301	24.118
2015-06-13 07:03:00	155370	25.491	95.994	3.866	24.113	7.076	6.797	0.085	251.957	1003.367	24.126
2015-06-13 07:04:00	155371	25.492	95.984	4.451	24.108	8.371	7.876	-0.019	233.833	1003.347	24.118
2015-06-13 07:05:00	155372	25.489	95.999	5.465	24.110	9.116	8.242	0.091	252.771	1003.430	24.113
2015-06-13 07:06:00	155373	25.484	96.057	5.966	24.125	9.774	9.313	0.021	245.215	1003.393	24.115
2015-06-13 07:07:00	155374	25.478	96.113	6.895	24.136	10.639	10.083	-0.018	261.155	1003.430	24.124
2015-06-13 07:08:00	155375	25.470	96.126	8.050	24.142	11.773	11.114	0.128	237.152	1003.431	24.121
2015-06-13 07:09:00	155376	25.458	96.094	8.305	24.151	12.300	11.700	0.235	235.288	1003.438	24.128
2015-06-13 07:10:00	155377	25.447	96.129	8.675	24.166	12.292	11.474	0.134	232.109	1003.452	24.144
2015-06-13 07:11:00	155378	25.442	96.186	8.115	24.175	11.842	11.276	0.135	230.046	1003.472	24.150
2015-06-13 07:12:00	155379	25.436	96.227	8.291	24.181	12.052	11.455	0.239	244.097	1003.480	24.153
2015-06-13 07:13:00	155380	25.434	96.355	8.704	24.184	12.245	11.686	0.249	252.453	1003.473	24.154
2015-06-13 07:14:00	155381	25.437	96.452	9.103	24.192	12.542	12.103	0.407	253.464	1003.474	24.168
2015-06-13 07:15:00	155382	25.437	96.461	10.123	24.200	13.299	12.626	0.401	251.290	1003.494	24.175
2015-06-13 07:16:00	155383	25.432	96.468	10.447	24.212	13.821	13.311	0.277	261.576	1003.483	24.190
2015-06-13 07:17:00	155384	25.430	96.578	10.796	24.227	14.169	13.660	0.125	268.550	1003.513	24.208
2015-06-13 07:18:00	155385	25.435	96.680	11.608	24.240	14.444	13.887	0.295	250.526	1003.503	24.227
2015-06-13 07:19:00	155386	25.437	96.702	12.128	24.257	15.152	14.691	0.273	247.267	1003.556	24.240
2015-06-13 07:20:00	155387	25.439	96.719	13.116	24.278	15.892	15.250	0.388	251.952	1003.608	24.258
2015-06-13 07:21:00	155388	25.442	96.730	14.161	24.305	16.710	16.299	0.324	255.818	1003.631	24.278
2015-06-13 07:22:00	155389	25.447	96.757	15.070	24.337	17.511	17.265	0.876	259.617	1003.647	24.303
2015-06-13 07:23:00	155390	25.450	96.785	16.057	24.370	18.563	18.201	0.870	261.371	1003.613	24.334
2015-06-13 07:24:00	155391	25.455	96.846	17.145	24.406	19.830	19.163	0.631	265.881	1003.628	24.365
2015-06-13 07:25:00	155392	25.465	96.950	18.228	24.443	20.768	19.941	0.485	259.052	1003.622	24.395
2015-06-13 07:26:00	155393	25.475	96.938	19.444	24.474	22.133	21.243	0.226	265.951	1003.659	24.423
2015-06-13 07:27:00	155394	25.482	96.930	20.704	24.508	23.527	22.615	0.015	264.935	1003.623	24.444
2015-06-13 07:28:00	155395	25.488	96.942	21.997	24.537	24.735	23.864	0.055	262.411	1003.660	24.459
2015-06-13 07:29:00	155396	25.492	96.924	23.631	24.568	25.820	25.075	0.053	275.275	1003.646	24.475
2015-06-13 07:30:00	155397	25.492	96.896	24.979	24.606	27.173	26.315	0.184	253.969	1003.646	24.502
2015-06-13 07:31:00	155398	25.494	96.937	25.996	24.643	28.598	27.572	0.300	241.589	1003.675	24.525
2015-06-13 07:32:00	155399	25.499	96.922	27.176	24.685	29.655	28.200	0.224	257.577	1003.711	24.551
2015-06-13 07:33:00	155400	25.503	96.823	28.769	24.724	30.602	29.670	0.318	239.547	1003.700	24.580
2015-06-13 07:34:00	155401	25.490	96.477	29.656	24.766	31.733	30.430	0.074	236.561	1003.733	24.607
2015-06-13 07:35:00	155402	25.476	96.672	30.898	24.809	33.086	31.681	0.460	241.084	1003.701	24.645
2015-06-13 07:36:00	155403	25.510	96.932	32.201	24.857	34.129	32.623	0.626	229.208	1003.707	24.678
2015-06-13 07:37:00	155404	25.524	96.744	33.015	24.910	35.066	33.793	0.630	235.895	1003.732	24.713
2015-06-13 07:38:00	155405	25.540	96.917	34.010	24.958	35.987	34.977	0.481	226.212	1003.731	24.752
2015-06-13 07:39:00	155406	25.561	96.970	35.234	25.006	37.076	36.100	0.697	227.977	1003.759	24.787
2015-06-13 07:40:00	155407	25.570	96.896	36.207	25.058	38.148	37.372	0.585	235.929	1003.774	24.825
2015-06-13 07:41:00	155408	25.569	96.788	37.409	25.106	39.283	38.436	0.857	230.992	1003.808	24.867
2015-06-13 07:42:00	155409	25.563	96.706	39.190	25.156	40.495	39.517	0.782	233.505	1003.831	24.903
2015-06-13 07:43:00	155410	25.565	96.649	40.514	25.204	41.784	41.199	1.059	241.561	1003.889	24.938
2015-06-13 07:44:00	155411	25.565	96.433	42.159	25.260	43.035	42.094	0.878	232.145	1003.860	24.976
2015-06-13 07:45:00	155412	25.586	96.635	43.562	25.314	45.173	43.955	0.611	221.842	1003.874	25.013
2015-06-13 07:46:00	155413	25.616	96.513	45.164	25.372	46.099	44.901	0.669	200.376	1003.877	25.049
2015-06-13 07:47:00	155414	25.637	96.477	45.746	25.433	47.063	45.765	0.537	198.144	1003.910	25.088
2015-06-13 07:48:00	155415	25.654	96.353	47.108	25.488	47.963	46.563	0.778	212.535	1003.975	25.126
2015-06-13 07:49:00	155416	25.659	96.133	48.231	25.532	49.027	48.155	0.763	231.091	1003.979	25.163
2015-06-13 07:50:00	155417	25.660	96.101	48.945	25.565	49.860	49.186	0.562	226.480	1004.001	25.194
2015-06-13 07:51:00	155418	25.668	96.082	50.211	25.606	51.277	50.388	0.631	220.922	1004.105	25.223
2015-06-13 07:52:00	155419	25.670	95.878	50.785	25.648	51.881	51.466	0.826	227.921	1004.080	25.253
2015-06-13 07:53:00	155420	25.671	95.868	51.568	25.689	52.690	52.527	0.840	242.756	1004.135	25.285
2015-06-13 07:54:00	155421	25.685	95.784	52.441	25.728	53.574	53.469	0.860	239.298	1004.197	25.314
2015-06-13 07:55:00	155422	25.699	95.792	53.146	25.768	54.525	54.091	0.666	235.926	1004.220	25.341
2015-06-13 07:56:00	155423	25.713	95.665	54.154	25.810	55.111	55.025	0.437	242.013	1004.251	25.371
2015-06-13 07:57:00	155424	25.726	95.659	55.290	25.856	56.113	56.126	0.400	236.227	1004.258	25.404
