Tm	Rec_ID	AvgTamb	AvgHamb	AvgGSi00	AvgTSi00	AvgSPN1_G	AvgSPN1_D	AvgWind_S	AvgWind_D	AvgAir_P	AvgTmod
2015-06-14 03:52:00	156619	26.785	93.215	-0.119	25.250	3.601	3.367	-0.038	277.139	1002.776	25.581
2015-06-14 03:53:00	156620	26.774	92.954	-0.448	25.209	3.779	3.714	0.197	267.096	1002.767	25.548
2015-06-14 03:54:00	156621	26.758	92.880	-0.225	25.182	4.069	3.740	0.153	256.078	1002.719	25.514
2015-06-14 03:55:00	156622	26.746	92.943	-0.473	25.141	4.206	4.026	0.037	226.064	1002.691	25.481
2015-06-14 03:56:00	156623	26.735	92.966	-0.293	25.096	4.390	3.962	0.102	265.796	1002.664	25.443
2015-06-14 03:57:00	156624	26.724	93.062	-0.409	25.069	4.296	3.875	0.016	272.045	1002.647	25.401
2015-06-14 03:58:00	156625	26.711	93.121	-0.362	25.022	4.332	4.087	-0.021	242.643	1002.642	25.356
2015-06-14 03:59:00	156626	26.694	93.056	-0.563	24.979	4.402	4.223	-0.045	194.551	1002.656	25.315
2015-06-14 04:00:00	156627	26.676	93.074	-0.433	24.937	4.433	4.300	-0.091	256.655	1002.670	25.282
2015-06-14 04:01:00	156628	26.666	93.096	-0.213	24.894	4.349	4.069	-0.071	224.284	1002.664	25.240
2015-06-14 04:02:00	156629	26.652	93.089	-0.229	24.855	4.608	4.337	-0.080	280.153	1002.642	25.203
2015-06-14 04:03:00	156630	26.646	93.170	-0.166	24.824	4.326	4.224	-0.107	261.335	1002.608	25.176
2015-06-14 04:04:00	156631	26.631	92.960	-0.449	24.798	4.413	3.995	-0.072	171.600	1002.616	25.145
2015-06-14 04:05:00	156632	26.630	93.108	-0.397	24.822	4.112	4.058	0.096	42.549	1002.573	25.148
2015-06-14 04:06:00	156633	26.668	93.128	-0.297	24.891	4.089	3.708	0.094	101.414	1002.564	25.199
2015-06-14 04:07:00	156634	26.694	92.695	-0.419	24.927	3.545	3.321	-0.021	64.846	1002.512	25.207
2015-06-14 04:08:00	156635	26.721	92.409	-0.363	24.933	3.953	3.608	-0.079	122.354	1002.538	25.202
2015-06-14 04:09:00	156636	26.757	92.362	-0.511	24.920	3.940	3.515	-0.112	218.513	1002.578	25.188
2015-06-14 04:10:00	156637	26.782	92.354	-0.183	24.884	4.128	3.624	-0.074	248.030	1002.597	25.156
2015-06-14 04:11:00	156638	26.796	92.346	-0.249	24.853	4.437	4.090	-0.096	219.348	1002.612	25.113
2015-06-14 04:12:00	156639	26.800	92.326	-0.378	24.826	4.313	3.942	-0.113	217.491	1002.649	25.066
2015-06-14 04:13:00	156640	26.796	92.348	-0.246	24.806	4.286	4.102	-0.089	255.278	1002.630	25.031
2015-06-14 04:14:00	156641	26.781	92.351	-0.210	24.787	4.404	4.252	-0.095	272.525	1002.629	25.000
2015-06-14 04:15:00	156642	26.759	92.476	-0.450	24.782	4.291	4.074	0.062	282.204	1002.674	24.985
2015-06-14 04:16:00	156643	26.736	92.674	-0.382	24.800	4.323	4.143	0.169	281.148	1002.627	24.994
2015-06-14 04:17:00	156644	26.713	92.840	-0.481	24.806	4.190	3.869	0.019	282.703	1002.636	25.003
2015-06-14 04:18:00	156645	26.691	92.998	-0.656	24.799	4.035	3.918	-0.003	273.663	1002.646	25.008
2015-06-14 04:19:00	156646	26.676	93.200	-0.415	24.806	3.981	3.818	0.352	273.549	1002.611	25.025
2015-06-14 04:20:00	156647	26.659	93.325	-0.298	24.832	4.171	3.793	0.664	280.562	1002.648	25.049
2015-06-14 04:21:00	156648	26.640	93.456	-0.460	24.862	3.897	3.734	0.658	276.051	1002.651	25.070
2015-06-14 04:22:00	156649	26.614	93.563	-0.526	24.885	4.113	3.881	0.571	266.393	1002.733	25.084
2015-06-14 04:23:00	156650	26.589	93.728	-0.259	24.899	3.896	3.710	0.471	273.395	1002.687	25.095
2015-06-14 04:24:00	156651	26.568	93.835	-0.360	24.890	4.048	3.891	0.372	255.961	1002.684	25.088
2015-06-14 04:25:00	156652	26.545	93.934	-0.417	24.853	4.251	3.802	0.277	264.650	1002.682	25.073
2015-06-14 04:26:00	156653	26.526	94.099	-0.394	24.831	4.298	3.966	0.188	275.064	1002.668	25.060
2015-06-14 04:27:00	156654	26.510	94.126	-0.373	24.807	4.100	4.038	0.378	268.437	1002.694	25.045
2015-06-14 04:28:00	156655	26.491	94.225	-0.350	24.784	4.256	3.947	0.213	264.914	1002.704	25.035
2015-06-14 04:29:00	156656	26.490	94.551	-0.237	24.766	4.241	3.987	0.088	280.217	1002.693	25.026
2015-06-14 04:30:00	156657	26.484	94.568	-0.257	24.737	4.141	3.912	0.127	273.026	1002.682	25.012
2015-06-14 04:31:00	156658	26.476	94.643	-0.150	24.721	4.305	3.787	0.248	271.460	1002.713	25.009
2015-06-14 04:32:00	156659	26.459	94.591	-0.343	24.690	4.123	3.993	0.288	263.962	1002.673	24.996
2015-06-14 04:33:00	156660	26.439	94.612	-0.371	24.668	4.182	3.865	0.188	267.408	1002.682	24.981
2015-06-14 04:34:00	156661	26.419	94.670	-0.426	24.652	4.247	3.854	0.249	261.581	1002.718	24.967
2015-06-14 04:35:00	156662	26.400	94.729	-0.335	24.641	4.417	3.861	0.180	254.927	1002.696	24.958
2015-06-14 04:36:00	156663	26.382	94.819	-0.458	24.640	4.106	3.986	0.156	250.587	1002.710	24.948
2015-06-14 04:37:00	156664	26.366	94.892	-0.128	24.645	4.284	4.072	0.265	251.640	1002.740	24.938
2015-06-14 04:38:00	156665	26.348	94.984	-0.152	24.652	4.190	3.920	0.174	253.651	1002.675	24.927
2015-06-14 04:39:00	156666	26.328	95.018	-0.097	24.657	4.221	3.971	0.291	257.214	1002.694	24.930
2015-06-14 04:40:00	156667	26.310	95.108	-0.302	24.643	4.129	3.887	0.254	250.033	1002.683	24.931
2015-06-14 04:41:00	156668	26.296	95.152	-0.402	24.615	4.306	3.880	0.214	242.138	1002.701	24.916
2015-06-14 04:42:00	156669	26.281	95.229	-0.162	24.597	4.232	3.917	0.171	254.824	1002.691	24.909
2015-06-14 04:43:00	156670	26.269	95.385	-0.229	24.589	4.450	3.994	0.156	256.878	1002.671	24.899
2015-06-14 04:44:00	156671	26.254	95.414	-0.074	24.583	4.416	4.093	0.350	263.248	1002.733	24.889
2015-06-14 04:45:00	156672	26.238	95.483	-0.397	24.604	4.301	3.755	0.323	262.650	1002.719	24.886
2015-06-14 04:46:00	156673	26.223	95.570	-0.283	24.619	4.044	3.801	0.125	266.585	1002.729	24.887
2015-06-14 04:47:00	156674	26.209	95.627	-0.219	24.628	3.868	3.984	0.296	283.234	1002.716	24.886
2015-06-14 04:48:00	156675	26.198	95.670	-0.103	24.653	4.037	3.675	0.233	283.724	1002.738	24.900
2015-06-14 04:49:00	156676	26.199	95.768	-0.095	24.686	3.600	3.518	0.286	274.661	1002.764	24.915
2015-06-14 04:50:00	156677	26.197	95.788	-0.157	24.705	3.643	3.566	0.472	279.294	1002.743	24.927
2015-06-14 04:51:00	156678	26.192	95.858	-0.404	24.720	3.826	3.593	0.622	279.131	1002.700	24.940
2015-06-14 04:52:00	156679	26.187	95.894	-0.396	24.724	3.855	3.654	0.490	277.060	1002.711	24.953
2015-06-14 04:53:00	156680	26.175	95.855	-0.650	24.712	3.975	3.552	0.533	278.776	1002.707	24.958
2015-06-14 04:54:00	156681	26.168	95.899	-0.453	24.709	4.069	3.788	0.580	276.668	1002.716	24.956
2015-06-14 04:55:00	156682	26.161	95.963	-0.241	24.708	3.927	3.795	0.576	267.551	1002.712	24.949
2015-06-14 04:56:00	156683	26.160	96.005	-0.248	24.713	3.869	3.715	0.686	269.121	1002.723	24.946
2015-06-14 04:57:00	156684	26.149	96.050	-0.381	24.700	3.939	3.596	0.745	266.146	1002.769	24.943
2015-06-14 04:58:00	156685	26.148	96.093	-0.369	24.696	3.992	3.617	0.526	268.082	1002.803	24.944
2015-06-14 04:59:00	156686	26.143	96.118	-0.487	24.678	4.016	3.671	0.107	235.051	1002.767	24.950
2015-06-14 05:00:00	156687	26.146	96.110	-0.401	24.663	3.994	3.658	0.135	265.013	1002.795	24.938
2015-06-14 05:01:00	156688	26.154	96.157	-0.271	24.646	4.106	3.709	-0.056	268.819	1002.773	24.930
2015-06-14 05:02:00	156689	26.171	96.183	-0.255	24.633	4.026	3.693	-0.008	218.678	1002.769	24.931
2015-06-14 05:03:00	156690	26.184	96.039	-0.404	24.617	3.733	3.670	-0.014	243.109	1002.813	24.934
2015-06-14 05:04:00	156691	26.202	96.060	-0.452	24.615	3.530	3.531	0.016	264.403	1002.753	24.938
2015-06-14 05:05:00	156692	26.228	96.136	-0.466	24.627	3.549	3.415	-0.089	209.552	1002.756	24.943
2015-06-14 05:06:00	156693	26.249	96.022	-0.660	24.621	3.647	3.472	-0.093	88.494	1002.693	24.961
2015-06-14 05:07:00	156694	26.269	95.886	-0.327	24.624	3.479	3.425	-0.076	235.448	1002.749	24.977
2015-06-14 05:08:00	156695	26.295	95.815	-0.294	24.637	3.291	3.372	0.010	156.492	1002.744	24.998
2015-06-14 05:09:00	156696	26.327	95.766	-0.227	24.662	3.253	3.321	0.038	234.172	1002.762	25.023
2015-06-14 05:10:00	156697	26.363	95.583	-0.330	24.689	3.160	3.330	0.048	198.079	1002.791	25.047
2015-06-14 05:11:00	156698	26.401	95.536	-0.460	24.726	3.355	3.256	0.046	247.571	1002.825	25.065
2015-06-14 05:12:00	156699	26.425	95.267	-0.428	24.726	3.407	3.311	0.115	265.065	1002.858	25.051
2015-06-14 05:13:00	156700	26.435	95.069	-0.425	24.738	3.366	3.339	0.530	262.002	1002.818	25.054
2015-06-14 05:14:00	156701	26.467	94.872	-0.596	24.823	3.034	3.311	0.703	276.997	1002.829	25.101
2015-06-14 05:15:00	156702	26.519	94.602	-0.091	24.915	3.116	3.500	0.526	212.023	1002.849	25.131
2015-06-14 05:16:00	156703	26.568	94.378	-0.341	25.001	3.108	3.300	0.332	279.244	1002.874	25.162
2015-06-14 05:17:00	156704	26.614	94.239	-0.457	25.050	3.117	3.168	0.404	294.496	1002.886	25.174
2015-06-14 05:18:00	156705	26.640	94.075	-0.372	25.066	3.151	3.388	0.120	246.877	1002.889	25.171
2015-06-14 05:19:00	156706	26.657	93.848	-0.224	25.090	3.309	3.315	0.559	253.163	1002.880	25.186
2015-06-14 05:20:00	156707	26.673	93.666	-0.293	25.117	3.271	3.284	-0.019	178.353	1002.915	25.181
2015-06-14 05:21:00	156708	26.683	93.593	-0.598	25.117	3.438	3.407	0.053	161.985	1002.936	25.163
2015-06-14 05:22:00	156709	26.688	93.455	-0.457	25.107	3.194	3.292	-0.043	173.107	1002.950	25.135
2015-06-14 05:23:00	156710	26.691	93.449	-0.366	25.063	3.467	3.211	0.034	270.518	1002.981	25.101
2015-06-14 05:24:00	156711	26.685	93.399	-0.348	25.015	3.856	3.524	0.040	279.254	1002.971	25.062
2015-06-14 05:25:00	156712	26.663	93.251	-0.133	24.962	4.056	3.598	0.031	280.532	1002.985	25.018
2015-06-14 05:26:00	156713	26.638	93.323	-0.501	24.920	4.106	3.930	0.114	292.213	1003.009	24.979
2015-06-14 05:27:00	156714	26.617	93.315	-0.351	24.891	4.247	3.829	-0.055	238.284	1002.997	24.941
2015-06-14 05:28:00	156715	26.602	93.362	-0.293	24.845	4.264	3.899	0.013	166.198	1002.976	24.895
2015-06-14 05:29:00	156716	26.596	93.453	-0.483	24.818	4.331	3.915	0.052	212.735	1002.970	24.884
2015-06-14 05:30:00	156717	26.593	93.506	-0.447	24.807	4.126	3.905	0.063	170.000	1002.986	24.885
2015-06-14 05:31:00	156718	26.594	93.477	-0.478	24.828	3.771	3.632	0.180	159.278	1002.973	24.914
2015-06-14 05:32:00	156719	26.610	93.526	-0.306	24.860	3.645	3.459	0.098	238.200	1002.992	24.936
2015-06-14 05:33:00	156720	26.617	93.502	-0.520	24.840	3.756	3.650	0.083	188.183	1003.046	24.935
2015-06-14 05:34:00	156721	26.614	93.433	-0.193	24.845	3.704	3.312	0.152	231.097	1003.031	24.956
2015-06-14 05:35:00	156722	26.618	93.451	-0.315	24.836	4.105	3.674	0.200	263.655	1003.049	24.958
2015-06-14 05:36:00	156723	26.608	93.366	-0.414	24.802	3.927	3.576	-0.042	274.809	1003.102	24.926
2015-06-14 05:37:00	156724	26.589	93.473	-0.245	24.768	3.985	3.709	0.088	277.224	1003.105	24.894
2015-06-14 05:38:00	156725	26.578	93.738	-0.449	24.751	4.193	3.822	0.115	283.813	1003.133	24.884
2015-06-14 05:39:00	156726	26.567	93.660	-0.183	24.755	4.009	3.793	0.098	199.669	1003.094	24.894
2015-06-14 05:40:00	156727	26.553	93.565	-0.429	24.747	4.139	3.754	0.346	267.802	1003.102	24.882
2015-06-14 05:41:00	156728	26.527	93.599	-0.124	24.726	4.343	3.968	0.210	256.128	1003.125	24.864
2015-06-14 05:42:00	156729	26.504	93.940	-0.288	24.697	4.288	3.768	0.114	254.997	1003.137	24.837
2015-06-14 05:43:00	156730	26.504	94.401	-0.391	24.704	4.345	4.064	0.165	204.383	1003.163	24.847
2015-06-14 05:44:00	156731	26.506	94.338	-0.319	24.728	3.911	3.760	0.158	225.987	1003.152	24.896
2015-06-14 05:45:00	156732	26.501	94.232	-0.522	24.714	3.915	3.759	0.049	275.772	1003.157	24.891
2015-06-14 05:46:00	156733	26.480	94.141	-0.552	24.665	4.202	3.838	0.064	258.627	1003.138	24.860
2015-06-14 05:47:00	156734	26.458	94.106	-0.299	24.623	4.360	4.070	0.120	284.943	1003.177	24.837
2015-06-14 05:48:00	156735	26.430	94.080	-0.319	24.601	4.345	4.000	-0.012	253.746	1003.195	24.823
2015-06-14 05:49:00	156736	26.415	94.098	-0.767	24.587	4.254	3.873	0.089	265.579	1003.214	24.818
2015-06-14 05:50:00	156737	26.405	94.167	-0.281	24.567	4.342	3.788	-0.055	198.141	1003.209	24.798
2015-06-14 05:51:00	156738	26.399	94.176	-0.359	24.567	3.954	3.817	0.100	222.090	1003.234	24.778
2015-06-14 05:52:00	156739	26.393	94.354	-0.487	24.571	4.317	4.058	0.291	278.074	1003.292	24.772
2015-06-14 05:53:00	156740	26.393	94.375	-0.333	24.571	4.135	3.861	0.472	270.787	1003.338	24.772
2015-06-14 05:54:00	156741	26.368	94.235	-0.238	24.553	4.255	4.012	0.822	264.264	1003.347	24.754
2015-06-14 05:55:00	156742	26.340	94.287	-0.421	24.541	4.379	3.991	0.618	272.509	1003.371	24.746
2015-06-14 05:56:00	156743	26.312	94.353	-0.494	24.530	4.361	3.931	0.120	250.192	1003.390	24.735
2015-06-14 05:57:00	156744	26.295	94.462	-0.389	24.518	4.198	3.893	0.244	267.217	1003.413	24.722
2015-06-14 05:58:00	156745	26.273	94.435	-0.306	24.505	4.354	3.890	0.100	243.146	1003.371	24.707
2015-06-14 05:59:00	156746	26.251	94.499	-0.354	24.497	4.086	3.949	-0.034	219.185	1003.401	24.696
2015-06-14 06:00:00	156747	26.234	94.475	-0.447	24.492	4.170	3.853	0.203	268.639	1003.427	24.686
2015-06-14 06:01:00	156748	26.211	94.320	-0.324	24.480	4.261	4.040	-0.071	275.000	1003.409	24.677
2015-06-14 06:02:00	156749	26.188	94.379	-0.387	24.473	4.323	4.116	-0.087	223.596	1003.423	24.681
2015-06-14 06:03:00	156750	26.183	94.498	-0.451	24.498	4.020	3.783	-0.005	284.849	1003.438	24.703
2015-06-14 06:04:00	156751	26.184	94.421	-0.462	24.526	3.850	3.744	-0.084	236.940	1003.457	24.721
2015-06-14 06:05:00	156752	26.184	94.398	-0.581	24.556	3.680	3.496	0.043	284.631	1003.462	24.746
2015-06-14 06:06:00	156753	26.209	94.620	-0.521	24.627	3.566	3.457	0.272	249.921	1003.473	24.802
2015-06-14 06:07:00	156754	26.248	94.490	-0.338	24.732	3.251	3.286	0.155	201.422	1003.489	24.861
2015-06-14 06:08:00	156755	26.287	94.237	-0.485	24.835	3.204	3.380	0.432	243.218	1003.497	24.926
2015-06-14 06:09:00	156756	26.338	94.126	-0.455	24.925	3.200	3.258	0.311	250.932	1003.506	24.976
2015-06-14 06:10:00	156757	26.388	93.910	-0.341	24.985	3.341	3.416	0.311	274.138	1003.510	24.993
2015-06-14 06:11:00	156758	26.397	93.283	-0.359	25.013	3.294	3.380	0.466	270.503	1003.565	24.972
2015-06-14 06:12:00	156759	26.379	92.998	-0.328	25.007	3.219	3.351	0.946	270.991	1003.572	24.951
2015-06-14 06:13:00	156760	26.360	92.996	-0.480	25.018	3.654	3.321	1.065	276.335	1003.576	24.941
2015-06-14 06:14:00	156761	26.338	92.851	-0.622	25.024	3.663	3.463	0.612	260.501	1003.565	24.928
2015-06-14 06:15:00	156762	26.324	92.826	-0.320	25.013	3.756	3.535	0.421	286.220	1003.550	24.905
2015-06-14 06:16:00	156763	26.324	92.740	-0.471	25.016	3.785	3.596	0.745	276.150	1003.553	24.887
2015-06-14 06:17:00	156764	26.327	92.607	-0.290	25.017	3.730	3.557	0.492	270.764	1003.585	24.858
2015-06-14 06:18:00	156765	26.327	92.450	-0.331	24.992	3.917	3.632	0.555	277.667	1003.524	24.824
2015-06-14 06:19:00	156766	26.322	92.447	-0.317	24.952	4.195	4.021	0.185	231.542	1003.497	24.789
2015-06-14 06:20:00	156767	26.321	92.454	-0.449	24.940	3.911	3.744	-0.087	95.596	1003.487	24.766
2015-06-14 06:21:00	156768	26.337	92.387	-0.495	24.925	3.880	3.565	-0.023	123.223	1003.480	24.744
2015-06-14 06:22:00	156769	26.354	92.255	-0.544	24.869	3.848	3.785	-0.104	214.683	1003.525	24.703
2015-06-14 06:23:00	156770	26.364	92.124	-0.394	24.852	4.087	3.743	0.214	124.068	1003.483	24.680
2015-06-14 06:24:00	156771	26.388	92.282	-0.296	24.839	3.976	3.706	0.005	257.365	1003.577	24.691
2015-06-14 06:25:00	156772	26.414	92.355	-0.419	24.835	3.910	3.768	0.147	218.655	1003.559	24.699
2015-06-14 06:26:00	156773	26.430	92.305	-0.400	24.869	3.664	3.349	0.101	236.957	1003.574	24.731
2015-06-14 06:27:00	156774	26.445	92.296	-0.439	24.889	3.485	3.231	0.013	261.584	1003.618	24.754
2015-06-14 06:28:00	156775	26.440	91.940	-0.350	24.884	3.593	3.466	-0.122	162.051	1003.576	24.736
2015-06-14 06:29:00	156776	26.422	91.871	-0.398	24.893	3.482	3.574	0.127	231.397	1003.658	24.723
2015-06-14 06:30:00	156777	26.423	92.237	-0.361	24.946	3.527	3.544	0.018	273.625	1003.689	24.753
2015-06-14 06:31:00	156778	26.424	92.191	-0.543	25.025	3.469	3.282	0.156	168.848	1003.735	24.811
2015-06-14 06:32:00	156779	26.425	92.337	-0.634	25.151	3.093	3.376	0.310	226.689	1003.739	24.902
2015-06-14 06:33:00	156780	26.444	92.219	-0.515	25.271	3.413	3.377	0.568	234.612	1003.728	24.981
2015-06-14 06:34:00	156781	26.457	92.249	-0.444	25.380	3.071	3.315	0.492	212.809	1003.708	25.067
2015-06-14 06:35:00	156782	26.478	92.133	-0.430	25.461	3.173	3.269	0.302	242.585	1003.717	25.120
2015-06-14 06:36:00	156783	26.490	92.001	-0.618	25.513	3.064	3.278	0.198	261.110	1003.774	25.145
2015-06-14 06:37:00	156784	26.499	91.978	-0.258	25.550	3.285	3.353	0.341	274.648	1003.750	25.158
2015-06-14 06:38:00	156785	26.495	91.797	-0.284	25.574	3.152	3.329	0.075	251.413	1003.753	25.168
2015-06-14 06:39:00	156786	26.475	91.639	-0.604	25.582	3.404	3.477	-0.027	268.383	1003.779	25.162
2015-06-14 06:40:00	156787	26.457	91.474	-0.391	25.587	3.427	3.289	0.085	107.797	1003.767	25.163
2015-06-14 06:41:00	156788	26.439	91.241	-0.292	25.613	3.365	3.434	0.031	131.080	1003.785	25.185
2015-06-14 06:42:00	156789	26.434	91.342	-0.274	25.637	3.233	3.253	-0.000	143.071	1003.835	25.199
2015-06-14 06:43:00	156790	26.444	91.263	-0.226	25.673	3.390	3.255	0.070	161.562	1003.843	25.228
2015-06-14 06:44:00	156791	26.449	91.090	-0.586	25.706	3.212	3.491	0.273	166.778	1003.887	25.271
2015-06-14 06:45:00	156792	26.464	91.203	-0.308	25.754	3.270	3.319	0.371	163.062	1003.846	25.329
2015-06-14 06:46:00	156793	26.491	91.309	-0.438	25.789	3.338	3.397	0.380	219.610	1003.929	25.380
2015-06-14 06:47:00	156794	26.504	91.013	-0.238	25.820	3.299	3.313	0.606	180.328	1003.966	25.433
2015-06-14 06:48:00	156795	26.506	90.896	-0.220	25.860	3.326	3.212	1.189	187.288	1003.932	25.494
2015-06-14 06:49:00	156796	26.504	90.965	-0.517	25.893	3.387	3.362	1.608	201.497	1003.939	25.562
2015-06-14 06:50:00	156797	26.480	90.876	-0.434	25.913	3.419	3.400	3.003	230.719	1003.940	25.637
2015-06-14 06:51:00	156798	26.412	90.734	-0.297	25.896	4.042	3.582	2.929	267.876	1004.013	25.687
2015-06-14 06:52:00	156799	26.327	90.878	-0.529	25.858	4.372	4.150	2.692	247.295	1003.987	25.717
2015-06-14 06:53:00	156800	26.248	90.862	-0.293	25.810	4.462	4.164	2.627	286.183	1004.041	25.732
2015-06-14 06:54:00	156801	26.176	91.289	-0.492	25.768	4.806	4.531	3.330	264.106	1004.054	25.738
2015-06-14 06:55:00	156802	26.120	91.272	-0.242	25.739	4.955	4.588	3.349	268.219	1004.074	25.743
2015-06-14 06:56:00	156803	26.067	91.060	-0.443	25.712	5.150	4.503	1.814	206.501	1004.100	25.740
2015-06-14 06:57:00	156804	26.017	90.829	-0.367	25.674	5.329	5.173	1.603	213.357	1004.142	25.731
2015-06-14 06:58:00	156805	25.982	90.966	-0.427	25.642	5.102	4.811	1.896	214.823	1004.162	25.723
2015-06-14 06:59:00	156806	25.933	90.037	-0.641	25.606	5.313	5.264	3.456	263.583	1004.167	25.698
2015-06-14 07:00:00	156807	25.868	89.964	-0.293	25.553	5.380	5.073	3.038	279.325	1004.253	25.659
2015-06-14 07:01:00	156808	25.808	89.435	-0.475	25.514	5.692	5.331	2.646	265.582	1004.294	25.631
2015-06-14 07:02:00	156809	25.763	89.235	-0.441	25.478	5.489	5.256	3.027	277.860	1004.358	25.603
2015-06-14 07:03:00	156810	25.716	89.316	-0.392	25.427	5.594	5.336	3.367	291.930	1004.406	25.565
2015-06-14 07:04:00	156811	25.680	90.163	-0.478	25.375	5.428	5.344	1.965	288.834	1004.439	25.539
2015-06-14 07:05:00	156812	25.681	90.472	-0.528	25.362	5.204	4.984	0.733	183.994	1004.405	25.539
2015-06-14 07:06:00	156813	25.687	90.330	-0.601	25.355	4.973	4.501	0.695	263.128	1004.433	25.536
2015-06-14 07:07:00	156814	25.684	89.902	-0.559	25.343	4.759	4.334	0.633	206.499	1004.365	25.519
2015-06-14 07:08:00	156815	25.673	89.827	-0.542	25.326	4.741	4.432	0.818	196.299	1004.349	25.494
2015-06-14 07:09:00	156816	25.665	90.109	-0.654	25.302	4.988	4.756	0.694	219.214	1004.293	25.472
2015-06-14 07:10:00	156817	25.665	90.177	-0.519	25.288	5.331	5.079	0.739	231.586	1004.317	25.456
2015-06-14 07:11:00	156818	25.682	90.265	-0.408	25.295	5.322	4.902	0.954	214.037	1004.298	25.455
2015-06-14 07:12:00	156819	25.722	90.358	-0.325	25.208	5.427	5.151	1.891	261.544	1004.332	25.437
2015-06-14 07:13:00	156820	25.702	89.947	-0.441	24.756	7.835	7.294	3.404	257.678	1004.257	25.341
2015-06-14 07:14:00	156821	25.629	90.275	-0.476	24.244	11.300	10.616	2.727	244.217	1004.296	25.138
2015-06-14 07:15:00	156822	25.537	90.473	-0.423	23.937	13.104	12.729	4.222	253.140	1004.357	24.908
2015-06-14 07:16:00	156823	25.424	91.014	-0.311	23.696	14.015	13.249	3.288	291.282	1004.353	24.691
2015-06-14 07:17:00	156824	25.342	92.104	2.241	23.616	13.841	13.133	1.695	215.936	1004.346	24.517
2015-06-14 07:18:00	156825	25.259	92.346	3.691	23.581	13.860	13.236	2.264	264.576	1004.341	24.390
2015-06-14 07:19:00	156826	25.190	93.118	4.886	23.574	13.964	13.277	3.277	253.986	1004.290	24.317
2015-06-14 07:20:00	156827	25.121	93.279	5.743	23.551	14.079	13.250	2.813	273.867	1004.384	24.278
2015-06-14 07:21:00	156828	25.061	93.813	6.408	23.545	13.898	12.939	2.138	238.814	1004.383	24.239
2015-06-14 07:22:00	156829	25.001	93.972	6.732	23.531	13.080	12.576	2.693	272.243	1004.403	24.206
2015-06-14 07:23:00	156830	24.951	94.616	6.445	23.529	12.503	11.677	1.374	264.150	1004.450	24.179
2015-06-14 07:24:00	156831	24.926	94.856	6.575	23.557	11.038	10.542	1.524	233.342	1004.508	24.159
2015-06-14 07:25:00	156832	24.881	94.613	6.131	23.550	10.548	10.126	2.920	288.691	1004.498	24.166
2015-06-14 07:26:00	156833	24.826	95.044	5.512	23.498	10.235	9.444	1.624	250.764	1004.581	24.146
2015-06-14 07:27:00	156834	24.793	95.073	6.200	23.497	10.162	9.538	1.394	210.876	1004.602	24.111
2015-06-14 07:28:00	156835	24.755	95.116	6.399	23.495	10.130	9.618	2.474	284.086	1004.634	24.112
2015-06-14 07:29:00	156836	24.727	95.400	7.281	23.460	10.759	10.580	1.538	207.576	1004.657	24.109
2015-06-14 07:30:00	156837	24.722	95.593	7.874	23.472	10.640	10.127	1.515	200.768	1004.667	24.103
2015-06-14 07:31:00	156838	24.722	95.554	7.029	23.484	10.070	9.421	2.813	280.855	1004.670	24.108
2015-06-14 07:32:00	156839	24.702	95.349	6.498	23.466	9.535	8.957	2.315	275.979	1004.707	24.101
2015-06-14 07:33:00	156840	24.675	95.536	6.268	23.452	9.306	8.597	1.456	255.683	1004.770	24.073
2015-06-14 07:34:00	156841	24.649	95.475	5.760	23.444	8.729	8.354	2.391	236.739	1004.759	24.071
2015-06-14 07:35:00	156842	24.635	95.594	5.661	23.424	9.072	8.523	3.421	260.359	1004.766	24.054
2015-06-14 07:36:00	156843	24.616	95.649	6.637	23.414	9.568	9.062	2.269	274.046	1004.836	24.032
2015-06-14 07:37:00	156844	24.600	95.873	7.047	23.412	9.460	8.985	1.990	250.292	1004.882	24.019
2015-06-14 07:38:00	156845	24.605	96.367	6.856	23.450	8.974	8.402	2.186	263.770	1004.881	24.016
2015-06-14 07:39:00	156846	24.590	96.028	6.282	23.448	8.833	8.230	2.199	228.404	1004.896	24.021
2015-06-14 07:40:00	156847	24.558	96.247	6.633	23.420	9.115	8.447	1.660	246.483	1004.897	24.011
2015-06-14 07:41:00	156848	24.563	96.519	7.134	23.442	9.039	8.573	1.793	254.102	1004.911	24.018
2015-06-14 07:42:00	156849	24.555	96.818	6.866	23.463	8.787	8.294	1.594	248.061	1004.931	24.026
2015-06-14 07:43:00	156850	24.559	96.750	7.038	23.481	8.695	8.071	2.396	262.456	1004.948	24.055
2015-06-14 07:44:00	156851	24.531	96.421	6.714	23.456	8.934	8.449	2.903	257.362	1004.943	24.048
2015-06-14 07:45:00	156852	24.498	96.472	6.370	23.427	8.780	8.147	1.811	240.707	1004.987	24.026
2015-06-14 07:46:00	156853	24.478	96.664	7.463	23.430	9.290	8.694	1.694	238.533	1004.956	24.004
2015-06-14 07:47:00	156854	24.473	97.088	9.002	23.446	10.410	9.898	1.803	238.107	1004.963	23.999
2015-06-14 07:48:00	156855	24.470	96.850	9.713	23.444	10.855	10.509	2.240	244.639	1005.034	24.008
2015-06-14 07:49:00	156856	24.451	97.065	11.853	23.452	12.244	12.023	1.871	242.156	1005.070	24.002
2015-06-14 07:50:00	156857	24.439	97.108	12.392	23.463	12.765	12.311	2.089	250.358	1005.074	23.995
