Tm	Rec_ID	AvgTamb	AvgHamb	AvgGSi00	AvgTSi00	AvgSPN1_G	AvgSPN1_D	AvgWind_S	AvgWind_D	AvgAir_P	AvgTmod
2015-06-14 07:51:00	156858	24.422	97.125	14.167	23.468	14.327	13.700	2.397	251.662	1005.010	24.001
2015-06-14 07:52:00	156859	24.410	97.407	15.426	23.479	15.128	14.632	2.770	236.212	1005.062	24.007
2015-06-14 07:53:00	156860	24.417	97.226	16.884	23.485	15.890	15.414	3.001	243.400	1005.036	24.012
2015-06-14 07:54:00	156861	24.434	97.984	16.655	23.501	16.057	15.563	2.335	241.348	1005.086	24.007
2015-06-14 07:55:00	156862	24.443	97.394	16.552	23.515	15.989	15.433	3.149	238.602	1005.055	24.015
2015-06-14 07:56:00	156863	24.441	97.764	16.617	23.507	15.832	15.402	2.303	233.383	1005.121	24.035
2015-06-14 07:57:00	156864	24.498	97.533	17.821	23.547	16.687	15.948	2.654	241.177	1005.121	24.064
2015-06-14 07:58:00	156865	24.459	96.935	18.839	23.495	18.018	17.601	2.754	244.190	1005.142	24.057
2015-06-14 07:59:00	156866	24.454	97.078	19.404	23.471	18.848	18.220	2.418	251.638	1005.187	24.046
2015-06-14 08:00:00	156867	24.437	96.859	19.767	23.444	19.001	18.529	3.031	257.633	1005.188	24.033
2015-06-14 08:01:00	156868	24.423	96.987	19.980	23.430	19.446	19.023	2.583	247.716	1005.227	24.021
2015-06-14 08:02:00	156869	24.417	96.878	21.052	23.425	20.312	19.743	2.840	251.626	1005.217	24.010
2015-06-14 08:03:00	156870	24.403	97.002	22.203	23.432	21.158	20.538	1.952	236.947	1005.220	23.992
2015-06-14 08:04:00	156871	24.390	97.155	24.133	23.447	22.773	21.931	1.549	250.954	1005.334	23.986
2015-06-14 08:05:00	156872	24.365	97.159	25.885	23.451	24.173	23.649	2.219	261.252	1005.275	23.998
2015-06-14 08:06:00	156873	24.360	97.563	28.353	23.466	26.079	25.356	2.908	259.023	1005.295	24.009
2015-06-14 08:07:00	156874	24.337	97.504	29.569	23.473	26.909	26.416	2.872	252.730	1005.321	24.023
2015-06-14 08:08:00	156875	24.332	97.576	29.707	23.480	27.138	26.477	3.440	253.759	1005.331	24.034
2015-06-14 08:09:00	156876	24.310	97.653	30.851	23.460	27.975	27.217	3.224	256.853	1005.378	24.030
2015-06-14 08:10:00	156877	24.287	97.619	30.257	23.457	27.703	26.662	2.488	251.301	1005.380	24.016
2015-06-14 08:11:00	156878	24.272	97.762	30.078	23.472	27.476	27.058	3.058	250.366	1005.421	24.009
2015-06-14 08:12:00	156879	24.245	97.796	30.851	23.455	28.232	27.958	2.763	253.704	1005.487	24.000
2015-06-14 08:13:00	156880	24.237	98.168	30.800	23.470	27.956	27.708	2.266	253.999	1005.493	23.995
2015-06-14 08:14:00	156881	24.234	98.041	30.407	23.468	27.519	27.573	2.902	250.841	1005.499	24.004
2015-06-14 08:15:00	156882	24.209	98.116	30.135	23.448	27.763	27.252	2.937	261.632	1005.471	24.005
2015-06-14 08:16:00	156883	24.198	98.241	30.343	23.458	27.549	27.212	2.287	255.996	1005.589	24.003
2015-06-14 08:17:00	156884	24.182	98.286	31.198	23.468	28.117	27.321	3.469	262.149	1005.605	23.998
2015-06-14 08:18:00	156885	24.218	99.043	32.367	23.482	29.185	28.126	3.668	232.904	1005.577	24.011
2015-06-14 08:19:00	156886	24.207	98.322	33.558	23.476	29.709	28.767	3.336	268.325	1005.597	24.008
2015-06-14 08:20:00	156887	24.180	98.456	33.909	23.480	29.704	28.939	3.607	261.456	1005.585	24.001
2015-06-14 08:21:00	156888	24.172	98.595	32.626	23.494	28.803	28.211	2.212	252.891	1005.639	24.003
2015-06-14 08:22:00	156889	24.160	98.645	30.015	23.504	26.952	26.107	2.290	257.422	1005.659	24.002
2015-06-14 08:23:00	156890	24.162	98.867	30.867	23.533	26.978	26.317	2.626	257.065	1005.697	24.010
2015-06-14 08:24:00	156891	24.157	98.848	33.114	23.538	28.798	28.405	2.984	254.026	1005.663	24.022
2015-06-14 08:25:00	156892	24.148	98.898	34.049	23.545	29.595	29.034	2.447	255.484	1005.678	24.031
2015-06-14 08:26:00	156893	24.144	99.036	34.959	23.562	30.031	29.631	2.687	257.542	1005.717	24.041
2015-06-14 08:27:00	156894	24.152	99.450	36.887	23.584	31.422	31.184	2.522	233.916	1005.717	24.056
2015-06-14 08:28:00	156895	24.196	99.411	37.241	23.647	31.457	31.255	2.398	259.151	1005.725	24.089
2015-06-14 08:29:00	156896	24.177	99.273	37.647	23.644	32.110	31.812	2.025	244.469	1005.765	24.109
2015-06-14 08:30:00	156897	24.188	99.473	38.687	23.682	32.735	32.179	2.661	257.959	1005.742	24.130
2015-06-14 08:31:00	156898	24.192	99.408	40.425	23.703	33.792	33.044	2.143	227.814	1005.755	24.146
2015-06-14 08:32:00	156899	24.183	99.412	40.586	23.701	33.801	33.293	2.387	261.658	1005.779	24.159
2015-06-14 08:33:00	156900	24.171	99.338	37.809	23.688	32.739	31.962	2.500	251.150	1005.823	24.168
2015-06-14 08:34:00	156901	24.163	99.556	36.427	23.679	31.713	31.275	1.974	254.593	1005.840	24.178
2015-06-14 08:35:00	156902	24.174	99.650	42.508	23.710	36.328	35.588	2.154	246.638	1005.804	24.198
2015-06-14 08:36:00	156903	24.189	99.706	46.035	23.737	39.011	38.264	2.955	260.729	1005.817	24.226
2015-06-14 08:37:00	156904	24.187	99.636	49.991	23.767	41.848	41.396	2.139	266.084	1005.812	24.251
2015-06-14 08:38:00	156905	24.195	99.784	51.756	23.801	42.940	42.330	2.231	249.166	1005.824	24.281
2015-06-14 08:39:00	156906	24.205	99.679	52.459	23.825	43.472	42.727	2.569	259.523	1005.874	24.309
2015-06-14 08:40:00	156907	24.215	99.777	52.767	23.839	43.718	43.134	2.290	255.230	1005.876	24.328
2015-06-14 08:41:00	156908	24.221	99.702	50.577	23.855	42.183	41.489	2.775	259.607	1005.867	24.344
2015-06-14 08:42:00	156909	24.229	99.766	47.704	23.867	40.504	39.951	2.353	247.444	1005.856	24.357
2015-06-14 08:43:00	156910	24.227	99.571	53.087	23.868	44.711	43.497	2.709	251.030	1005.832	24.371
2015-06-14 08:44:00	156911	24.233	99.730	53.944	23.876	45.035	44.154	2.322	258.590	1005.875	24.377
2015-06-14 08:45:00	156912	24.253	99.851	51.279	23.902	43.174	42.518	2.059	262.484	1005.886	24.392
2015-06-14 08:46:00	156913	24.259	99.634	52.168	23.902	44.141	43.317	2.365	257.979	1005.878	24.409
2015-06-14 08:47:00	156914	24.254	99.610	50.948	23.877	43.120	42.309	2.364	249.089	1005.865	24.423
2015-06-14 08:48:00	156915	24.255	99.693	46.981	23.862	40.823	39.771	2.119	263.493	1005.876	24.430
2015-06-14 08:49:00	156916	24.279	99.826	49.340	23.875	41.885	41.256	2.906	250.690	1005.884	24.436
2015-06-14 08:50:00	156917	24.284	99.703	49.979	23.878	42.362	41.521	2.092	248.663	1005.893	24.427
2015-06-14 08:51:00	156918	24.285	99.565	49.836	23.885	41.980	41.128	2.505	258.854	1005.882	24.425
2015-06-14 08:52:00	156919	24.299	100.020	49.415	23.909	41.960	41.075	1.593	233.528	1005.854	24.437
2015-06-14 08:53:00	156920	24.334	99.747	49.339	23.947	41.573	40.689	2.233	252.653	1005.823	24.462
2015-06-14 08:54:00	156921	24.333	99.710	49.463	23.922	41.716	41.071	3.340	254.617	1005.857	24.473
2015-06-14 08:55:00	156922	24.320	99.446	50.033	23.886	42.842	41.955	2.824	260.068	1005.834	24.451
2015-06-14 08:56:00	156923	24.311	99.475	51.004	23.879	43.771	42.957	2.362	260.449	1005.842	24.426
2015-06-14 08:57:00	156924	24.306	99.415	53.764	23.880	45.448	44.307	2.848	257.885	1005.820	24.419
2015-06-14 08:58:00	156925	24.303	99.453	56.379	23.879	47.683	46.880	2.964	253.400	1005.821	24.410
2015-06-14 08:59:00	156926	24.307	99.483	59.438	23.898	50.091	49.090	2.678	254.602	1005.824	24.408
2015-06-14 09:00:00	156927	24.307	99.440	62.245	23.915	52.093	51.360	2.337	257.594	1005.842	24.416
2015-06-14 09:01:00	156928	24.311	99.424	64.398	23.944	53.955	53.104	3.266	254.581	1005.830	24.439
2015-06-14 09:02:00	156929	24.311	99.606	65.605	23.946	54.652	54.113	2.345	247.699	1005.826	24.458
2015-06-14 09:03:00	156930	24.362	99.759	66.086	24.015	55.242	54.058	2.373	261.195	1005.838	24.486
2015-06-14 09:04:00	156931	24.358	99.452	65.587	24.025	54.823	53.818	2.059	251.850	1005.841	24.513
2015-06-14 09:05:00	156932	24.354	99.239	61.655	23.984	51.733	51.421	2.827	252.943	1005.900	24.534
2015-06-14 09:06:00	156933	24.342	99.154	60.899	23.942	51.810	51.220	2.014	244.715	1005.888	24.530
2015-06-14 09:07:00	156934	24.339	99.195	65.216	23.955	55.070	54.220	2.523	256.506	1005.896	24.536
2015-06-14 09:08:00	156935	24.341	99.144	66.876	23.969	56.316	55.335	2.107	246.090	1005.898	24.545
2015-06-14 09:09:00	156936	24.340	99.176	68.278	23.976	57.347	56.672	2.827	243.517	1005.894	24.555
2015-06-14 09:10:00	156937	24.338	99.183	67.165	23.987	56.220	55.750	1.598	257.390	1005.930	24.569
2015-06-14 09:11:00	156938	24.349	99.216	63.072	24.012	52.945	52.136	2.553	244.380	1005.947	24.577
2015-06-14 09:12:00	156939	24.351	99.187	56.680	24.006	47.992	47.379	1.462	236.859	1005.929	24.574
2015-06-14 09:13:00	156940	24.355	99.156	52.771	24.004	45.214	44.614	2.257	261.143	1006.005	24.573
2015-06-14 09:14:00	156941	24.354	99.101	53.045	23.971	45.350	45.016	1.810	258.296	1005.975	24.568
2015-06-14 09:15:00	156942	24.356	99.167	56.586	23.956	47.630	47.254	2.144	252.745	1005.979	24.570
2015-06-14 09:16:00	156943	24.355	99.037	58.404	23.955	48.989	48.393	1.851	256.434	1006.016	24.571
2015-06-14 09:17:00	156944	24.372	99.508	59.070	23.983	49.300	49.049	2.043	243.127	1005.971	24.578
2015-06-14 09:18:00	156945	24.397	99.237	61.642	24.004	50.818	50.674	1.821	255.758	1006.033	24.595
2015-06-14 09:19:00	156946	24.406	99.283	59.998	24.027	49.958	49.895	2.140	249.073	1006.042	24.613
2015-06-14 09:20:00	156947	24.412	99.299	60.150	24.009	50.215	50.127	1.887	231.514	1006.023	24.617
2015-06-14 09:21:00	156948	24.425	99.156	58.641	24.034	49.069	48.474	2.567	241.186	1006.076	24.629
2015-06-14 09:22:00	156949	24.417	99.199	58.002	24.021	48.648	48.351	1.557	247.120	1006.067	24.629
2015-06-14 09:23:00	156950	24.432	99.179	62.279	24.047	51.483	51.059	2.230	259.301	1006.109	24.641
2015-06-14 09:24:00	156951	24.429	99.071	61.487	24.044	51.047	50.955	1.739	238.698	1006.097	24.639
2015-06-14 09:25:00	156952	24.429	99.064	58.197	24.048	48.756	48.376	2.256	252.582	1006.092	24.644
2015-06-14 09:26:00	156953	24.434	99.115	57.438	24.055	48.022	47.548	1.819	248.953	1006.099	24.644
2015-06-14 09:27:00	156954	24.438	99.157	57.701	24.065	48.136	47.431	1.511	242.059	1006.093	24.650
2015-06-14 09:28:00	156955	24.452	99.140	56.617	24.092	47.277	46.528	1.382	246.300	1006.103	24.671
2015-06-14 09:29:00	156956	24.458	99.282	55.596	24.108	46.340	45.851	1.290	252.721	1006.132	24.690
2015-06-14 09:30:00	156957	24.473	99.054	57.411	24.123	47.937	47.317	1.967	258.037	1006.120	24.706
2015-06-14 09:31:00	156958	24.462	98.941	58.695	24.097	48.790	48.368	1.445	247.676	1006.102	24.708
2015-06-14 09:32:00	156959	24.459	98.927	58.761	24.072	49.266	48.796	1.915	240.550	1006.069	24.716
2015-06-14 09:33:00	156960	24.449	98.873	59.112	24.057	49.570	49.167	1.336	233.849	1006.045	24.716
2015-06-14 09:34:00	156961	24.459	99.092	60.200	24.101	50.388	49.606	1.099	246.112	1006.084	24.723
2015-06-14 09:35:00	156962	24.476	99.176	61.050	24.132	51.196	50.407	1.665	240.947	1006.070	24.740
2015-06-14 09:36:00	156963	24.531	99.523	62.453	24.203	51.745	51.097	1.524	251.547	1006.020	24.773
2015-06-14 09:37:00	156964	24.546	98.971	64.358	24.222	53.064	52.628	1.249	239.768	1006.035	24.791
2015-06-14 09:38:00	156965	24.550	99.099	65.752	24.227	54.026	53.640	1.206	241.876	1006.023	24.807
2015-06-14 09:39:00	156966	24.575	99.009	66.023	24.259	54.629	54.144	1.194	237.380	1006.007	24.826
2015-06-14 09:40:00	156967	24.567	98.749	66.209	24.252	55.366	54.736	1.131	245.994	1006.017	24.827
2015-06-14 09:41:00	156968	24.565	98.868	66.311	24.257	55.472	55.325	1.467	247.824	1006.048	24.835
2015-06-14 09:42:00	156969	24.565	98.694	63.146	24.248	53.325	53.101	2.344	258.380	1006.076	24.849
2015-06-14 09:43:00	156970	24.557	98.868	52.607	24.208	45.443	44.814	1.897	261.868	1006.091	24.851
2015-06-14 09:44:00	156971	24.572	98.899	50.381	24.189	44.137	43.930	1.835	241.895	1006.063	24.831
2015-06-14 09:45:00	156972	24.575	98.803	57.025	24.179	48.781	48.756	1.933	246.779	1006.119	24.811
2015-06-14 09:46:00	156973	24.576	98.876	54.437	24.184	46.478	46.237	1.490	255.054	1006.120	24.806
2015-06-14 09:47:00	156974	24.576	98.771	49.606	24.181	42.719	42.227	1.564	256.480	1006.156	24.804
2015-06-14 09:48:00	156975	24.587	99.099	46.767	24.194	40.686	40.451	1.864	272.132	1006.121	24.800
2015-06-14 09:49:00	156976	24.594	98.842	54.934	24.196	46.665	46.271	1.977	267.643	1006.166	24.796
2015-06-14 09:50:00	156977	24.585	98.713	59.508	24.187	49.076	48.410	2.191	253.735	1006.163	24.789
2015-06-14 09:51:00	156978	24.590	99.039	57.190	24.193	47.244	46.446	1.861	249.470	1006.160	24.781
2015-06-14 09:52:00	156979	24.589	98.607	51.887	24.187	43.732	42.918	2.121	260.682	1006.180	24.771
2015-06-14 09:53:00	156980	24.565	98.631	44.631	24.111	38.755	37.930	2.236	247.877	1006.190	24.747
2015-06-14 09:54:00	156981	24.568	98.801	42.332	24.075	37.164	36.602	2.478	260.274	1006.200	24.721
2015-06-14 09:55:00	156982	24.558	98.732	51.048	24.060	43.524	42.965	1.850	249.376	1006.247	24.684
2015-06-14 09:56:00	156983	24.568	99.003	61.921	24.112	51.342	51.075	1.657	257.866	1006.221	24.681
2015-06-14 09:57:00	156984	24.579	98.871	68.037	24.172	55.384	54.133	1.710	253.601	1006.253	24.701
2015-06-14 09:58:00	156985	24.578	99.002	69.415	24.221	56.525	56.000	1.508	264.484	1006.232	24.738
2015-06-14 09:59:00	156986	24.592	98.981	72.527	24.279	58.478	57.770	1.745	253.911	1006.212	24.786
2015-06-14 10:00:00	156987	24.600	99.148	74.801	24.298	60.267	59.555	1.827	246.676	1006.221	24.829
2015-06-14 10:01:00	156988	24.629	99.144	73.108	24.338	59.155	58.355	1.888	251.484	1006.215	24.866
2015-06-14 10:02:00	156989	24.626	98.975	71.588	24.338	57.930	57.520	1.913	254.274	1006.254	24.891
2015-06-14 10:03:00	156990	24.626	99.028	73.905	24.350	59.477	59.346	1.808	251.152	1006.268	24.912
2015-06-14 10:04:00	156991	24.639	99.076	74.540	24.392	59.776	59.588	2.037	262.386	1006.268	24.939
2015-06-14 10:05:00	156992	24.624	98.813	79.691	24.361	63.758	63.397	1.861	253.443	1006.245	24.963
2015-06-14 10:06:00	156993	24.618	98.920	84.703	24.367	68.065	67.573	2.030	247.162	1006.203	24.989
2015-06-14 10:07:00	156994	24.622	99.085	89.991	24.410	71.850	70.836	1.709	248.137	1006.253	25.023
2015-06-14 10:08:00	156995	24.636	99.141	94.908	24.476	75.672	75.219	1.613	249.708	1006.257	25.072
2015-06-14 10:09:00	156996	24.652	99.271	102.256	24.544	81.287	80.669	1.563	236.667	1006.239	25.131
2015-06-14 10:10:00	156997	24.677	99.391	107.459	24.628	85.363	84.562	1.476	239.063	1006.202	25.204
2015-06-14 10:11:00	156998	24.697	99.361	111.727	24.701	88.376	87.688	1.317	237.628	1006.200	25.285
2015-06-14 10:12:00	156999	24.709	99.183	114.677	24.749	90.685	89.501	1.295	246.700	1006.222	25.371
2015-06-14 10:13:00	157000	24.712	99.293	116.893	24.789	92.398	92.248	1.496	254.222	1006.202	25.453
2015-06-14 10:14:00	157001	24.728	99.337	122.998	24.851	97.534	97.212	1.907	257.663	1006.210	25.528
2015-06-14 10:15:00	157002	24.733	99.321	127.370	24.870	101.189	101.266	1.930	263.272	1006.187	25.585
2015-06-14 10:16:00	157003	24.742	99.305	130.584	24.886	104.296	104.123	1.935	253.050	1006.160	25.623
2015-06-14 10:17:00	157004	24.758	99.288	132.933	24.960	106.272	106.063	1.812	250.593	1006.173	25.658
2015-06-14 10:18:00	157005	24.751	99.186	132.947	24.914	106.820	106.825	1.903	251.440	1006.136	25.695
2015-06-14 10:19:00	157006	24.769	99.380	132.921	24.945	107.810	107.791	2.197	254.437	1006.121	25.734
2015-06-14 10:20:00	157007	24.786	99.419	131.573	24.941	106.908	106.916	2.225	241.615	1006.121	25.759
2015-06-14 10:21:00	157008	24.796	99.287	127.169	24.905	104.290	103.997	2.347	237.579	1006.061	25.773
2015-06-14 10:22:00	157009	24.796	99.321	118.809	24.875	97.890	95.953	1.596	237.542	1006.130	25.769
2015-06-14 10:23:00	157010	24.813	99.447	109.167	24.885	90.625	88.218	1.873	232.859	1006.068	25.776
2015-06-14 10:24:00	157011	24.824	99.376	106.473	24.856	88.870	87.439	1.689	237.100	1006.001	25.766
2015-06-14 10:25:00	157012	24.831	99.350	108.489	24.882	89.591	89.042	1.243	247.668	1006.065	25.754
2015-06-14 10:26:00	157013	24.845	99.512	102.790	24.917	84.015	82.655	2.004	237.682	1006.073	25.745
2015-06-14 10:27:00	157014	24.852	99.371	88.014	24.851	73.819	72.131	1.772	247.545	1006.011	25.718
2015-06-14 10:28:00	157015	24.850	99.416	78.687	24.781	67.783	66.593	1.996	244.007	1006.027	25.674
2015-06-14 10:29:00	157016	24.857	99.374	84.883	24.766	72.335	70.122	1.940	250.414	1005.983	25.616
2015-06-14 10:30:00	157017	24.853	99.370	88.859	24.765	74.343	73.801	2.445	252.630	1006.030	25.569
2015-06-14 10:31:00	157018	24.849	99.381	98.166	24.760	81.198	79.676	2.277	250.629	1006.023	25.525
2015-06-14 10:32:00	157019	24.853	99.406	115.914	24.822	94.252	93.701	2.365	241.527	1005.926	25.512
2015-06-14 10:33:00	157020	24.849	99.379	115.970	24.883	93.127	92.449	2.644	246.295	1005.926	25.528
2015-06-14 10:34:00	157021	24.848	99.437	110.676	24.899	89.799	89.981	2.263	249.398	1005.908	25.544
2015-06-14 10:35:00	157022	24.860	99.531	107.557	24.945	86.731	85.045	2.031	245.055	1005.907	25.568
2015-06-14 10:36:00	157023	24.873	99.575	108.530	24.974	88.411	87.629	1.706	253.268	1005.861	25.589
2015-06-14 10:37:00	157024	24.893	99.756	114.344	25.001	92.238	90.593	2.023	245.767	1005.860	25.632
2015-06-14 10:38:00	157025	24.914	99.688	116.473	25.054	94.967	94.464	1.313	252.165	1005.834	25.693
2015-06-14 10:39:00	157026	24.931	99.742	122.316	25.089	100.251	99.807	1.741	237.714	1005.768	25.750
2015-06-14 10:40:00	157027	24.946	99.627	140.751	25.169	114.372	113.504	1.785	255.619	1005.749	25.822
2015-06-14 10:41:00	157028	24.944	99.592	138.579	25.214	111.963	110.925	1.970	259.450	1005.761	25.904
2015-06-14 10:42:00	157029	24.965	99.769	130.983	25.236	107.565	106.809	1.460	245.803	1005.741	25.982
2015-06-14 10:43:00	157030	24.979	99.708	139.739	25.272	116.804	115.479	2.397	238.938	1005.686	26.037
2015-06-14 10:44:00	157031	24.997	99.801	149.758	25.335	122.867	121.034	1.437	233.807	1005.667	26.080
2015-06-14 10:45:00	157032	25.018	99.804	146.831	25.413	120.860	120.607	1.590	239.064	1005.664	26.155
2015-06-14 10:46:00	157033	25.037	99.804	171.379	25.437	140.877	138.946	1.949	240.264	1005.650	26.235
2015-06-14 10:47:00	157034	25.062	99.945	186.984	25.603	151.513	150.679	1.244	240.512	1005.661	26.347
2015-06-14 10:48:00	157035	25.098	99.953	191.643	25.747	155.977	155.697	2.193	245.833	1005.619	26.489
2015-06-14 10:49:00	157036	25.115	99.859	191.096	25.780	156.454	156.435	1.534	217.626	1005.618	26.608
2015-06-14 10:50:00	157037	25.137	99.867	191.492	25.879	158.139	157.911	1.303	253.511	1005.647	26.735
2015-06-14 10:51:00	157038	25.158	99.841	201.300	25.964	164.373	163.944	1.391	246.893	1005.640	26.843
2015-06-14 10:52:00	157039	25.209	100.318	205.083	26.052	168.013	167.980	2.016	247.612	1005.603	26.955
2015-06-14 10:53:00	157040	25.243	99.940	210.662	26.101	172.418	172.422	2.056	255.827	1005.642	27.046
2015-06-14 10:54:00	157041	25.236	99.255	212.557	26.025	175.053	174.898	3.305	248.813	1005.627	27.087
2015-06-14 10:55:00	157042	25.183	99.035	213.946	25.855	177.185	177.227	2.391	236.850	1005.564	27.057
2015-06-14 10:56:00	157043	25.172	99.173	216.529	25.835	180.192	180.015	2.541	217.218	1005.565	27.015
2015-06-14 10:57:00	157044	25.184	99.276	217.443	25.870	180.781	180.775	1.632	240.024	1005.554	26.985
2015-06-14 10:58:00	157045	25.202	99.121	217.231	25.918	180.440	180.304	2.461	251.332	1005.557	26.984
2015-06-14 10:59:00	157046	25.224	99.225	215.231	25.924	178.624	178.656	2.550	226.092	1005.571	27.008
2015-06-14 11:00:00	157047	25.257	99.228	213.981	25.984	177.801	177.874	1.934	222.066	1005.552	27.035
2015-06-14 11:01:00	157048	25.285	99.085	213.197	25.981	176.763	176.825	1.712	249.196	1005.571	27.093
2015-06-14 11:02:00	157049	25.311	99.067	210.925	26.004	174.398	174.233	1.686	255.209	1005.572	27.159
2015-06-14 11:03:00	157050	25.320	98.667	207.730	25.977	171.554	171.501	2.376	239.920	1005.543	27.199
2015-06-14 11:04:00	157051	25.326	98.742	204.311	25.874	169.023	168.773	1.767	234.596	1005.568	27.190
2015-06-14 11:05:00	157052	25.359	98.913	201.318	25.982	166.217	165.792	1.162	227.072	1005.562	27.208
2015-06-14 11:06:00	157053	25.394	98.902	199.081	26.060	164.166	163.592	1.805	254.562	1005.586	27.280
2015-06-14 11:07:00	157054	25.429	98.778	198.020	26.098	163.187	162.891	1.895	257.051	1005.547	27.297
2015-06-14 11:08:00	157055	25.441	98.587	197.611	26.009	164.242	164.106	1.654	251.167	1005.542	27.291
2015-06-14 11:09:00	157056	25.457	98.460	198.342	25.980	164.970	164.872	1.484	229.438	1005.546	27.312
2015-06-14 11:10:00	157057	25.461	98.447	199.174	26.048	165.477	165.243	1.483	238.805	1005.518	27.338
2015-06-14 11:11:00	157058	25.487	98.506	198.943	26.036	164.923	164.842	1.781	229.344	1005.503	27.373
2015-06-14 11:12:00	157059	25.495	98.256	198.055	25.960	164.591	164.573	2.065	228.055	1005.501	27.385
2015-06-14 11:13:00	157060	25.482	97.949	196.757	25.909	164.016	163.839	2.308	247.720	1005.503	27.357
2015-06-14 11:14:00	157061	25.483	97.907	195.525	25.886	163.021	163.410	2.265	235.611	1005.461	27.274
2015-06-14 11:15:00	157062	25.481	97.732	194.528	25.868	162.548	162.364	2.585	253.567	1005.468	27.184
2015-06-14 11:16:00	157063	25.475	97.584	194.327	25.800	162.431	162.422	2.756	261.002	1005.436	27.076
2015-06-14 11:17:00	157064	25.486	97.539	193.946	25.810	161.895	161.592	2.639	246.757	1005.433	26.973
2015-06-14 11:18:00	157065	25.491	97.482	194.593	25.771	161.558	160.000	2.121	240.707	1005.435	26.913
2015-06-14 11:19:00	157066	25.502	97.478	194.382	25.827	160.858	159.298	2.151	247.586	1005.425	26.893
2015-06-14 11:20:00	157067	25.506	97.455	194.046	25.909	160.181	158.321	1.449	246.961	1005.425	26.895
2015-06-14 11:21:00	157068	25.540	97.752	192.546	26.013	158.854	157.015	1.231	248.483	1005.459	26.945
2015-06-14 11:22:00	157069	25.577	97.918	191.327	26.113	157.589	155.914	1.578	256.945	1005.495	27.030
2015-06-14 11:23:00	157070	25.608	97.867	189.992	26.196	156.741	155.092	1.784	253.255	1005.515	27.116
2015-06-14 11:24:00	157071	25.635	97.772	188.775	26.301	156.207	154.820	1.861	262.100	1005.540	27.180
2015-06-14 11:25:00	157072	25.645	97.782	187.842	26.366	156.071	154.738	1.506	247.752	1005.582	27.222
2015-06-14 11:26:00	157073	25.681	97.988	188.358	26.455	156.347	155.314	1.411	242.427	1005.590	27.284
2015-06-14 11:27:00	157074	25.717	98.034	189.109	26.551	158.035	157.262	1.689	249.437	1005.588	27.370
2015-06-14 11:28:00	157075	25.743	97.862	191.814	26.598	160.610	160.491	1.779	232.116	1005.577	27.436
2015-06-14 11:29:00	157076	25.762	97.750	194.105	26.663	163.765	163.723	1.567	237.742	1005.554	27.488
2015-06-14 11:30:00	157077	25.764	97.532	196.868	26.725	166.986	166.567	1.168	240.663	1005.555	27.516
2015-06-14 11:31:00	157078	25.773	97.540	196.739	26.826	167.089	166.916	1.525	248.359	1005.543	27.548
2015-06-14 11:32:00	157079	25.778	97.475	197.921	26.887	169.138	167.958	1.598	232.600	1005.497	27.576
2015-06-14 11:33:00	157080	25.769	97.008	205.942	26.952	176.073	176.194	1.790	245.967	1005.539	27.579
2015-06-14 11:34:00	157081	25.748	96.973	206.498	27.034	175.764	174.107	1.564	256.150	1005.509	27.562
2015-06-14 11:35:00	157082	25.766	97.329	209.872	27.167	179.904	178.188	1.180	228.689	1005.494	27.583
2015-06-14 11:36:00	157083	25.796	97.379	218.492	27.302	186.293	184.446	1.212	224.554	1005.534	27.643
2015-06-14 11:37:00	157084	25.817	97.216	221.163	27.416	188.763	186.601	1.463	231.960	1005.535	27.717
2015-06-14 11:38:00	157085	25.826	97.148	224.595	27.526	191.796	189.191	1.068	230.758	1005.541	27.773
2015-06-14 11:39:00	157086	25.845	97.171	227.809	27.646	195.034	192.809	1.343	240.625	1005.504	27.853
2015-06-14 11:40:00	157087	25.843	96.843	229.759	27.782	197.676	194.899	2.143	245.166	1005.534	27.921
2015-06-14 11:41:00	157088	25.836	96.770	232.781	27.887	201.477	198.810	2.074	244.690	1005.579	27.915
2015-06-14 11:42:00	157089	25.839	96.745	236.877	28.047	205.966	203.735	1.139	243.596	1005.563	27.919
2015-06-14 11:43:00	157090	25.829	96.448	241.053	28.353	210.371	208.774	0.736	273.248	1005.527	27.988
2015-06-14 11:44:00	157091	25.841	96.946	245.980	28.539	214.047	212.035	1.098	256.483	1005.542	28.087
2015-06-14 11:45:00	157092	25.888	96.985	251.421	28.660	218.696	218.525	1.256	235.401	1005.533	28.209
2015-06-14 11:46:00	157093	25.915	96.965	251.760	28.804	218.398	216.921	0.962	237.507	1005.541	28.339
2015-06-14 11:47:00	157094	25.953	97.142	262.740	29.034	228.546	227.589	1.354	220.523	1005.516	28.488
2015-06-14 11:48:00	157095	25.990	96.926	269.943	29.163	235.693	233.934	1.943	227.404	1005.506	28.623
2015-06-14 11:49:00	157096	25.992	96.503	276.418	29.124	244.043	242.941	1.568	232.069	1005.467	28.749
2015-06-14 11:50:00	157097	26.000	96.419	282.069	29.091	248.681	248.114	1.949	232.507	1005.477	28.881
2015-06-14 11:51:00	157098	26.018	96.556	288.979	29.274	255.284	255.651	1.627	244.172	1005.488	29.058
2015-06-14 11:52:00	157099	26.029	95.968	293.257	29.472	260.097	260.420	2.269	247.170	1005.473	29.281
2015-06-14 11:53:00	157100	26.031	95.969	297.970	29.561	265.182	265.309	1.640	236.892	1005.483	29.523
2015-06-14 11:54:00	157101	26.086	96.408	300.370	29.720	267.010	267.369	2.251	232.215	1005.472	29.848
