date_stamp,time_stamp,temperature
270515,20:58:00,28.2632638173
270515,20:59:00,28.2632638173
270515,21:00:00,28.2632638173
270515,21:01:00,28.2632638173
270515,21:02:00,28.2632638173
270515,21:03:00,28.2632638173
270515,21:06:00,28.2632638173
270515,21:07:00,28.2632638173
270515,21:08:00,28.2632638173
270515,21:09:00,28.2632638173
270515,21:10:00,28.2632638173
270515,21:11:00,28.2632638173
270515,21:12:00,28.2632638173
270515,21:13:00,28.2632638173
270515,21:14:00,28.2632638173
270515,21:15:00,28.2632638173
270515,21:16:00,28.2632638173
270515,21:17:00,28.2632638173
270515,21:18:00,28.2632638173
270515,21:19:00,28.2632638173
270515,21:20:00,28.2632638173
270515,21:21:00,28.2632638173
270515,21:22:00,28.2632638173
270515,21:23:00,30.8444649949
270515,21:24:00,28.2632638173
270515,21:25:00,28.2632638173
270515,21:26:00,28.2632638173
270515,21:27:00,28.2632638173
270515,21:28:00,28.2632638173
270515,21:29:00,28.2632638173
270515,21:30:00,28.2632638173
270515,21:31:00,28.2632638173
270515,21:32:00,30.8444649949
270515,21:33:00,28.2632638173
270515,21:34:00,28.2632638173
270515,21:35:00,28.2632638173
270515,21:36:00,30.8444649949
270515,21:37:00,28.2632638173
270515,21:38:00,30.8444649949
270515,21:39:00,30.8444649949
270515,21:40:00,30.8444649949
270515,21:41:00,30.8444649949
270515,21:42:00,28.2632638173
270515,21:43:00,30.8444649949
270515,21:44:00,30.8444649949
270515,21:45:00,30.8444649949
270515,21:46:00,28.2632638173
270515,21:47:00,30.8444649949
270515,21:48:00,30.8444649949
270515,21:49:00,30.8444649949
270515,21:50:00,28.2632638173
270515,21:51:00,28.2632638173
270515,21:52:00,30.8444649949
270515,21:53:00,30.8444649949
270515,21:54:00,30.8444649949
270515,21:55:00,30.8444649949
270515,21:56:00,30.8444649949
270515,21:57:00,28.2632638173
270515,21:58:00,30.8444649949
270515,21:59:00,30.8444649949
270515,22:00:00,30.8444649949
270515,22:01:00,30.8444649949
270515,22:02:00,30.8444649949
270515,22:03:00,30.8444649949
270515,22:04:00,30.8444649949
270515,22:05:00,30.8444649949
270515,22:06:00,30.8444649949
270515,22:07:00,30.8444649949
270515,22:08:00,30.8444649949
270515,22:09:00,30.8444649949
270515,22:10:00,30.8444649949
270515,22:11:00,30.8444649949
270515,22:12:00,30.8444649949
270515,22:13:00,30.8444649949
270515,22:14:00,30.8444649949
270515,22:15:00,30.8444649949
270515,22:16:00,30.8444649949
270515,22:17:00,30.8444649949
270515,22:18:00,30.8444649949
270515,22:19:00,30.8444649949
270515,22:20:00,30.8444649949
270515,22:21:00,30.8444649949
270515,22:22:00,30.8444649949
270515,22:22:59,30.8444649949
270515,22:24:00,30.8444649949
270515,22:25:00,30.8444649949
270515,22:26:00,30.8444649949
270515,22:27:00,30.8444649949
270515,22:28:00,30.8444649949
270515,22:29:00,30.8444649949
270515,22:29:12,30.8444649949
270515,22:30:00,30.8444649949
270515,22:30:12,30.8444649949
270515,22:31:00,30.8444649949
270515,22:31:12,30.8444649949
270515,22:32:00,30.8444649949
270515,22:32:12,30.8444649949
270515,22:33:00,30.8444649949
270515,22:33:12,30.8444649949
270515,22:34:00,30.8444649949
270515,22:34:12,30.8444649949
270515,22:35:00,30.8444649949
270515,22:35:12,30.8444649949
270515,22:36:00,30.8444649949
270515,22:36:12,28.2632638173
270515,22:37:00,28.2632638173
270515,22:37:12,30.8444649949
