date_stamp,time_stamp,apparent_power,real_power,total_power
150717,00:00:00,0.0192729327828,-0.0304749980569,0.0360578894615
150717,00:01:00,0.0180961173028,-0.0305857770145,0.0355660356581
150717,00:02:00,0.019412798807,-0.031070927158,0.03663084656
150717,00:03:00,0.0183835085481,-0.0304787438363,0.0355936400592
150717,00:04:00,0.019563017413,-0.0311855394393,0.0368137136102
150717,00:05:00,0.0187017768621,-0.0298469662666,0.0352221205831
150717,00:06:00,0.0195590369403,-0.0310031250119,0.036657191813
150717,00:07:00,0.01911781542,-0.0307372137904,0.0361976139247
150717,00:08:00,0.0175207126886,-0.0302847716957,0.0349877513945
150717,00:09:00,0.0174154359847,-0.0304511096328,0.0350794456899
150717,00:10:00,0.0194727946073,-0.031209083274,0.0364892072976
150717,00:11:00,0.016435040161,-0.0293864924461,0.033794362098
150717,00:12:00,0.0174475498497,-0.0297538526356,0.0355300605297
150717,00:13:00,0.0170371159911,-0.0301432963461,0.0346248708665
150717,00:14:00,0.0160750485957,-0.0306996200234,0.0346536263824
150717,00:15:00,0.0156653635204,-0.029797308147,0.0336642712355
150717,00:16:00,0.0161363184452,-0.0293934885412,0.0335314460099
150717,00:17:00,0.0161312874407,-0.0297438688576,0.0338366106153
150717,00:18:00,0.0158173944801,-0.0301352702081,0.0340341664851
150717,00:19:00,0.0164473224431,-0.0299150478095,0.0341383144259
150717,00:20:00,0.0158543717116,-0.029700499028,0.0337654240429
150717,00:21:00,0.0175586156547,-0.0300984401256,0.0347416587174
150717,00:22:00,0.0184560175985,-0.0305170044303,0.0354325436056
150717,00:23:00,0.0179804991931,-0.0304046422243,0.0353233739734
150717,00:24:00,0.0179034397006,-0.0297299139202,0.0347044803202
150717,00:25:00,0.0177893713117,-0.0300065781921,0.0348834693432
150717,00:26:00,0.0158490817994,-0.0304906088859,0.0343637987971
150717,00:27:00,0.017267588526,-0.0299417600036,0.0345641225576
150717,00:28:00,0.0166187938303,-0.0298814252019,0.0341918691993
150717,00:29:00,0.0184196643531,-0.0301739964634,0.0353518612683
150717,00:30:00,0.0176291372627,-0.0296261198819,0.0344745330513
150717,00:31:00,0.0180217288435,-0.0305690281093,0.035836532712
150717,00:32:00,0.0177756007761,-0.0301052685827,0.0349471829832
150717,00:33:00,0.0179396662861,-0.0309669189155,0.0359863787889
150717,00:34:00,0.0184185169637,-0.0310945399106,0.0361401736736
150717,00:35:00,0.0194519795477,-0.0318343825638,0.0373069345951
150717,00:36:00,0.0187214314938,-0.0314042977989,0.0365612059832
150717,00:37:00,0.0184691771865,-0.0317394994199,0.0367220155895
150717,00:38:00,0.0169986691326,-0.0323231481016,0.0365204140544
150717,00:39:00,0.0166700873524,-0.0324912108481,0.036518085748
150717,00:40:00,0.0175812840462,-0.0338568873703,0.0381495766342
150717,00:41:00,0.0170067492872,-0.0322371535003,0.0364480949938
150717,00:42:00,0.0178210102022,-0.0319535434246,0.0365871191025
150717,00:43:00,0.0164843257517,-0.0320788100362,0.0360663719475
150717,00:44:00,0.0182667244226,-0.0316937342286,0.0365809500217
150717,00:45:00,0.0175083652139,-0.0323640406132,0.0366483666003
150717,00:46:00,0.0176707748324,-0.0321947671473,0.0362103767693
150717,00:47:00,0.0178899690509,-0.0316723436117,0.0360035263002
150717,00:48:00,0.017027631402,-0.0317436382174,0.0360222011805
150717,00:49:00,0.0166497007012,-0.0318191945553,0.0359120294452
150717,00:50:00,0.0178137645125,-0.031342562288,0.0360511653125
150717,00:51:00,0.0165981538594,-0.0316724739969,0.0357581377029
150717,00:52:00,0.0195006243885,-0.0318195670843,0.0373196899891
