id_sensor,date_stamp,time_stamp,mini_volts,temperature,irradiance
0,150721,09:33:00,14.8828125,-244.361023765,315.177039544
0,150721,09:34:00,39.9140625,44.6467467139,724.313467975
0,150721,09:35:00,14.9609375,45.4058939694,271.391488976
0,150721,09:36:00,13.796875,44.8681468473,250.342019312
0,150721,09:37:00,36.140625,44.9630371096,655.734869192
0,150721,09:38:00,37.3671875,46.5449383999,677.45905671
0,150721,09:39:00,17.6953125,47.6210594027,320.641516441
0,150721,09:40:00,15.7421875,46.8930572473,285.353327832
0,150721,09:41:00,35.5546875,47.3678232584,644.336540339
0,150721,09:42:00,24.421875,48.380883108,442.361582926
0,150721,09:43:00,37.671875,49.0142016773,682.149747684
0,150721,09:44:00,21.6015625,49.93272714,390.976458424
0,150721,09:45:00,37.140625,50.9465660356,671.888585227
0,150721,09:46:00,16.421875,50.9148789054,297.082855688
0,150721,09:47:00,27.3984375,50.0911191585,495.857936773
0,150721,09:48:00,11.0546875,49.6476404544,200.11196678
0,150721,09:49:00,37.296875,49.3625781246,675.243148867
0,150721,09:50:00,11.515625,49.6159656595,208.459119233
0,150721,09:51:00,19.65625,47.9376315964,356.118237741
0,150721,09:52:00,27.828125,49.1725500995,503.862986262
0,150721,09:53:00,40.34375,49.8376955382,730.234064752
0,150721,09:54:00,9.75,49.742666643,176.486228718
0,150721,09:55:00,9.03125,47.8426567863,163.629575254
0,150721,09:56:00,19.4296875,46.3550706854,352.289134989
0,150721,09:57:00,41.375,48.0959289514,749.544760189
0,150721,09:58:00,42.09375,49.996083045,761.849999833
0,150721,09:59:00,16.6953125,51.4536010658,301.949232522
0,150721,10:00:00,15.7578125,49.93272714,285.207781787
0,150721,10:01:00,13.546875,48.4758732329,245.367554746
0,150721,10:02:00,38.5625,48.9191962304,698.309666173
0,150721,10:03:00,11.671875,48.6025309379,211.393415529
0,150721,10:04:00,8.828125,47.3361700908,159.989384015
0,150721,10:05:00,16.21875,46.8930572473,293.991815672
0,150721,10:06:00,29.6875,46.9563554822,538.118461507
0,150721,10:07:00,34.5546875,48.5708660611,625.841839138
0,150721,10:08:00,16.2109375,49.2358915722,293.51010126
0,150721,10:09:00,17.296875,48.1909109675,313.33349537
0,150721,10:10:00,22.3359375,47.8109991167,404.692281265
0,150721,10:11:00,38.0546875,48.5392014846,689.243341927
0,150721,10:12:00,15.0,49.3309060356,271.572503135
0,150721,10:13:00,20.078125,48.5075372086,363.659024286
