slave_unit,date_stamp,time_stamp,apparent_power,real_power,total_power
2,150731,22:40:00,0.0167349148542,-0.0324726477265,0.0365312211215
2,150731,22:41:00,0.0190158635378,-0.0317598059773,0.0370881184936
2,150731,22:42:00,0.0191900264472,-0.0319898501039,0.0373042561114
2,150731,22:43:00,0.0195095464587,-0.0313984304667,0.0369659848511
2,150731,22:44:00,0.0197418946773,-0.0319907926023,0.0375919304788
2,150731,22:45:00,0.0195031594485,-0.0314960367978,0.0370455607772
2,150731,22:46:00,0.0192463863641,-0.0325152054429,0.0377844162285
2,150731,22:47:00,0.0198162216693,-0.0312136821449,0.0369726456702
2,150731,22:53:00,0.0165600143373,-0.0315821915865,0.0356604680419
2,150731,22:54:00,0.0197125077248,-0.0311360862106,0.0368515774608
2,150731,22:55:00,0.0173764787614,-0.0322263725102,0.0366125814617
2,150731,22:56:00,0.0164425428957,-0.032355748117,0.0362939611077
2,150731,22:57:00,0.0190664865077,-0.0313425958157,0.0366863645613
2,150731,22:58:00,0.0197508428246,-0.0314467214048,0.0371347814798
2,150731,22:59:00,0.0195240844041,-0.0313625186682,0.0369431637228
2,150731,23:00:00,0.018482921645,-0.0309530831873,0.0360515154898
2,150731,23:01:00,0.0188503805548,-0.0310650561005,0.0363369584084
2,150731,23:02:00,0.0191051680595,-0.0311188306659,0.0365156009793
2,150731,23:03:00,0.0187368560582,-0.0311929341406,0.0363877564669
2,150731,23:04:00,0.0199791733176,-0.0330407805741,0.0386116653681
2,150731,23:05:00,0.0188779979944,-0.031067635864,0.0363534986973
2,150731,23:06:00,0.0170299485326,-0.0320071838796,0.0362557433546
2,150731,23:07:00,0.0170525182039,-0.032083325088,0.0363335683942
2,150731,23:08:00,0.0192238781601,-0.0309997778386,0.0364766195416
2,150731,23:09:00,0.0197834745049,-0.0311813950539,0.0369278378785
2,150731,23:10:00,0.0194689724594,-0.0319256745279,0.0373937115073
2,150731,23:11:00,0.018640331924,-0.0314246825874,0.0365372784436
2,150731,23:12:00,0.019658813253,-0.031292848289,0.0369555316865
2,150731,23:13:00,0.0194320064038,-0.0312070250511,0.0367624983191
2,150731,23:14:00,0.0198725741357,-0.0315859466791,0.0373174399137
2,150731,23:15:00,0.0176277738065,-0.0314183831215,0.0360257290304
2,150731,23:16:00,0.0174815375358,-0.0322255417705,0.0366618297994
2,150731,23:17:00,0.0199766699225,-0.0316598936915,0.0374354943633
2,150731,23:18:00,0.0188004020602,-0.0311521291733,0.036385577172
2,150731,23:19:00,0.0169295128435,-0.0312849506736,0.0355718508363
2,150731,23:20:00,0.0173520389944,-0.0313276201487,0.0358121916652
2,150731,23:21:00,0.0176155921072,-0.0311366431415,0.0357742868364
2,150731,23:22:00,0.0173569954932,-0.0315380655229,0.0359988175333
2,150731,23:23:00,0.0185697022825,-0.0311732590199,0.0362850651145
2,150731,23:24:00,0.0188765060157,-0.0314213894308,0.0366555079818
2,150731,23:25:00,0.0180205293,-0.0313430763781,0.0361542254686
2,150731,23:26:00,0.0171556957066,-0.0311627946794,0.0355729907751
2,150731,23:27:00,0.0169912092388,-0.0317809917033,0.0360379330814
2,150731,23:28:00,0.0190709047019,-0.0312312226743,0.0365935601294
