date_stamp,time_stamp,apparent_power,real_power,total_power
150623,05:05:00,8.57396153151e-05,0.0,0.0
150623,05:06:00,8.14958839328e-05,0.0,0.0
150623,05:07:00,8.82924796315e-05,0.0,0.0
150623,05:08:00,9.7001910035e-05,0.0,0.0
150623,05:09:00,9.02464380488e-05,0.0,0.0
150623,05:10:00,7.71796694607e-05,0.0,0.0
150623,05:11:00,8.69935756782e-05,0.0,0.0
150623,05:12:00,8.74213001225e-05,0.0,0.0
150623,05:13:00,9.184575174e-05,0.0,0.0
150623,05:14:00,8.34199163364e-05,0.0,0.0
150623,05:15:00,9.25636268221e-05,0.0,0.0
150623,05:16:00,8.49651114549e-05,0.0,0.0
150623,05:17:00,8.3766222815e-05,0.0,0.0
150623,05:18:00,8.50702490425e-05,0.0,0.0
150623,05:19:00,9.08743168111e-05,0.0,0.0
150623,05:19:59,7.96649474069e-05,0.0,0.0
150623,05:20:59,8.33712838357e-05,0.0,0.0
150623,05:21:59,9.11414608709e-05,0.0,0.0
150623,05:22:59,8.23599111754e-05,0.0,0.0
150623,05:23:59,8.27634357847e-05,0.0,0.0
150623,05:24:59,9.07013381948e-05,0.0,0.0
150623,05:25:59,9.00791856111e-05,0.0,0.0
150623,05:26:59,8.89537332114e-05,0.0,0.0
150623,05:27:59,8.01082860562e-05,0.0,0.0
150623,05:28:59,8.27813128126e-05,0.0,0.0
150623,05:29:59,7.93031431385e-05,0.0,0.0
150623,05:30:59,7.91831043898e-05,0.0,0.0
150623,05:31:59,7.06732243998e-05,0.0,0.0
150623,05:32:59,8.16450119601e-05,0.0,0.0
150623,05:33:59,8.25433744467e-05,0.0,0.0
150623,05:34:59,8.09619450592e-05,0.0,0.0
150623,05:35:59,8.19299239083e-05,0.0,0.0
150623,05:36:59,8.37371335365e-05,0.0,0.0
150623,05:37:59,9.0371373517e-05,0.0,0.0
150623,05:38:59,8.92695170478e-05,0.0,0.0
150623,05:39:59,8.09717166703e-05,0.0,0.0
150623,05:40:59,7.71110062487e-05,0.0,0.0
150623,05:41:59,7.41518742871e-05,0.0,0.0
150623,05:42:59,7.82794959377e-05,0.0,0.0
150623,05:43:59,7.93058861746e-05,0.0,0.0
150623,05:44:59,8.35235114209e-05,0.0,0.0
150623,05:45:59,7.49205355532e-05,0.0,0.0
150623,05:47:00,7.73371430114e-05,0.0,0.0
150623,05:48:00,7.29858875275e-05,0.0,0.0
150623,05:49:00,8.38748237584e-05,0.0,0.0
150623,05:50:00,9.60686229519e-05,0.0,0.0
150623,05:51:00,9.09054288059e-05,0.0,0.0
150623,05:52:00,8.27766634757e-05,0.0,0.0
150623,05:53:00,7.22074473742e-05,0.0,0.0
150623,05:54:00,8.53726887726e-05,0.0,0.0
150623,05:55:00,8.6522224592e-05,0.0,0.0
150623,05:56:00,7.83003561082e-05,0.0,0.0
150623,05:57:00,8.68803253979e-05,0.0,0.0
150623,05:58:00,8.61049920786e-05,0.0,0.0
150623,05:59:00,8.26294417493e-05,0.0,0.0
150623,06:00:00,8.63315435709e-05,0.0,0.0
150623,06:01:00,6.4620617195e-05,0.0,0.0
150623,06:02:00,7.53306158003e-05,0.0,0.0
150623,06:03:00,7.70143305999e-05,0.0,0.0
150623,06:04:00,8.31342913443e-05,0.0,0.0
150623,06:05:00,8.10544515844e-05,0.0,0.0
150623,06:06:00,7.78645262471e-05,0.0,0.0
150623,06:07:00,7.88810284575e-05,0.0,0.0
150623,06:08:00,9.0929272119e-05,0.0,0.0
150623,06:09:00,8.26424366096e-05,0.0,0.0
150623,06:10:00,7.14646594133e-05,0.0,0.0
150623,06:11:00,8.04231167422e-05,0.0,0.0
150623,06:12:00,7.96929598437e-05,0.0,0.0
150623,06:13:00,7.78101675678e-05,0.0,0.0
150623,06:14:00,8.92691605259e-05,0.0,0.0
150623,06:15:00,8.81649248186e-05,0.0,0.0
150623,06:16:00,7.11636530468e-05,0.0,0.0
150623,06:17:00,8.51060176501e-05,0.0,0.0
150623,06:18:00,7.86708624219e-05,0.0,0.0
150623,06:19:00,8.0957528553e-05,0.0,0.0
150623,06:20:00,8.4756371507e-05,0.0,0.0
150623,06:21:00,7.61042247177e-05,0.0,0.0
150623,06:22:00,7.21850374248e-05,0.0,0.0
150623,06:23:00,7.55577057134e-05,0.0,0.0
150623,06:24:00,8.49143252708e-05,0.0,0.0
150623,06:25:00,8.25706738397e-05,0.0,0.0
150623,06:26:01,8.76560225151e-05,0.0,0.0
150623,06:27:01,7.95546802692e-05,0.0,0.0
150623,06:28:01,7.68333702581e-05,0.0,0.0
150623,06:29:01,7.77562891017e-05,0.0,0.0
150623,06:30:01,7.64259093557e-05,0.0,0.0
150623,06:31:01,7.2983384598e-05,0.0,0.0
150623,06:32:01,8.00408161012e-05,0.0,0.0
150623,06:33:01,7.9266668763e-05,0.0,0.0
150623,06:34:01,8.02003123681e-05,0.0,0.0
150623,06:35:01,7.67031888245e-05,0.0,0.0
150623,06:36:01,7.17445582268e-05,0.0,0.0
150623,06:37:01,7.66614684835e-05,0.0,0.0
150623,06:38:01,7.71534469095e-05,0.0,0.0
150623,06:39:01,7.26556754671e-05,0.0,0.0
150623,06:40:01,8.2793594629e-05,0.0,0.0
150623,06:41:01,7.88264296716e-05,0.0,0.0
150623,06:42:01,7.62337440392e-05,0.0,0.0
150623,06:43:01,8.18208427518e-05,0.0,0.0
150623,06:44:01,8.17935433588e-05,0.0,0.0
150623,06:45:01,9.27194341784e-05,0.0,0.0
150623,06:46:01,8.65045803948e-05,0.0,0.0
150623,06:47:01,8.5645915533e-05,0.0,0.0
150623,06:48:01,8.02320209914e-05,0.0,0.0
150623,06:49:01,8.78024075064e-05,0.0,0.0
150623,06:50:01,7.24498022464e-05,0.0,0.0
150623,06:51:01,9.00353188626e-05,0.0,0.0
150623,06:52:01,8.58278290252e-05,0.0,0.0
150623,06:53:01,7.5797077443e-05,0.0,0.0
150623,06:54:01,8.58850471559e-05,0.0,0.0
150623,06:55:01,7.58315291023e-05,0.0,0.0
150623,06:56:01,7.71116028773e-05,0.0,0.0
150623,06:57:01,7.51481056795e-05,0.0,0.0
150623,06:58:01,8.63845343702e-05,0.0,0.0
150623,06:59:01,7.30822066544e-05,0.0,0.0
150623,07:00:01,7.57589368732e-05,0.0,0.0
150623,07:01:01,8.60562358866e-05,0.0,0.0
150623,07:02:01,7.04079866409e-05,0.0,0.0
150623,07:03:01,8.10893761809e-05,0.0,0.0
150623,07:04:01,8.99143196875e-05,0.0,0.0
150623,07:05:01,8.36668041302e-05,0.0,0.0
150623,07:06:01,8.5059524281e-05,0.0,0.0
150623,07:07:01,8.64304311108e-05,0.0,0.0
