date_stamp,time_stamp,mini-volts,temperature,irridiance
141014,20:52:31,-0.1171875,28.2632638173,-2.15462786622
141014,20:53:31,-0.03125,28.2632638173,-0.574567430992
141014,20:54:31,-0.046875,28.2632638173,-0.861851146488
141014,20:55:31,-0.125,28.2632638173,-2.29826972397
141014,20:56:31,0.0,28.2632638173,0.0
141014,20:57:31,-0.0625,28.2632638173,-1.14913486198
141014,20:58:31,-0.0546875,28.2632638173,-1.00549300424
141014,20:59:31,-0.0859375,28.2632638173,-1.58006043523
141014,21:00:31,-0.078125,28.2632638173,-1.43641857748
141014,21:01:31,-0.0703125,28.2632638173,-1.29277671973
141014,21:02:31,-0.0625,28.2632638173,-1.14913486198
141014,21:03:31,-0.0234375,28.2632638173,-0.430925573244
