date_stamp,time_stamp,apparent_power,real_power,total_power
150622,23:05:00,0.0170699357986,-0.0314180888236,0.0357558242977
150622,23:06:00,0.0188189204782,-0.0323519222438,0.0374272428453
150622,23:07:00,0.0180904567242,-0.0322264805436,0.0369568765163
150622,23:08:00,0.0199563596398,-0.0328978411853,0.0384775809944
150622,23:09:00,0.0195498876274,-0.032573454082,0.0379898399115
150622,23:10:00,0.018948122859,-0.0320106893778,0.0371983274817
150622,23:11:00,8.73509634403e-05,0.0,0.0
150622,23:12:00,8.57521299622e-05,0.0,0.0
150622,23:13:00,7.8290104284e-05,0.0,0.0
150622,23:14:00,8.87692003744e-05,0.0,0.0
150622,23:15:00,9.21393657336e-05,0.0,0.0
150622,23:16:00,9.01632301975e-05,0.0,0.0
150622,23:17:00,7.82970164437e-05,0.0,0.0
150622,23:18:00,8.32622026792e-05,0.0,0.0
150622,23:19:00,0.019813336432,-0.0326627381146,0.0382023938
150622,23:20:00,0.0199298076332,-0.0324545837939,0.0380853936076
150622,23:22:00,0.0184857528657,-0.0316189154983,0.0366262048483
150622,23:23:00,8.48671188578e-05,0.0,0.0
150622,23:24:00,7.87709941505e-05,0.0,0.0
150622,23:25:00,8.76977428561e-05,0.0,0.0
150622,23:26:00,8.07621472632e-05,0.0,0.0
