id_sensor,date_stamp,time_stamp,mini_volts,temperature,irradiance
0,150724,13:59:00,37.5859375,53.4825125576,679.09441867
0,150724,14:00:00,32.734375,52.4044995889,591.751938336
0,150724,14:01:00,36.7265625,51.4852933149,664.221405273
0,150724,14:02:00,28.4453125,50.4712906876,514.707692928
0,150724,14:03:00,28.21875,49.0142016773,510.975713114
0,150724,14:04:00,38.5,48.0642688799,697.47250451
0,150724,14:05:00,19.90625,47.1779087535,360.783057113
0,150724,14:06:00,18.5,45.9120879875,335.506044357
0,150724,14:07:00,0.0,44.6151193208,0.0
0,150724,14:08:00,23.7421875,44.8365173587,430.804818922
0,150724,14:09:00,44.453125,45.7222562421,806.253687258
0,150724,14:10:00,39.7734375,46.9880050495,720.925843687
0,150724,14:11:00,33.6953125,47.8109991167,610.506404021
0,150724,14:12:00,38.7109375,47.9692904669,701.326809647
0,150724,14:13:00,36.453125,48.4442095576,660.266970052
0,150724,14:14:00,24.5,48.0326091086,443.853085275
0,150724,14:15:00,26.265625,47.3045172232,476.01126368
0,150724,14:16:00,29.6015625,47.1779087535,536.501963658
0,150724,14:17:00,28.5078125,46.8930572473,516.751510302
0,150724,14:18:00,26.9921875,46.7981121446,489.301263542
0,150724,14:19:00,27.203125,46.7981121446,493.125036079
0,150724,14:20:00,26.6953125,46.5765840684,483.972686555
0,150724,14:21:00,28.2890625,46.7031697411,512.834465978
0,150724,14:22:00,28.546875,46.639876305,517.52438735
0,150724,14:23:00,27.03125,46.7664643768,490.017039941
0,150724,14:24:00,26.03125,46.0070079058,472.066569044
0,150724,14:25:00,25.3984375,45.4375288486,460.720582871
0,150724,14:26:00,23.8515625,45.0895616514,432.735228427
0,150724,14:27:00,23.0703125,44.5834922271,418.666013389
0,150724,14:28:00,24.1640625,44.3937359503,438.555929703
0,150724,14:29:00,26.0390625,43.9510131997,472.689118004
0,150724,14:30:00,27.2734375,43.5715832255,495.18988609
0,150724,14:31:00,29.15625,43.6348185636,529.35856869
0,150724,16:33:00,4.8515625,35.0773031673,88.4595880692
0,150724,16:34:00,5.0078125,34.9826928119,91.3128260174
0,150724,16:35:00,5.1640625,34.9511566204,94.163377555
0,150724,16:36:00,5.109375,34.8565498261,93.1705714265
0,150724,16:37:00,4.859375,34.8880851275,88.6103763828
0,150724,16:38:00,4.875,34.6988777701,88.9036664432
0,150724,16:39:00,4.6015625,34.5412131312,83.923666557
0,150724,16:40:00,4.7890625,34.5412131312,87.3433066204
0,150724,16:41:00,4.8359375,34.5412131312,88.1982166363
0,150724,16:42:00,4.5859375,34.4781493522,83.6413213985
0,150724,16:43:00,4.5859375,34.4150867597,83.6439463606
0,150724,16:44:00,4.5703125,34.288965134,83.3641908504
0,150724,16:45:00,4.6171875,34.288965134,84.2192081925
0,150724,16:46:00,4.546875,34.1313197747,82.9431897595
0,150724,16:47:00,4.5,34.0682637068,82.0906817239
0,150724,16:48:00,4.625,34.0367361177,84.3723024628
0,150724,16:49:00,4.671875,33.910628726,85.2327772179
0,150724,16:50:00,4.9140625,33.847576809,89.6540126713
0,150724,16:51:00,4.7578125,33.8160512952,86.8046908985
0,150724,16:52:00,4.7265625,33.7214765326,86.2386052463
0,150724,16:53:00,4.6640625,33.6899522045,85.0995955828
