slave_unit,date_stamp,time_stamp,apparent_power,real_power,total_power
2,150807,00:00:42,8.53964666021e-05,0.0,0.0
2,150807,00:01:42,8.3443163021e-05,0.0,0.0
2,150807,00:02:42,8.6262341938e-05,0.0,0.0
2,150807,00:03:42,9.20207530726e-05,0.0,0.0
2,150807,00:04:42,8.20122950245e-05,0.0,0.0
2,150807,00:05:42,8.4615945525e-05,0.0,0.0
2,150807,00:06:42,8.31804281916e-05,0.0,0.0
2,150807,00:07:42,8.6059095338e-05,0.0,0.0
2,150807,00:08:42,8.37469124235e-05,0.0,0.0
2,150807,00:09:42,8.29541677376e-05,0.0,0.0
2,150807,00:10:42,8.6718442617e-05,0.0,0.0
2,150807,00:11:42,9.13952608244e-05,0.0,0.0
2,150807,00:12:42,8.19343331386e-05,0.0,0.0
2,150807,00:13:42,7.52174819354e-05,0.0,0.0
2,150807,00:14:42,7.3017719842e-05,0.0,0.0
2,150807,00:15:42,6.95811540936e-05,0.0,0.0
2,150807,00:16:42,8.13826336525e-05,0.0,0.0
2,150807,00:17:42,7.82518400229e-05,0.0,0.0
2,150807,00:18:42,8.56974147609e-05,0.0,0.0
2,150807,00:19:42,6.66496780468e-05,0.0,0.0
2,150807,00:20:42,8.24667222332e-05,0.0,0.0
2,150807,00:21:42,7.52543201088e-05,0.0,0.0
2,150807,00:22:42,8.81786327227e-05,0.0,0.0
2,150807,00:23:42,0.0,0.0,0.0
2,150807,00:24:42,8.53458623169e-05,0.0,0.0
2,150807,00:25:42,9.19171579881e-05,0.0,0.0
2,150807,00:26:42,8.50789510878e-05,0.0,0.0
2,150807,00:27:42,9.62839112617e-05,0.0,0.0
2,150807,00:28:42,8.80514417076e-05,0.0,0.0
2,150807,00:29:42,8.68251299835e-05,0.0,0.0
2,150807,00:30:42,7.85851443652e-05,0.0,0.0
2,150807,00:31:42,8.21964713396e-05,0.0,0.0
2,150807,00:32:42,9.01907696971e-05,0.0,0.0
2,150807,00:33:42,9.49213499553e-05,0.0,0.0
2,150807,00:34:42,7.81681519584e-05,0.0,0.0
2,150807,00:35:42,8.78430582816e-05,0.0,0.0
2,150807,00:36:42,8.14793093014e-05,0.0,0.0
2,150807,00:37:42,8.42064619064e-05,0.0,0.0
2,150807,00:38:42,8.29203127068e-05,0.0,0.0
2,150807,00:39:42,9.37950608204e-05,0.0,0.0
2,150807,00:40:42,8.02114009275e-05,0.0,0.0
2,150807,00:41:42,8.36048129713e-05,0.0,0.0
2,150807,00:42:42,8.7057473138e-05,0.0,0.0
2,150807,00:43:42,8.51390359458e-05,0.0,0.0
2,150807,00:44:42,8.95862613106e-05,0.0,0.0
2,150807,00:45:42,8.90121445991e-05,0.0,0.0
2,150807,00:46:42,8.48959680297e-05,0.0,0.0
2,150807,00:47:42,7.67941455706e-05,0.0,0.0
2,150807,00:48:42,9.13023977773e-05,0.0,0.0
2,150807,00:49:42,8.85595072759e-05,0.0,0.0
2,150807,00:50:42,8.79707367858e-05,0.0,0.0
2,150807,00:51:42,8.64943285706e-05,0.0,0.0
2,150807,00:52:42,8.78677383298e-05,0.0,0.0
2,150807,00:53:42,9.05153719941e-05,0.0,0.0
2,150807,00:54:42,0.000100466248114,0.0,0.0
2,150807,00:55:42,9.10696981009e-05,0.0,0.0
2,150807,00:56:42,9.71041881712e-05,0.0,0.0
2,150807,00:57:42,8.86586931301e-05,0.0,0.0
2,150807,00:58:42,8.8500615675e-05,0.0,0.0
2,150807,00:59:42,9.93005014607e-05,0.0,0.0
2,150807,01:00:42,8.46256007208e-05,0.0,0.0
2,150807,01:01:42,8.61195294419e-05,0.0,0.0
2,150807,01:02:42,8.37324841996e-05,0.0,0.0
2,150807,01:03:42,9.23038751353e-05,0.0,0.0
2,150807,01:04:42,8.38241612655e-05,0.0,0.0
2,150807,01:05:42,8.37098341435e-05,0.0,0.0
2,150807,01:06:42,8.44421374495e-05,0.0,0.0
2,150807,01:07:42,9.79365140665e-05,0.0,0.0
2,150807,01:08:42,9.87267485471e-05,0.0,0.0
2,150807,01:09:42,8.97539866855e-05,0.0,0.0
2,150807,01:10:42,8.63875175128e-05,0.0,0.0
2,150807,01:11:42,9.09155642148e-05,0.0,0.0
2,150807,01:12:42,8.62859451445e-05,0.0,0.0
2,150807,01:13:42,9.81202101684e-05,0.0,0.0
2,150807,01:14:42,8.70714211487e-05,0.0,0.0
2,150807,01:15:42,9.21139726415e-05,0.0,0.0
2,150807,01:16:42,8.34966922412e-05,0.0,0.0
2,150807,01:17:42,9.0311288659e-05,0.0,0.0
2,150807,01:18:42,8.31707729958e-05,0.0,0.0
2,150807,01:19:42,9.21955142985e-05,0.0,0.0
2,150807,01:20:42,9.27420842345e-05,0.0,0.0
2,150807,01:21:42,9.45717110881e-05,0.0,0.0
2,150807,01:22:42,8.72448654263e-05,0.0,0.0
2,150807,01:23:42,9.49847672018e-05,0.0,0.0
2,150807,01:24:42,9.49078821577e-05,0.0,0.0
2,150807,01:25:42,8.9774846856e-05,0.0,0.0
2,150807,01:26:42,9.73302157945e-05,0.0,0.0
2,150807,01:27:42,9.15888522286e-05,0.0,0.0
2,150807,01:28:42,8.98314683582e-05,0.0,0.0
2,150807,01:29:42,8.88890062924e-05,0.0,0.0
2,150807,01:30:42,8.33474405226e-05,0.0,0.0
2,150807,01:31:42,8.1971171312e-05,0.0,0.0
2,150807,01:32:42,7.76786837378e-05,0.0,0.0
2,150807,01:33:42,7.85871743574e-05,0.0,0.0
2,150807,01:34:42,8.7008716946e-05,0.0,0.0
2,150807,01:35:42,8.85487825144e-05,0.0,0.0
2,150807,01:36:42,0.00010266029858,0.0,0.0
2,150807,01:37:42,7.89394398453e-05,0.0,0.0
2,150807,01:38:42,9.26920183701e-05,0.0,0.0
2,150807,01:39:42,8.69036884978e-05,0.0,0.0
2,150807,01:40:42,7.74368018028e-05,0.0,0.0
2,150807,01:41:42,9.60915058386e-05,0.0,0.0
2,150807,01:42:42,9.61551631917e-05,0.0,0.0
2,150807,01:43:42,8.42572480906e-05,0.0,0.0
2,150807,01:44:42,8.02341673989e-05,0.0,0.0
2,150807,01:45:42,9.22425970202e-05,0.0,0.0
2,150807,01:46:42,8.01988862804e-05,0.0,0.0
2,150807,01:47:42,7.4637173384e-05,0.0,0.0
2,150807,01:48:42,8.84345790837e-05,0.0,0.0
2,150807,01:49:42,7.80577684054e-05,0.0,0.0
2,150807,01:50:42,8.52801822475e-05,0.0,0.0
2,150807,01:51:42,8.76560225151e-05,0.0,0.0
2,150807,01:52:42,8.08511977084e-05,0.0,0.0
