date_stamp,time_stamp,apparent_power,real_power,total_power
150616,21:41:00,0.0161374937743,-0.0298859570175,0.0339645296335
150616,21:43:00,0.0163548644632,-0.0296778939664,0.0338859707117
150616,21:45:00,0.0175210759044,-0.0287482179701,0.0336667224765
150616,21:47:00,0.0180569700897,-0.0284335836768,0.0336826778948
150616,21:51:00,0.0170099698007,-0.0294898506254,0.0340439490974
150616,21:53:00,0.0175976380706,-0.0294191055,0.0342806167901
150616,21:59:00,0.0162500664592,-0.0313559919596,0.0353166088462
150616,22:00:00,0.0163699705154,-0.0292303841561,0.0335021093488
150616,22:01:00,0.0165610797703,-0.0307595133781,0.0349344685674
150616,22:02:00,0.0169400647283,-0.0291787572205,0.0337396748364
150616,22:03:00,0.0164073910564,-0.0294164288789,0.0336827673018
150616,22:04:00,0.0160808432847,-0.0283282808959,0.0325742997229
150616,22:05:00,0.0160480495542,-0.03208309412,0.0358728989959
150616,22:06:00,0.0156030356884,-0.0294804424047,0.0333549268544
150616,22:07:00,0.018411597237,-0.0292242318392,0.0345404483378
150616,22:08:00,0.0165846869349,-0.0287980493158,0.0332322046161
150616,22:09:00,0.0179009251297,-0.0302449315786,0.0351453982294
150616,22:09:26,0.0175498295575,-0.0299158617854,0.0346836447716
150616,22:09:29,0.0181079376489,-0.0306473132223,0.0355971232057
150616,22:09:31,0.0180451776832,-0.0299145840108,0.0349358096719
150616,22:09:32,0.0183701384813,-0.0303136054426,0.0354454033077
150616,22:10:00,0.0172678921372,-0.0296455230564,0.034307975322
150616,22:10:26,0.0184494070709,-0.0298754833639,0.0351130329072
150616,22:10:29,0.0182022247463,-0.0303223077208,0.0353661328554
150616,22:10:31,0.0181546937674,-0.0307831820101,0.0357378944755
150616,22:10:32,0.0179393179715,-0.0300462879241,0.034994263202
150616,22:11:00,0.0180162806064,-0.0307914167643,0.0356748886406
150616,22:11:26,0.0176842007786,-0.0308707766235,0.0355771817267
150616,22:11:29,0.0186218749732,-0.031031742692,0.0361903756857
150616,22:11:31,0.0186229199171,-0.0303053092211,0.035569999367
150616,22:11:32,0.0186890661716,-0.0309416595846,0.0361478552222
150616,22:12:00,0.0190462917089,-0.0296862758696,0.0352708958089
150616,22:12:26,0.0192729812115,-0.0303143765777,0.0359222665429
150616,22:12:29,0.0183730758727,-0.0298812016845,0.0350778587162
150616,22:12:31,0.018901174888,-0.0297750364989,0.0352676510811
150616,22:12:32,0.0183636825532,-0.0298060029745,0.035008892417
150616,22:13:00,0.019455594942,-0.0302565153688,0.035971891135
150616,22:13:26,0.0179233625531,-0.02975791879,0.0347387492657
150616,22:13:29,0.0184267386794,-0.0300455354154,0.0352459773421
150616,22:13:31,0.0186538249254,-0.0301372669637,0.0354431942105
150616,22:13:32,0.0192568991333,-0.0303046815097,0.0359054580331
150616,22:14:00,0.0192308314145,-0.0300750881433,0.0356978401542
150616,22:14:26,0.0175241548568,-0.0305158384144,0.0351896621287
150616,22:14:29,0.017735293135,-0.0302508156747,0.0350663997233
150616,22:14:31,0.0169781129807,-0.0298385284841,0.0343306586146
150616,22:14:32,0.0176969729364,-0.0301959477365,0.0349996872246
150616,22:15:00,0.0162128806114,-0.0295246783644,0.0336832925677
150616,22:15:26,0.0152081660926,-0.0294811259955,0.0331726558506
150616,22:15:29,0.0153756774962,-0.0298414956778,0.0335697233677
150616,22:15:31,0.0161490961909,-0.0293917395175,0.0335360653698
150616,22:15:32,0.0168616976589,-0.0292927287519,0.033799123019
