date_stamp,time_stamp,mini_volts,temperature,irradiance
300515,23:49:00,0.109375,25.6840466625,25.6840466625
date_stamp,time_stamp,mini_volts,temperature,irradiance
300515,23:49:00,0.0,25.6840466625,0.0
300515,23:50:00,0.9609375,25.6840466625,25.6840466625
300515,23:50:00,0.9609375,25.6840466625,17.690770478
