date_stamp,time_stamp,apparent_power,real_power,total_power
141015,00:00:46,8.49294665386e-05,0.0,0.0
141015,00:01:46,7.77143213782e-05,0.0,0.0
141015,00:02:46,7.15976930223e-05,0.0,0.0
141015,00:03:46,7.36831425456e-05,0.0,0.0
141015,00:04:46,7.39791357773e-05,0.0,0.0
141015,00:05:46,6.88568325131e-05,0.0,0.0
141015,00:06:46,8.89736402314e-05,0.0,0.0
141015,00:07:46,7.35301946406e-05,0.0,0.0
141015,00:08:46,8.21998110041e-05,0.0,0.0
141015,00:09:46,6.52366870781e-05,0.0,0.0
141015,00:10:46,8.38754203869e-05,0.0,0.0
141015,00:11:46,8.32304940559e-05,0.0,0.0
141015,00:12:46,7.96507592895e-05,0.0,0.0
141015,00:13:46,7.19797608326e-05,0.0,0.0
141015,00:14:46,7.45499128243e-05,0.0,0.0
141015,00:15:46,8.54004611028e-05,0.0,0.0
141015,00:16:46,7.85111187724e-05,0.0,0.0
141015,00:17:46,7.65602599131e-05,0.0,0.0
141015,00:18:46,7.73961510276e-05,0.0,0.0
141015,00:19:46,7.5216172263e-05,0.0,0.0
141015,00:20:46,7.82881979831e-05,0.0,0.0
141015,00:21:46,7.48742822907e-05,0.0,0.0
141015,00:22:46,8.14547529444e-05,0.0,0.0
141015,00:23:46,8.0719946709e-05,0.0,0.0
141015,00:24:46,8.34615202621e-05,0.0,0.0
141015,00:25:46,7.75539883762e-05,0.0,0.0
141015,00:26:46,8.62014276208e-05,0.0,0.0
141015,00:27:46,8.58186467667e-05,0.0,0.0
141015,00:28:46,8.31202269183e-05,0.0,0.0
141015,00:29:46,8.25828319648e-05,0.0,0.0
141015,00:30:46,7.76014348958e-05,0.0,0.0
141015,00:31:46,8.6056352302e-05,0.0,0.0
141015,00:32:46,8.16340470919e-05,0.0,0.0
141015,00:33:46,8.28927732073e-05,0.0,0.0
141015,00:34:46,7.97892789706e-05,0.0,0.0
141015,00:35:46,8.59304636833e-05,0.0,0.0
141015,00:36:46,8.7620857812e-05,0.0,0.0
141015,00:37:46,8.34938255139e-05,0.0,0.0
141015,00:38:46,8.23155642138e-05,0.0,0.0
141015,00:39:46,7.61306291679e-05,0.0,0.0
141015,00:40:46,8.91388626769e-05,0.0,0.0
141015,00:41:46,7.96579115558e-05,0.0,0.0
141015,00:42:46,8.2489248598e-05,0.0,0.0
141015,00:43:46,8.20217101136e-05,0.0,0.0
141015,00:44:46,8.52644443512e-05,0.0,0.0
141015,00:45:46,8.44812384457e-05,0.0,0.0
141015,00:46:46,7.77484165155e-05,0.0,0.0
141015,00:47:46,7.54711654736e-05,0.0,0.0
141015,00:48:46,8.19222914288e-05,0.0,0.0
141015,00:49:46,8.9275839855e-05,0.0,0.0
141015,00:50:46,8.64902758622e-05,0.0,0.0
141015,00:51:46,8.78390055732e-05,0.0,0.0
141015,00:52:46,9.33910632739e-05,0.0,0.0
141015,00:53:46,8.21926587378e-05,0.0,0.0
141015,00:54:46,9.05476772459e-05,0.0,0.0
141015,00:55:46,9.1964720923e-05,0.0,0.0
141015,00:56:46,8.69183568284e-05,0.0,0.0
141015,00:57:46,9.01547682588e-05,0.0,0.0
141015,00:58:46,8.59599094838e-05,0.0,0.0
141015,00:59:46,9.00388986338e-05,0.0,0.0
141015,01:00:46,7.57837260608e-05,0.0,0.0
141015,01:01:46,9.52999616857e-05,0.0,0.0
141015,01:02:46,8.76729463926e-05,0.0,0.0
141015,01:03:46,9.47619701037e-05,0.0,0.0
141015,01:04:46,8.46179755172e-05,0.0,0.0
141015,01:05:46,9.01144740055e-05,0.0,0.0
141015,01:06:46,9.42546103033e-05,0.0,0.0
141015,01:07:46,9.15216223802e-05,0.0,0.0
141015,01:08:46,8.33189478726e-05,0.0,0.0
141015,01:09:46,8.39097483549e-05,0.0,0.0
141015,01:10:46,8.38994965306e-05,0.0,0.0
141015,01:11:46,8.45878093969e-05,0.0,0.0
141015,01:12:46,8.05555609986e-05,0.0,0.0
141015,01:13:46,7.28394952603e-05,0.0,0.0
141015,01:14:46,7.73497813498e-05,0.0,0.0
141015,01:15:46,8.02743452368e-05,0.0,0.0
141015,01:16:46,7.52173655201e-05,0.0,0.0
141015,01:17:46,8.20289860712e-05,0.0,0.0
141015,01:18:46,8.535975212e-05,0.0,0.0
141015,01:19:46,8.1151840277e-05,0.0,0.0
141015,01:20:46,8.29495184007e-05,0.0,0.0
141015,01:21:46,8.40331340441e-05,0.0,0.0
141015,01:22:46,8.36023100419e-05,0.0,0.0
141015,01:23:46,8.32782970974e-05,0.0,0.0
141015,01:24:46,9.4496368547e-05,0.0,0.0
141015,01:25:46,9.02985339053e-05,0.0,0.0
141015,01:26:46,7.9642770288e-05,0.0,0.0
141015,01:27:46,7.75669832365e-05,0.0,0.0
141015,01:28:46,6.83399412083e-05,0.0,0.0
141015,01:29:46,7.38966482459e-05,0.0,0.0
141015,01:30:46,8.90277588041e-05,0.0,0.0
141015,01:31:46,7.52660635044e-05,0.0,0.0
141015,01:32:46,8.57821723912e-05,0.0,0.0
141015,01:33:46,8.27746407595e-05,0.0,0.0
141015,01:34:46,8.71071824804e-05,0.0,0.0
141015,01:35:46,8.11935678939e-05,0.0,0.0
141015,01:36:46,8.28377014841e-05,0.0,0.0
141015,01:37:46,9.14655902307e-05,0.0,0.0
141015,01:38:46,8.38377454784e-05,0.0,0.0
141015,01:39:46,8.28952761367e-05,0.0,0.0
141015,01:40:46,9.6591647889e-05,0.0,0.0
141015,01:41:46,9.18266741792e-05,0.0,0.0
141015,01:42:46,9.31501417654e-05,0.0,0.0
141015,01:43:46,9.05971537577e-05,0.0,0.0
141015,01:44:46,7.08892330294e-05,0.0,0.0
141015,01:45:46,8.25555325719e-05,0.0,0.0
141015,01:46:46,8.67996204761e-05,0.0,0.0
141015,01:47:46,8.12276630313e-05,0.0,0.0
141015,01:48:46,8.88584836503e-05,0.0,0.0
141015,01:49:46,7.83009527368e-05,0.0,0.0
141015,01:50:46,8.11275240267e-05,0.0,0.0
141015,01:51:46,8.43942179927e-05,0.0,0.0
141015,01:52:46,8.07192336651e-05,0.0,0.0
141015,01:53:46,8.26594841783e-05,0.0,0.0
141015,01:54:46,8.94241311471e-05,0.0,0.0
141015,01:55:46,7.97008251539e-05,0.0,0.0
141015,01:56:46,8.0149176938e-05,0.0,0.0
141015,01:57:46,8.59585998114e-05,0.0,0.0
141015,01:58:46,7.78540343163e-05,0.0,0.0
141015,01:59:46,8.24668386485e-05,0.0,0.0
141015,02:00:46,7.93073195382e-05,0.0,0.0
