id_sensor,date_stamp,time_stamp,mini_volts,temperature,irradiance
0,150723,00:34:00,0.0,28.3665920863,0.0
0,150723,00:35:00,0.0,28.4295410852,0.0
0,150723,00:36:00,0.0,28.4610160272,0.0
0,150723,00:37:00,0.0,28.4924912642,0.0
0,150723,00:38:00,0.0,28.4924912642,0.0
0,150723,00:39:00,0.0,28.5239667962,0.0
0,150723,00:40:00,0.0,28.5869187455,0.0
0,150723,00:41:00,0.0,28.5554426233,0.0
0,150723,00:42:00,0.0,28.5554426233,0.0
0,150723,00:43:00,0.0,28.5869187455,0.0
0,150723,00:44:00,0.0,28.6183951627,0.0
0,150723,00:45:00,0.0,28.5869187455,0.0
0,150723,00:46:00,0.0,28.649871875,0.0
0,150723,00:47:00,0.0,28.5869187455,0.0
0,150723,00:48:00,0.0,28.5869187455,0.0
0,150723,00:49:00,0.0,28.649871875,0.0
0,150723,00:50:00,0.0,28.6813488824,0.0
0,150723,00:51:00,0.0,28.649871875,0.0
0,150723,00:52:00,0.0,28.649871875,0.0
0,150723,00:53:00,0.0,28.5239667962,0.0
0,150723,00:54:00,0.0,28.4295410852,0.0
0,150723,00:55:00,0.0,28.4610160272,0.0
0,150723,00:56:00,0.0,28.4610160272,0.0
0,150723,00:57:00,0.0,28.5239667962,0.0
0,150723,00:58:00,0.0,28.4924912642,0.0
0,150723,00:59:00,0.0,28.4610160272,0.0
0,150723,01:00:00,0.0,28.4295410852,0.0
0,150723,01:01:00,0.0,28.5239667962,0.0
0,150723,01:02:00,0.0,28.5239667962,0.0
0,150723,01:03:00,0.0,28.5239667962,0.0
0,150723,01:04:00,0.0,28.5239667962,0.0
0,150723,01:05:00,0.0,28.4295410852,0.0
0,150723,01:06:00,0.0,28.3665920863,0.0
0,150723,01:07:00,0.0,28.3351180294,0.0
0,150723,01:08:00,0.0,28.3351180294,0.0
0,150723,01:09:00,0.0,28.2721708006,0.0
0,150723,01:10:00,0.0,28.3036442675,0.0
0,150723,01:11:00,0.0,28.2721708006,0.0
0,150723,01:12:00,0.0,28.2406976287,0.0
0,150723,01:13:00,0.0,28.2406976287,0.0
0,150723,01:14:00,0.0,28.2092247517,0.0
0,150723,01:15:00,0.0,28.1777521697,0.0
0,150723,01:16:00,0.0,28.2092247517,0.0
0,150723,01:17:00,0.0,28.1462798827,0.0
0,150723,01:18:00,0.0,28.0833361935,0.0
0,150723,01:19:00,0.0,28.0833361935,0.0
0,150723,01:20:00,0.0,28.1148078906,0.0
0,150723,01:21:00,0.0,28.1148078906,0.0
0,150723,01:22:00,0.0,28.1148078906,0.0
0,150723,01:23:00,0.0,28.0518647913,0.0
0,150723,01:24:00,0.0,28.0833361935,0.0
0,150723,01:25:00,0.0,28.1777521697,0.0
0,150723,01:26:00,0.0,28.1462798827,0.0
0,150723,01:27:00,0.0,28.1148078906,0.0
0,150723,01:28:00,0.0,28.1148078906,0.0
0,150723,01:29:00,0.0,28.0518647913,0.0
0,150723,01:30:00,0.0,27.9889228716,0.0
0,150723,01:31:00,0.0,27.9259821317,0.0
0,150723,01:32:00,0.0,27.9259821317,0.0
0,150723,01:33:00,0.0,27.9889228716,0.0
0,150723,01:34:00,0.0,27.9574523542,0.0
0,150723,01:35:00,0.0,27.9889228716,0.0
0,150723,01:36:00,0.0,27.9574523542,0.0
0,150723,01:37:00,0.0,27.9889228716,0.0
0,150723,01:38:00,0.0,27.9259821317,0.0
0,150723,01:39:00,0.0,27.894512204,0.0
0,150723,01:40:00,0.0,27.8630425712,0.0
0,150723,01:41:00,0.0,27.8315732334,0.0
0,150723,01:42:00,0.0,27.9259821317,0.0
0,150723,01:43:00,0.0,27.9259821317,0.0
0,150723,01:44:00,0.0,27.894512204,0.0
0,150723,01:45:00,0.0,27.8630425712,0.0
0,150723,01:46:00,0.0,27.9259821317,0.0
0,150723,01:47:00,0.0,27.9574523542,0.0
0,150723,01:48:00,0.0,28.0518647913,0.0
0,150723,01:49:00,0.0,28.020393684,0.0
0,150723,01:50:00,0.0,27.9889228716,0.0
0,150723,01:51:00,0.0,27.9259821317,0.0
0,150723,01:52:00,0.0,27.894512204,0.0
0,150723,01:53:00,0.0,27.8315732334,0.0
0,150723,01:54:00,0.0,27.8630425712,0.0
0,150723,01:55:00,0.0,27.894512204,0.0
0,150723,01:56:00,0.0,27.894512204,0.0
0,150723,01:57:00,0.0,27.9259821317,0.0
0,150723,01:58:00,0.0,27.9889228716,0.0
0,150723,01:59:00,0.0,28.020393684,0.0
0,150723,02:00:00,0.0,28.0518647913,0.0
0,150723,02:01:00,0.0,27.9889228716,0.0
0,150723,02:02:00,0.0,27.9259821317,0.0
0,150723,02:03:00,0.0,27.894512204,0.0
0,150723,02:04:00,0.0,27.8630425712,0.0
0,150723,02:05:00,0.0,27.8630425712,0.0
0,150723,02:06:00,0.0,27.9259821317,0.0
0,150723,02:07:00,0.0,27.9574523542,0.0
0,150723,02:08:00,0.0,27.9259821317,0.0
0,150723,02:09:00,0.0,27.894512204,0.0
0,150723,02:10:00,0.0,27.8630425712,0.0
0,150723,02:11:00,0.0,27.9259821317,0.0
0,150723,02:12:00,0.0,27.9259821317,0.0
0,150723,02:13:00,0.0,27.9574523542,0.0
0,150723,02:14:00,0.0,27.9259821317,0.0
0,150723,02:15:00,0.0,27.9574523542,0.0
0,150723,02:16:00,0.0,27.9889228716,0.0
0,150723,02:17:00,0.0,27.894512204,0.0
0,150723,02:18:00,0.0,27.894512204,0.0
0,150723,02:19:00,0.0,27.894512204,0.0
0,150723,02:20:00,0.0,27.894512204,0.0
0,150723,02:21:00,0.0,27.8315732334,0.0
0,150723,02:22:00,0.0,27.8315732334,0.0
0,150723,02:23:00,0.0,27.8001041903,0.0
0,150723,02:24:00,0.0,27.8315732334,0.0
0,150723,02:25:00,0.0,27.7371669889,0.0
0,150723,02:26:00,0.0,27.7056988304,0.0
0,150723,02:27:00,0.0,27.7686354422,0.0
0,150723,02:28:00,0.0,27.7686354422,0.0
0,150723,02:29:00,0.0,27.8315732334,0.0
0,150723,02:30:00,0.0,27.7686354422,0.0
0,150723,02:31:00,0.0,27.7686354422,0.0
0,150723,02:32:00,0.0,27.7371669889,0.0
0,150723,02:33:00,0.0,27.7686354422,0.0
0,150723,02:34:00,0.0,27.7686354422,0.0
0,150723,02:35:00,0.0,27.7686354422,0.0
0,150723,02:36:00,0.0,27.7371669889,0.0
0,150723,02:37:00,0.0,27.6742309668,0.0
0,150723,02:38:00,0.0,27.7056988304,0.0
0,150723,02:39:00,0.0,27.7371669889,0.0
0,150723,02:40:00,0.0,27.7371669889,0.0
0,150723,02:41:00,0.0,27.7686354422,0.0
0,150723,02:42:00,0.0,27.7371669889,0.0
0,150723,02:43:00,0.0,27.8315732334,0.0
0,150723,02:44:00,0.0,27.8630425712,0.0
0,150723,02:45:00,0.0,27.894512204,0.0
0,150723,02:46:00,0.0,27.9259821317,0.0
0,150723,02:47:00,0.0,27.894512204,0.0
0,150723,02:48:00,0.0,27.894512204,0.0
0,150723,02:49:00,0.0,27.8315732334,0.0
0,150723,02:50:00,0.0,27.7686354422,0.0
0,150723,02:51:00,0.0,27.7686354422,0.0
0,150723,02:52:00,0.0,27.7056988304,0.0
0,150723,02:53:00,0.0,27.642763398,0.0
0,150723,02:54:00,0.0,27.7056988304,0.0
0,150723,02:55:00,0.0,27.7056988304,0.0
0,150723,02:56:00,0.0,27.642763398,0.0
0,150723,02:57:00,0.0,27.6742309668,0.0
0,150723,02:58:00,0.0,27.5798291448,0.0
0,150723,02:59:00,0.0,27.5483624605,0.0
0,150723,03:00:00,0.0,27.611296124,0.0
0,150723,03:01:00,0.0,27.7056988304,0.0
0,150723,03:02:00,0.0,27.7056988304,0.0
0,150723,03:03:00,0.0,27.7371669889,0.0
0,150723,03:04:00,0.0,27.7686354422,0.0
0,150723,03:05:00,0.0,27.7056988304,0.0
0,150723,03:06:00,0.0,27.7056988304,0.0
0,150723,03:07:00,0.0,27.642763398,0.0
0,150723,03:08:00,0.0,27.6742309668,0.0
0,150723,03:09:00,0.0,27.611296124,0.0
0,150723,03:10:00,0.0,27.5798291448,0.0
0,150723,03:11:00,0.0,27.5798291448,0.0
0,150723,03:12:00,0.0,27.5483624605,0.0
0,150723,03:13:00,0.0,27.5168960709,0.0
0,150723,03:14:00,0.0,27.4854299761,0.0
0,150723,03:15:00,0.0,27.5168960709,0.0
0,150723,03:16:00,0.0,27.4539641761,0.0
0,150723,03:17:00,0.0,27.4854299761,0.0
0,150723,03:18:00,0.0,27.4224986709,0.0
0,150723,03:19:00,0.0,27.3910334604,0.0
0,150723,03:20:00,0.0,27.3910334604,0.0
0,150723,03:21:00,0.0,27.3281039237,0.0
0,150723,03:22:00,0.0,27.2966395974,0.0
0,150723,03:23:00,0.0,27.2337118291,0.0
0,150723,03:24:00,0.0,27.2337118291,0.0
0,150723,03:25:00,0.0,27.202248387,0.0
0,150723,03:26:00,0.0,27.2337118291,0.0
0,150723,03:27:00,0.0,27.202248387,0.0
0,150723,03:28:00,0.0,27.139322387,0.0
0,150723,03:29:00,0.0,27.107859829,0.0
0,150723,03:30:00,0.0,27.139322387,0.0
0,150723,03:31:00,0.0,27.1707852396,0.0
0,150723,03:32:00,0.0,27.2337118291,0.0
0,150723,03:33:00,0.0,27.3595685447,0.0
0,150723,03:34:00,0.0,27.2966395974,0.0
0,150723,03:35:00,0.0,27.3281039237,0.0
0,150723,03:36:00,0.0,27.2966395974,0.0
0,150723,03:37:00,0.0,27.3281039237,0.0
0,150723,03:38:00,0.0,27.2966395974,0.0
0,150723,03:39:00,0.0,27.3281039237,0.0
0,150723,03:40:00,0.0,27.2651755659,0.0
0,150723,03:41:00,0.0,27.2337118291,0.0
0,150723,03:42:00,0.0,27.2337118291,0.0
0,150723,03:43:00,0.0,27.2337118291,0.0
0,150723,03:44:00,0.0,27.1707852396,0.0
